------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Buncombe County",37021,52.3,132047,"1340 of 3141"
"Davidson County",37057,52.6,86275,"1279 of 3141"
"Washington County",37187,52.7,6494,"1253 of 3141"
"Halifax County",37083,53.0,27697,"1188 of 3141"
"Montgomery County",37123,53.1,14568,"1152 of 3141"
"Stanly County",37167,53.2,32397,"1128 of 3141"
"Pender County",37141,53.5,30823,"1066 of 3141"
"Bladen County",37017,53.7,18337,"1010 of 3141"
"Lincoln County",37109,53.9,43422,"974 of 3141"
"Hyde County",37095,54.0,2972,"967 of 3141"
"Granville County",37077,54.1,31666,"929 of 3141"
"Currituck County",37053,54.1,13667,"926 of 3141"
"Chowan County",37041,54.3,7801,"900 of 3141"
"Alexander County",37003,54.4,20225,"874 of 3141"
"Wilkes County",37193,54.6,37391,"845 of 3141"
"McDowell County",37111,54.6,24616,"831 of 3141"
"Burke County",37023,54.6,48573,"825 of 3141"
"Surry County",37171,54.6,39517,"822 of 3141"
"Person County",37145,54.8,21509,"804 of 3141"
"Graham County",37075,55.1,4739,"762 of 3141"
"Rockingham County",37157,55.2,50544,"734 of 3141"
"Caldwell County",37027,55.2,45175,"729 of 3141"
"Moore County",37125,55.3,52061,"716 of 3141"
"Yadkin County",37197,55.6,21016,"669 of 3141"
"Martin County",37117,55.7,12949,"645 of 3141"
"Rutherford County",37161,55.8,37087,"644 of 3141"
"Madison County",37115,55.9,11923,"630 of 3141"
"Gates County",37073,56.0,6499,"609 of 3141"
"Caswell County",37033,56.6,12913,"547 of 3141"
"Avery County",37011,56.6,9918,"545 of 3141"
"Davie County",37059,56.6,23650,"539 of 3141"
"Beaufort County",37013,56.6,26802,"536 of 3141"
"Stokes County",37169,56.9,26235,"509 of 3141"
"Bertie County",37015,56.9,11338,"501 of 3141"
"Dare County",37055,57.3,20278,"446 of 3141"
"Jones County",37103,57.3,5601,"441 of 3141"
"Warren County",37185,58.2,11759,"349 of 3141"
"Chatham County",37037,58.4,39936,"330 of 3141"
"Henderson County",37089,58.5,65647,"319 of 3141"
"Mitchell County",37121,58.6,8877,"315 of 3141"
"Yancey County",37199,58.7,10328,"308 of 3141"
"Macon County",37113,58.7,20064,"303 of 3141"
"Tyrrell County",37177,59.2,2420,"273 of 3141"
"Carteret County",37031,59.2,40695,"270 of 3141"
"Perquimans County",37143,59.2,8001,"269 of 3141"
"Ashe County",37009,59.3,15911,"265 of 3141"
"Haywood County",37087,59.5,35592,"252 of 3141"
"Northampton County",37131,60.0,12255,"222 of 3141"
"Pamlico County",37137,60.6,7758,"195 of 3141"
"Transylvania County",37175,61.7,20554,"149 of 3141"
"Alleghany County",37005,62.2,6797,"133 of 3141"
"Clay County",37043,62.9,6766,"105 of 3141"
"Brunswick County",37019,63.3,77596,"91 of 3141"
"Cherokee County",37039,63.6,17463,"81 of 3141"
"Polk County",37149,64.6,13202,"62 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
