------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00002', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_013.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Age under 18
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age Under 18),Rank within US
"Davidson County",37057,22.6,37064,"1512 of 3141"
"Nash County",37127,22.6,21283,"1502 of 3141"
"Guilford County",37081,22.6,117000,"1497 of 3141"
"Rowan County",37159,22.7,31475,"1475 of 3141"
"Franklin County",37069,22.7,14521,"1442 of 3141"
"Alamance County",37001,22.8,35941,"1427 of 3141"
"Catawba County",37035,22.8,35640,"1400 of 3141"
"Montgomery County",37123,23.0,6311,"1321 of 3141"
"Gaston County",37071,23.0,49284,"1302 of 3141"
"Edgecombe County",37065,23.1,12494,"1262 of 3141"
"Scotland County",37165,23.3,8254,"1183 of 3141"
"Richmond County",37153,23.3,10586,"1178 of 3141"
"Randolph County",37151,23.3,33344,"1160 of 3141"
"Forsyth County",37067,23.5,86695,"1087 of 3141"
"Wilson County",37195,23.6,19206,"1056 of 3141"
"Camden County",37029,23.6,2441,"1048 of 3141"
"Iredell County",37097,23.7,40233,"1017 of 3141"
"Wayne County",37191,23.9,29717,"934 of 3141"
"Vance County",37181,24.0,10664,"875 of 3141"
"Mecklenburg County",37119,24.3,251750,"738 of 3141"
"Onslow County",37133,24.5,47162,"696 of 3141"
"Duplin County",37061,24.7,14631,"641 of 3141"
"Wake County",37183,24.7,252690,"639 of 3141"
"Sampson County",37163,24.8,15796,"600 of 3141"
"Cumberland County",37051,25.0,83102,"552 of 3141"
"Lee County",37105,25.1,15021,"516 of 3141"
"Robeson County",37155,25.6,34346,"421 of 3141"
"Cabarrus County",37025,26.2,51479,"341 of 3141"
"Johnston County",37101,26.2,48888,"338 of 3141"
"Harnett County",37085,27.0,34739,"257 of 3141"
"Union County",37179,28.1,62325,"160 of 3141"
"Hoke County",37093,28.3,14863,"149 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age under 18, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
