------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'ins', 'demo': '00043', 'race': '00', 'sex': '0', 'age': '006', 'type': 'manyareacensus', 'file_name': 'demographics_006.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
"Insurance: Percent uninsured in demographic group, people at or below 138% of poverty"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2017 Small Area Health Insurance Estimates Data
Sorted by Value

County, FIPS,Value (Percent),People (Uninsured),Rank within US
"Swain County",37173,23.2,792,"2384 of 3139"
"Burke County",37023,23.4,4496,"2406 of 3139"
"Hoke County",37093,23.4,3205,"2406 of 3139"
"Clay County",37043,23.5,538,"2418 of 3139"
"Yadkin County",37197,23.5,1860,"2418 of 3139"
"Hyde County",37095,23.6,255,"2427 of 3139"
"Jones County",37103,23.6,542,"2427 of 3139"
"Stokes County",37169,23.6,1872,"2427 of 3139"
"Randolph County",37151,23.7,7366,"2439 of 3139"
"Watauga County",37189,23.7,3069,"2439 of 3139"
"Buncombe County",37021,23.8,10626,"2449 of 3139"
"Tyrrell County",37177,23.8,222,"2449 of 3139"
"Graham County",37075,23.9,481,"2457 of 3139"
"Montgomery County",37123,23.9,1588,"2457 of 3139"
"Yancey County",37199,23.9,881,"2457 of 3139"
"Wilkes County",37193,24.0,3768,"2465 of 3139"
"Bladen County",37017,24.1,2208,"2476 of 3139"
"Macon County",37113,24.2,1717,"2485 of 3139"
"Alamance County",37001,24.4,8223,"2504 of 3139"
"Brunswick County",37019,24.5,4751,"2514 of 3139"
"Camden County",37029,24.6,334,"2527 of 3139"
"Franklin County",37069,24.6,3307,"2527 of 3139"
"Pender County",37141,24.8,2691,"2541 of 3139"
"Lincoln County",37109,24.9,3252,"2552 of 3139"
"Polk County",37149,25.0,818,"2556 of 3139"
"Wake County",37183,25.0,33374,"2556 of 3139"
"Dare County",37055,25.1,1281,"2571 of 3139"
"Davie County",37059,25.2,1571,"2579 of 3139"
"Lee County",37105,25.2,3283,"2579 of 3139"
"Orange County",37135,25.2,5185,"2579 of 3139"
"Transylvania County",37175,25.2,1509,"2579 of 3139"
"Union County",37179,25.3,6751,"2589 of 3139"
"Ashe County",37009,25.7,1402,"2612 of 3139"
"Currituck County",37053,25.8,971,"2616 of 3139"
"Johnston County",37101,26.2,9363,"2649 of 3139"
"Durham County",37063,26.3,15367,"2657 of 3139"
"Mecklenburg County",37119,26.3,46146,"2657 of 3139"
"Sampson County",37163,26.4,4545,"2668 of 3139"
"Duplin County",37061,26.9,4876,"2708 of 3139"
"Greene County",37079,26.9,1395,"2708 of 3139"
"Alleghany County",37005,27.5,683,"2770 of 3139"
"Jackson County",37099,27.5,2515,"2770 of 3139"
"Henderson County",37089,27.9,5010,"2793 of 3139"
"Avery County",37011,29.5,946,"2870 of 3139"
"Chatham County",37037,32.1,2917,"2971 of 3139"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent uninsured in demographic group, people at or below 138% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
