------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pov&demo=00009&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pov', 'demo': '00009', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_030.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pov&demo=00009&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Poverty: Persons below 150% of poverty
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (<150% Of Poverty),Rank within US
"Guilford County",37081,27.3,136706,"1774 of 3141"
"Mitchell County",37121,27.7,4076,"1846 of 3141"
"Ashe County",37009,28.0,7411,"1886 of 3141"
"Nash County",37127,28.1,25927,"1893 of 3141"
"Davidson County",37057,28.2,45486,"1900 of 3141"
"Gaston County",37071,28.2,59507,"1902 of 3141"
"Transylvania County",37175,28.2,9105,"1904 of 3141"
"Lee County",37105,28.2,16602,"1913 of 3141"
"Pamlico County",37137,28.3,3419,"1919 of 3141"
"Hyde County",37095,28.4,1377,"1937 of 3141"
"Rowan County",37159,28.4,38298,"1938 of 3141"
"Forsyth County",37067,28.5,102100,"1950 of 3141"
"Cherokee County",37039,28.7,7766,"1977 of 3141"
"Pasquotank County",37139,29.0,10778,"2014 of 3141"
"Madison County",37115,29.1,5911,"2028 of 3141"
"Harnett County",37085,29.1,36477,"2029 of 3141"
"Alamance County",37001,29.2,44823,"2035 of 3141"
"Avery County",37011,29.3,4299,"2051 of 3141"
"Macon County",37113,29.3,9910,"2056 of 3141"
"Caldwell County",37027,29.4,23671,"2069 of 3141"
"Franklin County",37069,29.7,18516,"2105 of 3141"
"Person County",37145,29.8,11526,"2112 of 3141"
"Cumberland County",37051,29.9,94957,"2132 of 3141"
"Rockingham County",37157,30.3,27309,"2180 of 3141"
"Caswell County",37033,30.4,6652,"2190 of 3141"
"Randolph County",37151,30.5,43061,"2205 of 3141"
"Jackson County",37099,30.7,11667,"2219 of 3141"
"Yadkin County",37197,30.7,11521,"2225 of 3141"
"Clay County",37043,31.2,3339,"2279 of 3141"
"Burke County",37023,31.2,26916,"2283 of 3141"
"McDowell County",37111,31.8,14021,"2340 of 3141"
"Beaufort County",37013,32.4,15158,"2400 of 3141"
"Perquimans County",37143,32.6,4366,"2412 of 3141"
"Wilson County",37195,32.6,26023,"2415 of 3141"
"Cleveland County",37045,32.9,31309,"2441 of 3141"
"Surry County",37171,33.0,23496,"2452 of 3141"
"Yancey County",37199,33.0,5752,"2453 of 3141"
"Rutherford County",37161,33.2,21656,"2475 of 3141"
"Hoke County",37093,33.3,17021,"2491 of 3141"
"Wayne County",37191,33.5,40594,"2505 of 3141"
"Montgomery County",37123,33.6,8907,"2514 of 3141"
"Pitt County",37147,34.2,58200,"2560 of 3141"
"Wilkes County",37193,34.2,23024,"2561 of 3141"
"Graham County",37075,34.7,2939,"2615 of 3141"
"Swain County",37173,35.0,4885,"2634 of 3141"
"Alleghany County",37005,35.6,3847,"2676 of 3141"
"Chowan County",37041,35.9,5053,"2697 of 3141"
"Warren County",37185,36.0,6914,"2707 of 3141"
"Martin County",37117,36.1,8316,"2716 of 3141"
"Bladen County",37017,36.3,12234,"2733 of 3141"
"Bertie County",37015,36.3,6761,"2735 of 3141"
"Hertford County",37091,36.3,7785,"2737 of 3141"
"Jones County",37103,36.4,3540,"2739 of 3141"
"Columbus County",37047,36.5,19599,"2758 of 3141"
"Lenoir County",37107,36.7,20782,"2763 of 3141"
"Watauga County",37189,37.1,17744,"2793 of 3141"
"Anson County",37007,37.2,8806,"2798 of 3141"
"Greene County",37079,37.3,7014,"2801 of 3141"
"Washington County",37187,37.7,4582,"2825 of 3141"
"Northampton County",37131,37.9,7386,"2834 of 3141"
"Sampson County",37163,38.0,23852,"2843 of 3141"
"Vance County",37181,38.8,16922,"2877 of 3141"
"Halifax County",37083,40.1,20391,"2923 of 3141"
"Edgecombe County",37065,40.5,21473,"2939 of 3141"
"Richmond County",37153,40.5,17797,"2944 of 3141"
"Tyrrell County",37177,41.4,1439,"2966 of 3141"
"Scotland County",37165,41.8,13778,"2977 of 3141"
"Robeson County",37155,43.6,56948,"3022 of 3141"
"Duplin County",37061,44.9,26317,"3051 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Poverty: Persons below 150% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
