------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"New Hanover County",37129,0.3,630,"1787 of 3141"
"Forsyth County",37067,0.3,1090,"1747 of 3141"
"Mecklenburg County",37119,0.3,3080,"1736 of 3141"
"Cabarrus County",37025,0.3,602,"1702 of 3141"
"Watauga County",37189,0.3,166,"1675 of 3141"
"Jones County",37103,0.3,31,"1647 of 3141"
"Iredell County",37097,0.3,542,"1640 of 3141"
"Davidson County",37057,0.3,542,"1602 of 3141"
"Stokes County",37169,0.3,153,"1592 of 3141"
"Dare County",37055,0.3,122,"1545 of 3141"
"Union County",37179,0.3,773,"1538 of 3141"
"Anson County",37007,0.3,89,"1532 of 3141"
"Alamance County",37001,0.3,551,"1528 of 3141"
"Stanly County",37167,0.3,213,"1524 of 3141"
"Wake County",37183,0.4,3586,"1519 of 3141"
"Martin County",37117,0.4,82,"1510 of 3141"
"Ashe County",37009,0.4,97,"1491 of 3141"
"Surry County",37171,0.4,264,"1476 of 3141"
"Greene County",37079,0.4,80,"1436 of 3141"
"Lenoir County",37107,0.4,222,"1425 of 3141"
"Randolph County",37151,0.4,562,"1397 of 3141"
"Gaston County",37071,0.4,844,"1393 of 3141"
"Buncombe County",37021,0.4,999,"1386 of 3141"
"McDowell County",37111,0.4,181,"1372 of 3141"
"Pender County",37141,0.4,232,"1369 of 3141"
"Caldwell County",37027,0.4,344,"1326 of 3141"
"Transylvania County",37175,0.4,140,"1326 of 3141"
"Haywood County",37087,0.4,256,"1312 of 3141"
"Madison County",37115,0.4,92,"1301 of 3141"
"Currituck County",37053,0.4,109,"1298 of 3141"
"Orange County",37135,0.4,622,"1278 of 3141"
"Guilford County",37081,0.4,2289,"1270 of 3141"
"Yancey County",37199,0.5,80,"1250 of 3141"
"Avery County",37011,0.5,80,"1244 of 3141"
"Brunswick County",37019,0.5,575,"1224 of 3141"
"Rutherford County",37161,0.5,324,"1183 of 3141"
"Onslow County",37133,0.5,973,"1151 of 3141"
"Rockingham County",37157,0.5,472,"1133 of 3141"
"Burke County",37023,0.5,476,"1104 of 3141"
"Pamlico County",37137,0.6,71,"1082 of 3141"
"Macon County",37113,0.6,194,"1059 of 3141"
"Granville County",37077,0.6,348,"1026 of 3141"
"Mitchell County",37121,0.6,91,"1019 of 3141"
"Wilson County",37195,0.6,490,"1016 of 3141"
"Nash County",37127,0.7,634,"927 of 3141"
"Bertie County",37015,0.7,135,"919 of 3141"
"Johnston County",37101,0.7,1267,"917 of 3141"
"Northampton County",37131,0.7,141,"904 of 3141"
"Lee County",37105,0.7,419,"889 of 3141"
"Craven County",37049,0.7,772,"844 of 3141"
"Person County",37145,0.8,322,"784 of 3141"
"Chowan County",37041,0.8,122,"763 of 3141"
"Moore County",37125,0.9,847,"727 of 3141"
"Harnett County",37085,0.9,1177,"721 of 3141"
"Gates County",37073,0.9,107,"716 of 3141"
"Franklin County",37069,1.1,691,"611 of 3141"
"Hertford County",37091,1.1,279,"576 of 3141"
"Cherokee County",37039,1.2,339,"543 of 3141"
"Cumberland County",37051,1.4,4649,"493 of 3141"
"Tyrrell County",37177,1.4,58,"489 of 3141"
"Vance County",37181,1.7,777,"423 of 3141"
"Sampson County",37163,1.9,1184,"409 of 3141"
"Alleghany County",37005,1.9,208,"402 of 3141"
"Richmond County",37153,1.9,884,"390 of 3141"
"Bladen County",37017,2.4,821,"332 of 3141"
"Columbus County",37047,3.7,2099,"249 of 3141"
"Halifax County",37083,3.8,1998,"241 of 3141"
"Warren County",37185,5.1,1026,"202 of 3141"
"Hoke County",37093,8.2,4309,"140 of 3141"
"Jackson County",37099,8.4,3512,"138 of 3141"
"Graham County",37075,10.6,916,"115 of 3141"
"Scotland County",37165,11.2,3958,"113 of 3141"
"Swain County",37173,29.7,4214,"44 of 3141"
"Robeson County",37155,38.9,52215,"37 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
