------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'lang', 'demo': '00015', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Non-English Language: Language isolation
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Households (language Isolation),Rank within US
"Henderson County",37089,2.6,1252,"2545 of 3140"
"Catawba County",37035,2.7,1604,"2556 of 3140"
"Guilford County",37081,2.7,5354,"2557 of 3140"
"Hyde County",37095,2.7,49,"2559 of 3140"
"Richmond County",37153,2.7,494,"2560 of 3140"
"Union County",37179,2.8,2037,"2580 of 3140"
"Johnston County",37101,2.8,1819,"2587 of 3140"
"Wake County",37183,2.9,10981,"2614 of 3140"
"Alamance County",37001,2.9,1843,"2621 of 3140"
"Chatham County",37037,3.2,893,"2667 of 3140"
"Hoke County",37093,3.2,553,"2669 of 3140"
"Orange County",37135,3.3,1699,"2683 of 3140"
"Wayne County",37191,4.2,2010,"2791 of 3140"
"Lee County",37105,4.6,994,"2831 of 3140"
"Montgomery County",37123,4.6,501,"2835 of 3140"
"Sampson County",37163,4.7,1106,"2845 of 3140"
"Mecklenburg County",37119,4.8,19166,"2851 of 3140"
"Durham County",37063,4.9,5868,"2853 of 3140"
"Greene County",37079,5.0,371,"2872 of 3140"
"Duplin County",37061,6.7,1448,"2951 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Non-English Language: Language isolation, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#non-english."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
A "limited English speaking household" is one in which no member 14 years old and over (1) speaks only English or (2) speaks a non-English language and speaks English "very well."
Data for United States does not include Puerto Rico.
