------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00105', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_026.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Sex - Female
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Female),Rank within US
"Cabarrus County",37025,51.3,101008,"2561 of 3141"
"Surry County",37171,51.4,37149,"2573 of 3141"
"Wake County",37183,51.4,526134,"2583 of 3141"
"Lee County",37105,51.4,30750,"2605 of 3141"
"Pasquotank County",37139,51.4,20343,"2618 of 3141"
"Rutherford County",37161,51.5,34248,"2640 of 3141"
"Brunswick County",37019,51.5,63174,"2676 of 3141"
"Haywood County",37087,51.5,30846,"2678 of 3141"
"Person County",37145,51.6,20267,"2745 of 3141"
"Henderson County",37089,51.7,57930,"2746 of 3141"
"Swain County",37173,51.7,7343,"2767 of 3141"
"Chatham County",37037,51.7,35364,"2785 of 3141"
"Robeson County",37155,51.8,69485,"2813 of 3141"
"Gaston County",37071,51.8,110858,"2817 of 3141"
"Macon County",37113,51.8,17693,"2820 of 3141"
"Rockingham County",37157,51.8,47433,"2823 of 3141"
"Cleveland County",37045,51.8,50305,"2839 of 3141"
"Moore County",37125,51.9,48859,"2857 of 3141"
"Transylvania County",37175,51.9,17273,"2862 of 3141"
"Halifax County",37083,51.9,27148,"2864 of 3141"
"Mecklenburg County",37119,51.9,537168,"2872 of 3141"
"Perquimans County",37143,52.0,7021,"2889 of 3141"
"Nash County",37127,52.0,48947,"2895 of 3141"
"Buncombe County",37021,52.0,131266,"2902 of 3141"
"Polk County",37149,52.1,10652,"2927 of 3141"
"Chowan County",37041,52.1,7492,"2932 of 3141"
"New Hanover County",37129,52.1,114653,"2939 of 3141"
"Durham County",37063,52.2,156919,"2944 of 3141"
"Lenoir County",37107,52.2,30233,"2949 of 3141"
"Beaufort County",37013,52.2,24720,"2958 of 3141"
"Orange County",37135,52.3,74214,"2972 of 3141"
"Clay County",37043,52.4,5636,"2990 of 3141"
"Bladen County",37017,52.4,17889,"2991 of 3141"
"Alamance County",37001,52.4,82766,"2996 of 3141"
"Forsyth County",37067,52.5,193396,"3006 of 3141"
"Guilford County",37081,52.6,271981,"3017 of 3141"
"Washington County",37187,52.6,6485,"3018 of 3141"
"Wilson County",37195,52.7,42847,"3024 of 3141"
"Pitt County",37147,52.8,93175,"3045 of 3141"
"Vance County",37181,52.9,23505,"3057 of 3141"
"Martin County",37117,53.0,12317,"3067 of 3141"
"Edgecombe County",37065,53.6,28944,"3097 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Sex - Female, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
