------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Chatham County",37037,35.7,24403,"2607 of 3141"
"Union County",37179,35.7,79296,"2610 of 3141"
"McDowell County",37111,35.7,16095,"2612 of 3141"
"Haywood County",37087,35.8,21398,"2627 of 3141"
"Greene County",37079,35.8,7536,"2636 of 3141"
"Burke County",37023,35.9,31897,"2668 of 3141"
"Ashe County",37009,36.0,9653,"2695 of 3141"
"Avery County",37011,36.0,6313,"2703 of 3141"
"Pender County",37141,36.2,20850,"2755 of 3141"
"Cherokee County",37039,36.2,9940,"2761 of 3141"
"Northampton County",37131,36.3,7411,"2781 of 3141"
"Rockingham County",37157,36.3,33238,"2787 of 3141"
"Polk County",37149,36.3,7422,"2791 of 3141"
"Hyde County",37095,36.4,2005,"2806 of 3141"
"Carteret County",37031,36.5,25046,"2815 of 3141"
"Caldwell County",37027,36.8,30104,"2883 of 3141"
"Bertie County",37015,36.8,7333,"2887 of 3141"
"Yadkin County",37197,36.9,13940,"2895 of 3141"
"Person County",37145,36.9,14471,"2900 of 3141"
"Jones County",37103,36.9,3607,"2902 of 3141"
"Caswell County",37033,37.1,8473,"2939 of 3141"
"Tyrrell County",37177,37.1,1519,"2944 of 3141"
"Alleghany County",37005,37.2,4065,"2949 of 3141"
"Davie County",37059,37.3,15589,"2966 of 3141"
"Gates County",37073,37.5,4346,"2983 of 3141"
"Stokes County",37169,37.5,17313,"2997 of 3141"
"Lincoln County",37109,37.6,30289,"3007 of 3141"
"Dare County",37055,38.0,13459,"3031 of 3141"
"Granville County",37077,38.4,22485,"3060 of 3141"
"Currituck County",37053,38.7,9769,"3069 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
