------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Avery County",37011,37109.000000000,"2712 of 3141"
"Wilkes County",37193,37173.000000000,"2707 of 3141"
"Jones County",37103,37256.000000000,"2698 of 3141"
"Lenoir County",37107,37515.000000000,"2673 of 3141"
"Yancey County",37199,37610.000000000,"2668 of 3141"
"Sampson County",37163,37765.000000000,"2655 of 3141"
"Cherokee County",37039,38115.000000000,"2628 of 3141"
"Anson County",37007,38123.000000000,"2626 of 3141"
"Montgomery County",37123,38254.000000000,"2615 of 3141"
"Rutherford County",37161,38573.000000000,"2600 of 3141"
"McDowell County",37111,38776.000000000,"2582 of 3141"
"Alleghany County",37005,38944.000000000,"2561 of 3141"
"Surry County",37171,39071.000000000,"2552 of 3141"
"Caswell County",37033,39428.000000000,"2518 of 3141"
"Cleveland County",37045,40002.000000000,"2472 of 3141"
"Ashe County",37009,40293.000000000,"2453 of 3141"
"Hyde County",37095,40532.000000000,"2426 of 3141"
"Madison County",37115,40563.000000000,"2423 of 3141"
"Macon County",37113,40659.000000000,"2408 of 3141"
"Caldwell County",37027,40735.000000000,"2395 of 3141"
"Burke County",37023,40854.000000000,"2387 of 3141"
"Beaufort County",37013,41101.000000000,"2362 of 3141"
"Yadkin County",37197,41126.000000000,"2353 of 3141"
"Watauga County",37189,41541.000000000,"2298 of 3141"
"Rockingham County",37157,41700.000000000,"2278 of 3141"
"Wayne County",37191,41766.000000000,"2271 of 3141"
"Chowan County",37041,41979.000000000,"2250 of 3141"
"Wilson County",37195,42095.000000000,"2237 of 3141"
"Mitchell County",37121,42534.000000000,"2188 of 3141"
"Pitt County",37147,43526.000000000,"2083 of 3141"
"Randolph County",37151,43598.000000000,"2074 of 3141"
"Perquimans County",37143,44039.000000000,"2032 of 3141"
"Alamance County",37001,44281.000000000,"2012 of 3141"
"Stokes County",37169,44490.000000000,"1992 of 3141"
"Alexander County",37003,44523.000000000,"1985 of 3141"
"Transylvania County",37175,44559.000000000,"1982 of 3141"
"Cumberland County",37051,44737.000000000,"1955 of 3141"
"Person County",37145,44921.000000000,"1931 of 3141"
"Jackson County",37099,45078.000000000,"1913 of 3141"
"Pamlico County",37137,45211.000000000,"1902 of 3141"
"Haywood County",37087,45538.000000000,"1866 of 3141"
"Hoke County",37093,45713.000000000,"1841 of 3141"
"Davidson County",37057,45806.000000000,"1833 of 3141"
"Stanly County",37167,46017.000000000,"1810 of 3141"
"Nash County",37127,46187.000000000,"1789 of 3141"
"Gaston County",37071,46626.000000000,"1724 of 3141"
"Rowan County",37159,46978.000000000,"1684 of 3141"
"Pasquotank County",37139,47264.000000000,"1656 of 3141"
"Onslow County",37133,48162.000000000,"1560 of 3141"
"Franklin County",37069,48344.000000000,"1536 of 3141"
"Forsyth County",37067,48369.000000000,"1532 of 3141"
"Polk County",37149,48412.000000000,"1521 of 3141"
"Buncombe County",37021,48464.000000000,"1512 of 3141"
"Catawba County",37035,48649.000000000,"1500 of 3141"
"Guilford County",37081,49253.000000000,"1444 of 3141"
"Lee County",37105,49272.000000000,"1440 of 3141"
"Pender County",37141,49357.000000000,"1432 of 3141"
"Craven County",37049,49391.000000000,"1429 of 3141"
"Harnett County",37085,50323.000000000,"1316 of 3141"
"Henderson County",37089,50454.000000000,"1305 of 3141"
"Lincoln County",37109,50782.000000000,"1263 of 3141"
"Brunswick County",37019,51164.000000000,"1213 of 3141"
"New Hanover County",37129,51457.000000000,"1180 of 3141"
"Carteret County",37031,51584.000000000,"1163 of 3141"
"Granville County",37077,52089.000000000,"1105 of 3141"
"Gates County",37073,52481.000000000,"1061 of 3141"
"Davie County",37059,53493.000000000,"982 of 3141"
"Moore County",37125,54468.000000000,"883 of 3141"
"Johnston County",37101,54610.000000000,"870 of 3141"
"Dare County",37055,55640.000000000,"795 of 3141"
"Iredell County",37097,55957.000000000,"774 of 3141"
"Durham County",37063,56393.000000000,"737 of 3141"
"Chatham County",37037,59684.000000000,"532 of 3141"
"Cabarrus County",37025,60716.000000000,"483 of 3141"
"Mecklenburg County",37119,61695.000000000,"436 of 3141"
"Orange County",37135,65522.000000000,"304 of 3141"
"Currituck County",37053,65758.000000000,"295 of 3141"
"Camden County",37029,68327.000000000,"243 of 3141"
"Union County",37179,70858.000000000,"209 of 3141"
"Wake County",37183,73577.000000000,"176 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
