------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Currituck County",37053,23.7,5980,"877 of 3141"
"Graham County",37075,23.8,2050,"917 of 3141"
"Montgomery County",37123,23.9,6566,"949 of 3141"
"Caldwell County",37027,24.0,19646,"980 of 3141"
"Rockingham County",37157,24.0,21995,"983 of 3141"
"Pender County",37141,24.1,13904,"1016 of 3141"
"Lincoln County",37109,24.3,19546,"1060 of 3141"
"Wilkes County",37193,24.3,16673,"1072 of 3141"
"Caswell County",37033,24.5,5587,"1104 of 3141"
"Union County",37179,24.6,54562,"1134 of 3141"
"McDowell County",37111,24.6,11092,"1159 of 3141"
"Chowan County",37041,24.7,3551,"1196 of 3141"
"Bladen County",37017,24.8,8463,"1238 of 3141"
"Bertie County",37015,24.8,4947,"1252 of 3141"
"Davidson County",37057,24.8,40779,"1254 of 3141"
"Granville County",37077,24.9,14539,"1256 of 3141"
"Alexander County",37003,24.9,9244,"1263 of 3141"
"Sampson County",37163,24.9,15851,"1276 of 3141"
"Randolph County",37151,24.9,35616,"1291 of 3141"
"Stanly County",37167,25.0,15215,"1313 of 3141"
"Vance County",37181,25.3,11223,"1402 of 3141"
"Lenoir County",37107,25.4,14690,"1433 of 3141"
"Duplin County",37061,25.4,15051,"1436 of 3141"
"Halifax County",37083,25.4,13273,"1442 of 3141"
"Hyde County",37095,25.4,1398,"1445 of 3141"
"Nash County",37127,25.5,23966,"1475 of 3141"
"Camden County",37029,25.6,2647,"1530 of 3141"
"Burke County",37023,25.6,22777,"1536 of 3141"
"Iredell County",37097,25.7,43700,"1572 of 3141"
"Wilson County",37195,25.8,20970,"1578 of 3141"
"Catawba County",37035,25.8,40341,"1601 of 3141"
"Madison County",37115,25.9,5530,"1624 of 3141"
"Cleveland County",37045,25.9,25167,"1636 of 3141"
"Columbus County",37047,26.0,14718,"1660 of 3141"
"Swain County",37173,26.1,3707,"1678 of 3141"
"Richmond County",37153,26.3,11952,"1748 of 3141"
"Franklin County",37069,26.4,16881,"1780 of 3141"
"Washington County",37187,26.5,3263,"1799 of 3141"
"Johnston County",37101,26.5,49416,"1821 of 3141"
"Cabarrus County",37025,26.6,52301,"1846 of 3141"
"Tyrrell County",37177,26.6,1089,"1860 of 3141"
"Edgecombe County",37065,26.7,14417,"1874 of 3141"
"Gaston County",37071,26.9,57477,"1923 of 3141"
"Lee County",37105,26.9,16106,"1945 of 3141"
"Rowan County",37159,27.2,37786,"2020 of 3141"
"Scotland County",37165,27.5,9764,"2121 of 3141"
"Alamance County",37001,27.6,43605,"2139 of 3141"
"Avery County",37011,28.0,4917,"2231 of 3141"
"Greene County",37079,28.1,5925,"2254 of 3141"
"Buncombe County",37021,28.5,71861,"2335 of 3141"
"Hertford County",37091,28.7,6954,"2383 of 3141"
"Forsyth County",37067,28.7,105686,"2390 of 3141"
"Robeson County",37155,29.3,39260,"2490 of 3141"
"Wayne County",37191,29.3,36475,"2497 of 3141"
"Anson County",37007,29.4,7511,"2521 of 3141"
"Pasquotank County",37139,29.6,11705,"2541 of 3141"
"Guilford County",37081,30.8,159415,"2714 of 3141"
"Wake County",37183,31.8,325076,"2804 of 3141"
"Harnett County",37085,31.8,40897,"2806 of 3141"
"Craven County",37049,32.1,33163,"2823 of 3141"
"New Hanover County",37129,32.4,71150,"2841 of 3141"
"Mecklenburg County",37119,33.4,345957,"2909 of 3141"
"Hoke County",37093,34.3,18052,"2947 of 3141"
"Durham County",37063,35.8,107674,"2990 of 3141"
"Jackson County",37099,35.9,14999,"2998 of 3141"
"Orange County",37135,36.0,51107,"3000 of 3141"
"Cumberland County",37051,36.9,122659,"3024 of 3141"
"Pitt County",37147,38.0,67114,"3046 of 3141"
"Watauga County",37189,45.5,24332,"3118 of 3141"
"Onslow County",37133,46.5,89619,"3122 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
