------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'mob', 'demo': '00017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Mobility: Haven't moved (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Haven't Moved),Rank within US
"Robeson County",37155,91.2,120789,"381 of 3140"
"Polk County",37149,91.3,18565,"358 of 3140"
"Graham County",37075,91.4,7861,"326 of 3140"
"Yancey County",37199,91.5,16041,"305 of 3140"
"Bladen County",37017,91.6,30863,"290 of 3140"
"McDowell County",37111,91.7,40900,"284 of 3140"
"Ashe County",37009,91.7,24456,"278 of 3140"
"Yadkin County",37197,91.8,34133,"265 of 3140"
"Wilkes County",37193,92.1,62647,"223 of 3140"
"Perquimans County",37143,92.2,12329,"208 of 3140"
"Washington County",37187,92.7,11231,"163 of 3140"
"Surry County",37171,93.1,66661,"127 of 3140"
"Martin County",37117,93.2,21317,"125 of 3140"
"Alleghany County",37005,93.5,10146,"108 of 3140"
"Stokes County",37169,93.7,42901,"92 of 3140"
"Gates County",37073,93.9,10798,"89 of 3140"
"Beaufort County",37013,94.4,44156,"59 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Haven't moved (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
