------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=38&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '38', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=38&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for North Dakota by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Griggs County(6)",38039,Yes,* ,*, *,3 or fewer,*
"Hettinger County(6)",38041,Yes,* ,*, *,3 or fewer,*
"Kidder County(6)",38043,Yes,* ,*, *,3 or fewer,*
"LaMoure County(6)",38045,Yes,* ,*, *,3 or fewer,*
"Logan County(6)",38047,Yes,* ,*, *,3 or fewer,*
"McHenry County(6)",38049,Yes,* ,*, *,3 or fewer,*
"McIntosh County(6)",38051,Yes,* ,*, *,3 or fewer,*
"McKenzie County(6)",38053,Yes,* ,*, *,3 or fewer,*
"Mercer County(6)",38057,Yes,* ,*, *,3 or fewer,*
"Mountrail County(6)",38061,Yes,* ,*, *,3 or fewer,*
"Nelson County(6)",38063,Yes,* ,*, *,3 or fewer,*
"Oliver County(6)",38065,Yes,* ,*, *,3 or fewer,*
"Pembina County(6)",38067,Yes,* ,*, *,3 or fewer,*
"Pierce County(6)",38069,Yes,* ,*, *,3 or fewer,*
"Ramsey County(6)",38071,Yes,* ,*, *,3 or fewer,*
"Ransom County(6)",38073,Yes,* ,*, *,3 or fewer,*
"Renville County(6)",38075,Yes,* ,*, *,3 or fewer,*
"Sargent County(6)",38081,Yes,* ,*, *,3 or fewer,*
"Sheridan County(6)",38083,Yes,* ,*, *,3 or fewer,*
"Sioux County(6)",38085,Yes,* ,*, *,3 or fewer,*
"Slope County(6)",38087,Yes,* ,*, *,3 or fewer,*
"Steele County(6)",38091,Yes,* ,*, *,3 or fewer,*
"Towner County(6)",38095,Yes,* ,*, *,3 or fewer,*
"Traill County(6)",38097,Yes,* ,*, *,3 or fewer,*
"Wells County(6)",38103,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:21 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
