------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '06', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=06&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for California by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"San Mateo County(7)",06081,Yes,39.4 ,36.8, 42.1,181,28.2
"Amador County(7)",06005,Yes,39.1 ,28.3, 53.3,11,28.1
"San Benito County(7)",06069,Yes,38.8 ,29.3, 50.5,12,33.5
"Kern County(7)",06029,Yes,38.7 ,36, 41.5,155,35.8
"San Francisco County(7)",06075,Yes,38.7 ,36.2, 41.3,187,31.5
"Kings County(7)",06031,Yes,37.7 ,30.9, 45.4,22,34.2
"Fresno County(7)",06019,Yes,37.3 ,34.8, 39.9,173,32.8
"Del Norte County(7)",06015,Yes,37.1 ,24.5, 54.4,6,40.3
"Yuba County(7)",06115,Yes,36.5 ,28, 46.7,13,32.0
"Madera County(7)",06039,Yes,35.9 ,30.2, 42.3,29,33.0
"Tuolumne County(7)",06109,Yes,35.1 ,26.2, 46.3,14,31.5
"Tulare County(7)",06107,Yes,34.3 ,30.8, 38.1,72,33.8
"Mendocino County(7)",06045,Yes,33 ,26.4, 40.9,20,29.1
"Colusa County(7)",06011,Yes,31.4 ,17.6, 51.4,3,25.0
"Calaveras County(7)",06009,Yes,30.6 ,21.8, 42,11,32.2
"Alpine County(7)",06003,Yes,* ,*, *,3 or fewer,*
"Modoc County(7)",06049,Yes,* ,*, *,3 or fewer,*
"Mono County(7)",06051,Yes,* ,*, *,3 or fewer,*
"Sierra County(7)",06091,Yes,* ,*, *,3 or fewer,*
"Trinity County(7)",06105,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:57 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
3 Source: SEER November 2018 submission.  State Cancer Registry also receives funding from CDC's National Program of Cancer Registries.
7 Source: SEER November 2018 submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
