------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Hamblen County",47063,26.4,16777,"1785 of 3141"
"Macon County",47111,26.5,6148,"1795 of 3141"
"Sumner County",47165,26.5,46507,"1802 of 3141"
"Haywood County",47075,26.7,4787,"1873 of 3141"
"Dickson County",47043,27.0,13862,"1964 of 3141"
"Robertson County",47147,27.0,18524,"1973 of 3141"
"Hickman County",47081,27.0,6623,"1980 of 3141"
"DeKalb County",47041,27.0,5240,"1983 of 3141"
"Marshall County",47117,27.2,8651,"2041 of 3141"
"Claiborne County",47025,27.5,8693,"2119 of 3141"
"Bedford County",47003,27.6,12928,"2132 of 3141"
"Maury County",47119,27.8,24321,"2171 of 3141"
"Franklin County",47051,27.9,11533,"2186 of 3141"
"Scott County",47151,28.0,6135,"2209 of 3141"
"Tipton County",47167,28.5,17533,"2355 of 3141"
"Morgan County",47129,28.7,6214,"2393 of 3141"
"Bradley County",47011,28.7,29770,"2394 of 3141"
"Wayne County",47181,29.2,4877,"2474 of 3141"
"Lauderdale County",47097,29.3,7759,"2495 of 3141"
"Madison County",47113,29.4,28744,"2506 of 3141"
"Hamilton County",47065,29.5,104708,"2536 of 3141"
"Hardeman County",47069,29.8,7679,"2572 of 3141"
"Washington County",47179,30.7,38817,"2703 of 3141"
"Shelby County",47157,30.8,288753,"2711 of 3141"
"Chester County",47023,30.9,5286,"2723 of 3141"
"Trousdale County",47169,31.7,2780,"2797 of 3141"
"Knox County",47093,31.9,144198,"2810 of 3141"
"Weakley County",47183,32.5,10978,"2852 of 3141"
"Putnam County",47141,33.4,25206,"2906 of 3141"
"Lake County",47095,34.4,2611,"2951 of 3141"
"Rutherford County",47149,34.5,102914,"2953 of 3141"
"Davidson County",47037,36.9,249966,"3023 of 3141"
"Montgomery County",47125,37.2,71545,"3030 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
