------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Sevier County",47155,52.9,50491,"1207 of 3141"
"Cannon County",47015,53.1,7344,"1156 of 3141"
"Sequatchie County",47153,53.1,7779,"1151 of 3141"
"Overton County",47133,53.2,11711,"1121 of 3141"
"Perry County",47135,53.3,4202,"1112 of 3141"
"Claiborne County",47025,53.3,16832,"1107 of 3141"
"Humphreys County",47085,53.4,9753,"1101 of 3141"
"McMinn County",47107,53.4,28097,"1079 of 3141"
"Obion County",47131,53.5,16397,"1067 of 3141"
"Carroll County",47017,53.5,15064,"1052 of 3141"
"Monroe County",47123,53.6,24496,"1036 of 3141"
"Lincoln County",47103,53.7,18004,"1021 of 3141"
"Blount County",47009,53.7,68330,"1007 of 3141"
"Anderson County",47001,53.9,40684,"988 of 3141"
"White County",47185,54.1,14285,"933 of 3141"
"Jefferson County",47089,54.3,28703,"904 of 3141"
"Giles County",47055,54.3,15755,"901 of 3141"
"Campbell County",47013,54.4,21669,"880 of 3141"
"Houston County",47083,54.4,4457,"872 of 3141"
"Marion County",47115,54.7,15496,"820 of 3141"
"Stewart County",47161,54.8,7265,"798 of 3141"
"Grainger County",47057,55.0,12624,"769 of 3141"
"Meigs County",47121,55.2,6534,"725 of 3141"
"Greene County",47059,55.5,38040,"678 of 3141"
"Henry County",47079,55.5,17915,"676 of 3141"
"Carter County",47019,55.7,31462,"653 of 3141"
"Hawkins County",47073,55.7,31428,"647 of 3141"
"Hancock County",47067,55.9,3689,"631 of 3141"
"Lewis County",47101,55.9,6677,"625 of 3141"
"Decatur County",47039,56.0,6541,"613 of 3141"
"Fayette County",47047,56.0,22046,"606 of 3141"
"Fentress County",47049,56.1,10064,"600 of 3141"
"Sullivan County",47163,56.1,87865,"591 of 3141"
"Hardin County",47071,56.3,14525,"570 of 3141"
"Polk County",47139,56.3,9412,"569 of 3141"
"Cocke County",47029,56.8,20031,"515 of 3141"
"Johnson County",47091,57.0,10164,"498 of 3141"
"Unicoi County",47171,57.1,10177,"473 of 3141"
"Bledsoe County",47007,57.2,8238,"467 of 3141"
"Moore County",47127,57.2,3605,"456 of 3141"
"Loudon County",47105,57.8,29485,"394 of 3141"
"Benton County",47005,58.5,9445,"325 of 3141"
"Roane County",47145,58.5,30969,"321 of 3141"
"Jackson County",47087,59.0,6826,"285 of 3141"
"Clay County",47027,59.3,4560,"259 of 3141"
"Van Buren County",47175,60.4,3430,"201 of 3141"
"Cumberland County",47035,61.4,35715,"166 of 3141"
"Pickett County",47137,64.1,3248,"71 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
