------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'lang', 'demo': '00015', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_007.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=lang&demo=00015&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Non-English Language: Language isolation
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Households (language Isolation),Rank within US
"Lauderdale County",47097,0.9,87,"1622 of 3140"
"McMinn County",47107,1.0,195,"1684 of 3140"
"Rhea County",47143,1.0,129,"1740 of 3140"
"Blount County",47009,1.1,530,"1778 of 3140"
"Moore County",47127,1.2,31,"1877 of 3140"
"Williamson County",47187,1.2,869,"1878 of 3140"
"Franklin County",47051,1.2,194,"1880 of 3140"
"Grainger County",47057,1.2,112,"1908 of 3140"
"Knox County",47093,1.3,2419,"1978 of 3140"
"Marshall County",47117,1.4,163,"1990 of 3140"
"Wilson County",47189,1.4,665,"2027 of 3140"
"Hamilton County",47065,1.4,1959,"2028 of 3140"
"Montgomery County",47125,1.4,985,"2038 of 3140"
"Decatur County",47039,1.4,68,"2046 of 3140"
"Robertson County",47147,1.5,372,"2070 of 3140"
"Putnam County",47141,1.7,510,"2197 of 3140"
"Houston County",47083,1.7,51,"2211 of 3140"
"Trousdale County",47169,1.8,52,"2237 of 3140"
"Bradley County",47011,1.8,715,"2255 of 3140"
"Rutherford County",47149,1.8,1943,"2264 of 3140"
"Shelby County",47157,1.9,6617,"2285 of 3140"
"Warren County",47177,1.9,299,"2287 of 3140"
"Sevier County",47155,2.3,841,"2433 of 3140"
"Macon County",47111,2.3,210,"2439 of 3140"
"Loudon County",47105,2.7,549,"2571 of 3140"
"Hamblen County",47063,3.0,728,"2632 of 3140"
"Bedford County",47003,3.0,518,"2642 of 3140"
"Davidson County",47037,4.5,12432,"2828 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Non-English Language: Language isolation, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#non-english."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
A "limited English speaking household" is one in which no member 14 years old and over (1) speaks only English or (2) speaks a non-English language and speaks English "very well."
Data for United States does not include Puerto Rico.
