------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00104&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00104', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_027.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00104&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Sex - Male
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Male),Rank within US
"Cocke County",47029,48.8,17221,"729 of 3141"
"McNairy County",47109,48.8,12672,"734 of 3141"
"Franklin County",47051,48.9,20224,"743 of 3141"
"Greene County",47059,48.9,33482,"756 of 3141"
"Loudon County",47105,48.9,24934,"758 of 3141"
"Dickson County",47043,48.9,25100,"782 of 3141"
"Wilson County",47189,48.9,63009,"784 of 3141"
"Carroll County",47017,48.9,13758,"789 of 3141"
"Sumner County",47165,48.9,85968,"810 of 3141"
"Williamson County",47187,48.9,103812,"818 of 3141"
"Jefferson County",47089,48.9,25886,"846 of 3141"
"Macon County",47111,49.0,11381,"874 of 3141"
"White County",47185,49.0,12929,"884 of 3141"
"Cumberland County",47035,49.0,28515,"905 of 3141"
"Hamblen County",47063,49.0,31109,"910 of 3141"
"Sevier County",47155,49.1,46856,"938 of 3141"
"Roane County",47145,49.1,25970,"957 of 3141"
"Hardin County",47071,49.1,12669,"970 of 3141"
"Carter County",47019,49.1,27736,"977 of 3141"
"Lewis County",47101,49.1,5864,"982 of 3141"
"Fayette County",47047,49.1,19329,"1024 of 3141"
"Humphreys County",47085,49.1,8985,"1033 of 3141"
"Clay County",47027,49.2,3777,"1037 of 3141"
"Lincoln County",47103,49.2,16488,"1040 of 3141"
"Decatur County",47039,49.2,5744,"1059 of 3141"
"Grundy County",47061,49.2,6575,"1109 of 3141"
"Lawrence County",47099,49.3,20989,"1179 of 3141"
"Fentress County",47049,49.3,8846,"1203 of 3141"
"Moore County",47127,49.3,3108,"1214 of 3141"
"Rutherford County",47149,49.3,147195,"1217 of 3141"
"Sequatchie County",47153,49.3,7229,"1233 of 3141"
"Robertson County",47147,49.3,33839,"1254 of 3141"
"Scott County",47151,49.3,10831,"1256 of 3141"
"Rhea County",47143,49.3,16027,"1258 of 3141"
"Warren County",47177,49.4,19846,"1271 of 3141"
"Bedford County",47003,49.4,23127,"1275 of 3141"
"Putnam County",47141,49.4,37302,"1278 of 3141"
"Monroe County",47123,49.4,22571,"1331 of 3141"
"Tipton County",47167,49.4,30363,"1369 of 3141"
"Marshall County",47117,49.4,15700,"1394 of 3141"
"Cheatham County",47021,49.5,19642,"1416 of 3141"
"Hancock County",47067,49.6,3273,"1523 of 3141"
"Grainger County",47057,49.6,11383,"1585 of 3141"
"Overton County",47133,49.6,10914,"1590 of 3141"
"Union County",47173,49.6,9516,"1596 of 3141"
"Stewart County",47161,49.7,6582,"1650 of 3141"
"Polk County",47139,49.8,8321,"1734 of 3141"
"Unicoi County",47171,49.8,8880,"1771 of 3141"
"Smith County",47159,49.9,9617,"1838 of 3141"
"Montgomery County",47125,50.1,96196,"1998 of 3141"
"DeKalb County",47041,50.1,9705,"2004 of 3141"
"Houston County",47083,50.1,4106,"2064 of 3141"
"Perry County",47135,50.2,3960,"2156 of 3141"
"Jackson County",47087,50.4,5827,"2232 of 3141"
"Van Buren County",47175,50.6,2870,"2355 of 3141"
"Pickett County",47137,50.6,2566,"2371 of 3141"
"Lauderdale County",47097,51.0,13524,"2551 of 3141"
"Hickman County",47081,52.4,12830,"2837 of 3141"
"Trousdale County",47169,53.0,4654,"2905 of 3141"
"Johnson County",47091,53.9,9625,"2978 of 3141"
"Hardeman County",47069,54.6,14076,"3010 of 3141"
"Wayne County",47181,55.5,9273,"3040 of 3141"
"Morgan County",47129,55.9,12088,"3051 of 3141"
"Bledsoe County",47007,58.2,8385,"3084 of 3141"
"Lake County",47095,62.7,4761,"3125 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Sex - Male, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
