------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Carroll County",47017,19.6,5505,"974 of 3141"
"Monroe County",47123,19.6,8952,"966 of 3141"
"White County",47185,19.6,5177,"962 of 3141"
"Meigs County",47121,19.7,2335,"930 of 3141"
"Polk County",47139,19.8,3303,"926 of 3141"
"McNairy County",47109,19.8,5146,"910 of 3141"
"Campbell County",47013,19.8,7905,"906 of 3141"
"Cocke County",47029,20.0,7060,"863 of 3141"
"Perry County",47135,20.2,1593,"808 of 3141"
"Grundy County",47061,20.2,2704,"795 of 3141"
"Carter County",47019,20.2,11439,"794 of 3141"
"Greene County",47059,20.3,13886,"789 of 3141"
"Houston County",47083,20.3,1660,"787 of 3141"
"Fentress County",47049,20.5,3670,"751 of 3141"
"Sullivan County",47163,20.7,32363,"698 of 3141"
"Lewis County",47101,20.9,2491,"669 of 3141"
"Moore County",47127,21.1,1327,"633 of 3141"
"Johnson County",47091,21.4,3822,"570 of 3141"
"Jackson County",47087,21.4,2479,"569 of 3141"
"Van Buren County",47175,21.4,1217,"565 of 3141"
"Hardin County",47071,21.5,5558,"551 of 3141"
"Roane County",47145,21.8,11531,"517 of 3141"
"Henry County",47079,22.1,7120,"481 of 3141"
"Unicoi County",47171,22.2,3952,"469 of 3141"
"Decatur County",47039,22.7,2647,"416 of 3141"
"Benton County",47005,23.1,3729,"371 of 3141"
"Clay County",47027,23.7,1819,"322 of 3141"
"Loudon County",47105,25.0,12760,"214 of 3141"
"Pickett County",47137,26.2,1327,"148 of 3141"
"Cumberland County",47035,29.5,17169,"49 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
