------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Decatur County",47039,33.3,3894,"1491 of 3141"
"DeKalb County",47041,33.4,6465,"1504 of 3141"
"Haywood County",47075,33.4,5988,"1509 of 3141"
"Henry County",47079,33.5,10795,"1573 of 3141"
"Hardeman County",47069,33.5,8641,"1601 of 3141"
"Macon County",47111,33.5,7790,"1606 of 3141"
"Maury County",47119,33.6,29454,"1652 of 3141"
"Marshall County",47117,33.7,10699,"1704 of 3141"
"Overton County",47133,33.9,7450,"1805 of 3141"
"Carroll County",47017,34.0,9559,"1857 of 3141"
"Monroe County",47123,34.0,15544,"1877 of 3141"
"Dyer County",47045,34.1,12866,"1912 of 3141"
"Dickson County",47043,34.1,17523,"1937 of 3141"
"Houston County",47083,34.2,2797,"1948 of 3141"
"Humphreys County",47085,34.2,6251,"1966 of 3141"
"Obion County",47131,34.2,10500,"1991 of 3141"
"Sequatchie County",47153,34.3,5021,"1997 of 3141"
"Wayne County",47181,34.3,5731,"2008 of 3141"
"Robertson County",47147,34.5,23625,"2102 of 3141"
"White County",47185,34.5,9108,"2128 of 3141"
"Sumner County",47165,34.5,60679,"2134 of 3141"
"Campbell County",47013,34.6,13764,"2148 of 3141"
"Claiborne County",47025,34.6,10910,"2149 of 3141"
"McMinn County",47107,34.6,18171,"2152 of 3141"
"Henderson County",47077,34.6,9647,"2168 of 3141"
"Anderson County",47001,34.7,26199,"2201 of 3141"
"Hardin County",47071,34.7,8967,"2227 of 3141"
"Lake County",47095,34.8,2638,"2251 of 3141"
"Sevier County",47155,34.8,33231,"2267 of 3141"
"Blount County",47009,34.9,44344,"2309 of 3141"
"Unicoi County",47171,34.9,6225,"2326 of 3141"
"Lincoln County",47103,34.9,11716,"2334 of 3141"
"Lewis County",47101,35.0,4186,"2385 of 3141"
"Hickman County",47081,35.1,8592,"2394 of 3141"
"Jefferson County",47089,35.2,18620,"2443 of 3141"
"Cannon County",47015,35.2,4875,"2448 of 3141"
"Giles County",47055,35.2,10228,"2452 of 3141"
"Greene County",47059,35.3,24154,"2454 of 3141"
"Benton County",47005,35.4,5716,"2504 of 3141"
"Union County",47173,35.4,6789,"2511 of 3141"
"Carter County",47019,35.4,20023,"2522 of 3141"
"Sullivan County",47163,35.5,55502,"2530 of 3141"
"Meigs County",47121,35.5,4199,"2544 of 3141"
"Wilson County",47189,35.5,45752,"2547 of 3141"
"Johnson County",47091,35.5,6342,"2558 of 3141"
"Stewart County",47161,35.5,4708,"2558 of 3141"
"Smith County",47159,35.6,6865,"2584 of 3141"
"Fentress County",47049,35.6,6394,"2594 of 3141"
"Clay County",47027,35.7,2741,"2597 of 3141"
"Morgan County",47129,35.8,7746,"2640 of 3141"
"Grainger County",47057,35.8,8217,"2648 of 3141"
"Marion County",47115,35.9,10169,"2665 of 3141"
"Moore County",47127,36.1,2278,"2745 of 3141"
"Hawkins County",47073,36.4,20536,"2807 of 3141"
"Williamson County",47187,36.5,77498,"2826 of 3141"
"Polk County",47139,36.5,6109,"2829 of 3141"
"Roane County",47145,36.7,19438,"2864 of 3141"
"Fayette County",47047,36.7,14447,"2865 of 3141"
"Cocke County",47029,36.8,12971,"2880 of 3141"
"Hancock County",47067,36.9,2440,"2909 of 3141"
"Cheatham County",47021,37.2,14771,"2952 of 3141"
"Jackson County",47087,37.6,4347,"3000 of 3141"
"Pickett County",47137,37.9,1921,"3023 of 3141"
"Van Buren County",47175,39.0,2213,"3077 of 3141"
"Bledsoe County",47007,39.4,5676,"3088 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
