------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pov', 'demo': '00007', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_028.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pov&demo=00007&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Poverty: Families below poverty
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),Families (Below Poverty),Rank within US
"Gibson County",47053,13.5,1778,"2195 of 3141"
"Bradley County",47011,13.5,3690,"2198 of 3141"
"Polk County",47139,13.6,695,"2219 of 3141"
"Meigs County",47121,13.7,467,"2232 of 3141"
"Stewart County",47161,13.7,505,"2234 of 3141"
"Weakley County",47183,13.7,1177,"2237 of 3141"
"Haywood County",47075,13.8,644,"2261 of 3141"
"Grainger County",47057,13.9,918,"2281 of 3141"
"Dyer County",47045,14.0,1493,"2298 of 3141"
"Marion County",47115,14.0,1161,"2299 of 3141"
"Carroll County",47017,14.1,1071,"2316 of 3141"
"Lincoln County",47103,14.2,1314,"2324 of 3141"
"Benton County",47005,14.2,568,"2326 of 3141"
"Henry County",47079,14.2,1286,"2329 of 3141"
"Bledsoe County",47007,14.3,496,"2341 of 3141"
"Macon County",47111,14.9,946,"2426 of 3141"
"Hardin County",47071,15.0,1067,"2452 of 3141"
"DeKalb County",47041,15.1,765,"2457 of 3141"
"McNairy County",47109,15.1,1008,"2458 of 3141"
"Hardeman County",47069,15.1,890,"2461 of 3141"
"Madison County",47113,15.1,3747,"2464 of 3141"
"Henderson County",47077,15.1,1113,"2466 of 3141"
"Hickman County",47081,15.2,907,"2470 of 3141"
"Unicoi County",47171,15.4,745,"2501 of 3141"
"Putnam County",47141,15.4,2931,"2503 of 3141"
"Monroe County",47123,15.5,1975,"2511 of 3141"
"Campbell County",47013,15.8,1747,"2550 of 3141"
"Hawkins County",47073,15.9,2506,"2560 of 3141"
"Hamblen County",47063,15.9,2678,"2563 of 3141"
"Shelby County",47157,16.0,35246,"2569 of 3141"
"McMinn County",47107,16.1,2167,"2575 of 3141"
"Lewis County",47101,16.1,527,"2578 of 3141"
"Warren County",47177,16.3,1675,"2599 of 3141"
"Jackson County",47087,16.5,503,"2626 of 3141"
"Morgan County",47129,16.6,915,"2643 of 3141"
"Wayne County",47181,16.8,708,"2657 of 3141"
"Pickett County",47137,17.1,284,"2694 of 3141"
"Decatur County",47039,17.1,555,"2697 of 3141"
"Claiborne County",47025,17.8,1568,"2749 of 3141"
"Rhea County",47143,18.0,1494,"2767 of 3141"
"Union County",47173,18.0,979,"2770 of 3141"
"Fentress County",47049,18.3,932,"2789 of 3141"
"Obion County",47131,18.4,1614,"2793 of 3141"
"Carter County",47019,18.6,2931,"2814 of 3141"
"Johnson County",47091,18.7,871,"2823 of 3141"
"Lauderdale County",47097,19.7,1335,"2880 of 3141"
"Clay County",47027,19.8,429,"2886 of 3141"
"Scott County",47151,20.7,1189,"2932 of 3141"
"Hancock County",47067,20.8,369,"2944 of 3141"
"Cocke County",47029,21.3,2000,"2959 of 3141"
"Perry County",47135,21.9,529,"2974 of 3141"
"Grundy County",47061,23.0,799,"3003 of 3141"
"Lake County",47095,23.4,335,"3013 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Poverty: Families below poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
