------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'mob', 'demo': '00017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=mob&demo=00017&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Mobility: Haven't moved (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Haven't Moved),Rank within US
"Warren County",47177,87.2,34691,"1564 of 3140"
"Hawkins County",47073,87.2,48757,"1544 of 3140"
"Loudon County",47105,87.3,44107,"1513 of 3140"
"Macon County",47111,87.4,20109,"1486 of 3140"
"Greene County",47059,87.4,59275,"1477 of 3140"
"Cheatham County",47021,87.6,34463,"1402 of 3140"
"Hickman County",47081,87.8,21185,"1331 of 3140"
"Carroll County",47017,87.9,24469,"1319 of 3140"
"Dickson County",47043,87.9,44519,"1318 of 3140"
"Campbell County",47013,88.0,34785,"1271 of 3140"
"McMinn County",47107,88.2,45929,"1190 of 3140"
"Madison County",47113,88.5,85358,"1111 of 3140"
"Claiborne County",47025,88.6,27635,"1077 of 3140"
"Unicoi County",47171,88.7,15673,"1047 of 3140"
"Henry County",47079,88.7,28344,"1037 of 3140"
"Hamblen County",47063,88.7,55630,"1026 of 3140"
"Hancock County",47067,89.0,5804,"946 of 3140"
"Polk County",47139,89.1,14870,"886 of 3140"
"Bledsoe County",47007,89.1,12762,"873 of 3140"
"Fentress County",47049,89.2,15868,"846 of 3140"
"Crockett County",47033,89.3,12878,"817 of 3140"
"Haywood County",47075,89.5,15915,"781 of 3140"
"Marshall County",47117,89.5,28160,"766 of 3140"
"White County",47185,89.6,23417,"735 of 3140"
"Clay County",47027,89.7,6863,"719 of 3140"
"Blount County",47009,89.8,113114,"681 of 3140"
"Grainger County",47057,89.9,20477,"659 of 3140"
"Scott County",47151,90.0,19589,"626 of 3140"
"Decatur County",47039,90.2,10388,"581 of 3140"
"Cocke County",47029,90.3,31577,"554 of 3140"
"Union County",47173,90.4,17235,"534 of 3140"
"Meigs County",47121,90.7,10653,"482 of 3140"
"Smith County",47159,90.8,17316,"449 of 3140"
"Benton County",47005,90.8,14541,"442 of 3140"
"Lawrence County",47099,91.2,38273,"374 of 3140"
"Lewis County",47101,91.2,10798,"367 of 3140"
"Sequatchie County",47153,91.3,13334,"355 of 3140"
"Henderson County",47077,91.7,25304,"280 of 3140"
"Hardin County",47071,91.7,23441,"275 of 3140"
"Overton County",47133,91.8,19931,"250 of 3140"
"Fayette County",47047,92.1,35897,"221 of 3140"
"Perry County",47135,92.2,7149,"209 of 3140"
"Chester County",47023,92.6,15641,"177 of 3140"
"McNairy County",47109,92.7,23872,"167 of 3140"
"Jackson County",47087,92.9,10664,"149 of 3140"
"Wayne County",47181,92.9,15337,"147 of 3140"
"Van Buren County",47175,92.9,5208,"145 of 3140"
"Hardeman County",47069,93.1,23868,"136 of 3140"
"Marion County",47115,93.6,26355,"105 of 3140"
"Grundy County",47061,95.0,12502,"38 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Haven't moved (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
