------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'pop', 'demo': '00022', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Population: Black
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Black),Rank within US
"Bradley County",47011,5.0,5132,"1144 of 3141"
"Hickman County",47081,5.0,1214,"1143 of 3141"
"Morgan County",47129,5.0,1080,"1138 of 3141"
"Wayne County",47181,5.6,942,"1076 of 3141"
"McNairy County",47109,5.7,1486,"1066 of 3141"
"Bedford County",47003,6.8,3176,"978 of 3141"
"Wilson County",47189,6.8,8823,"971 of 3141"
"Sumner County",47165,6.9,12091,"968 of 3141"
"Lincoln County",47103,6.9,2320,"965 of 3141"
"Robertson County",47147,7.2,4945,"944 of 3141"
"Marshall County",47117,7.6,2414,"920 of 3141"
"Henderson County",47077,8.0,2227,"899 of 3141"
"Weakley County",47183,8.7,2933,"860 of 3141"
"Knox County",47093,8.9,40131,"848 of 3141"
"Henry County",47079,9.0,2889,"843 of 3141"
"Chester County",47023,9.7,1653,"809 of 3141"
"Giles County",47055,9.8,2837,"805 of 3141"
"Carroll County",47017,9.9,2786,"799 of 3141"
"Obion County",47131,10.3,3171,"778 of 3141"
"Trousdale County",47169,11.4,999,"731 of 3141"
"Maury County",47119,11.6,10146,"720 of 3141"
"Crockett County",47033,13.2,1927,"671 of 3141"
"Dyer County",47045,13.6,5131,"651 of 3141"
"Rutherford County",47149,14.1,41971,"641 of 3141"
"Gibson County",47053,17.8,8746,"550 of 3141"
"Tipton County",47167,18.0,11040,"545 of 3141"
"Hamilton County",47065,19.5,69258,"506 of 3141"
"Montgomery County",47125,19.6,37711,"504 of 3141"
"Davidson County",47037,27.4,185732,"366 of 3141"
"Fayette County",47047,27.7,10908,"359 of 3141"
"Lake County",47095,29.4,2234,"330 of 3141"
"Lauderdale County",47097,33.7,8936,"261 of 3141"
"Madison County",47113,37.2,36431,"213 of 3141"
"Hardeman County",47069,41.5,10711,"169 of 3141"
"Haywood County",47075,50.0,8973,"98 of 3141"
"Shelby County",47157,53.4,500384,"79 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Black, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
