------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'work', 'demo': '00012', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_031.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Workforce: Unemployed
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Unemployed),Rank within US
"Stewart County",47161,8.2,463,"2480 of 3141"
"Trousdale County",47169,8.2,344,"2490 of 3141"
"Roane County",47145,8.2,1907,"2493 of 3141"
"Obion County",47131,8.3,1131,"2511 of 3141"
"Weakley County",47183,8.3,1280,"2525 of 3141"
"McMinn County",47107,8.3,1897,"2532 of 3141"
"Wayne County",47181,8.4,530,"2533 of 3141"
"Bledsoe County",47007,8.4,484,"2543 of 3141"
"Claiborne County",47025,8.5,1109,"2574 of 3141"
"Shelby County",47157,8.6,40397,"2582 of 3141"
"Lawrence County",47099,8.8,1573,"2633 of 3141"
"Benton County",47005,9.1,575,"2698 of 3141"
"White County",47185,9.3,1019,"2718 of 3141"
"Jackson County",47087,9.3,419,"2720 of 3141"
"Monroe County",47123,9.3,1694,"2727 of 3141"
"Scott County",47151,9.4,867,"2753 of 3141"
"Henderson County",47077,9.5,1179,"2764 of 3141"
"Hardin County",47071,9.5,1022,"2774 of 3141"
"Cocke County",47029,9.6,1508,"2793 of 3141"
"Decatur County",47039,9.7,483,"2807 of 3141"
"Lauderdale County",47097,9.9,997,"2825 of 3141"
"Meigs County",47121,9.9,472,"2831 of 3141"
"Hancock County",47067,10.0,252,"2848 of 3141"
"Chester County",47023,10.3,806,"2894 of 3141"
"Unicoi County",47171,10.8,852,"2942 of 3141"
"Lake County",47095,11.3,242,"2967 of 3141"
"Van Buren County",47175,11.6,304,"2995 of 3141"
"Grundy County",47061,12.2,582,"3022 of 3141"
"McNairy County",47109,13.6,1469,"3060 of 3141"
"Hardeman County",47069,15.8,1534,"3102 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Workforce: Unemployed, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#workforce."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
