industry_code,industry_detail,industry_region,ACID,ENRG,ETOX,EUTR,FOOD,GCC,HAPS,HAZW,HC,HNC,HRSP,HTOX,JOBS,LAND,METL,MINE,MSW,NREN,OZON,PEST,REN,SMOG,VADD,WATR,Related 2012 NAICS Codes,relavant_naics_codes
111900,"tobacco, cotton, sugarcane, peanuts, sugar beets, herbs and spices, and other crops",us-ga,0.004418486040360715,0.00438784471403,24.673328242351747,0.009325671440714499,0.000497977746486,0.9077986927678459,0.00024114161823868415,1.3079456324456771e-06,8.553501213967197e-10,8.34500136435162e-09,0.012104764334091647,9.200628374135725e-09,200.01202,30.29919434428574,5.715401783715635e-09,0.0,0.0019345191007542873,0.0,5.243500416468175e-06,0.0005245319453411803,0.00438784471403,0.03523142958277025,0.466041894199,2.7258682895,1119,[1119]
111900,"tobacco, cotton, sugarcane, peanuts, sugar beets, herbs and spices, and other crops",rous,0.005821191640933893,0.00622517805447,12.620049167329542,0.004407507724855898,0.000592961462173,1.095069300914733,0.00029967939752484785,1.6039906786247311e-06,1.194128285301238e-09,7.092560967649725e-09,0.01565977982976421,8.288260338351661e-09,200.01202,32.94706067185215,7.716916449743186e-09,0.0,0.0023035070998258947,0.0,7.439124638287919e-06,0.0003515945015708738,0.00622517805447,0.047210603407689726,0.466041894199,3.7450707854900003,1119,[1119]
112120,dairies,us-ga,0.015980196929392607,0.0,0.0003408122278287554,0.0014508925182401807,0.000708590734326,1.72328016407866,2.6645757708871625e-05,1.5704809779220398e-06,1.5181930917874342e-10,2.2183477799919092e-10,0.000635635330382453,3.739799649692155e-10,114.4826068,6.49761990907534,4.298770991898977e-09,0.0,0.002752697926450506,0.0,0.0,0.0,0.0,0.026734362792322473,0.325315725489,0.029922147618,11212,[11212]
112120,dairies,rous,0.01945849094223798,0.0,0.00032189405468599844,0.0016835095624652828,0.000618392916844,2.26460450388678,2.506842798736262e-05,1.3705715665435699e-06,1.4284364835691143e-10,2.1652629580077612e-10,0.0007530805997284694,3.5967650003609823e-10,114.4826068,7.68948293361079,4.201836103678865e-09,0.0,0.0024023019459160164,0.0,0.0,0.0,0.0,0.026088327842755346,0.325315725489,0.0575634151761,11212,[11212]
1121a0,cattle ranches and feedlots,us-ga,0.015492406787267569,0.0,0.00043421846839044193,0.00142854516739428,0.000147885010901,3.36608184133366,3.3865581519472646e-05,3.2776408904127997e-07,1.9300749146902164e-10,2.88017104130623e-10,0.002404935058781676,4.814388166209409e-10,79.7514293,65.93733906779073,6.07240647101503e-09,0.0,0.0005744963109739105,0.0,0.0,0.0,0.0,0.03456511801281991,0.295837110714,0.07016732992079999,"11211, 11213","[11211, 11213]"
1121a0,cattle ranches and feedlots,rous,0.01638172465333856,0.0,0.0004138789704432522,0.001570487206339481,0.000160866863815,3.0488437750478,3.223987337145991e-05,3.5653634370299003e-07,1.8366835282335087e-10,2.784216255100028e-10,0.0008660888926649145,4.624841451692004e-10,79.7514293,71.23504235239702,5.671225100881031e-09,0.0,0.0006249275653865313,0.0,0.0,0.0,0.0,0.033074716323770965,0.295837110714,0.0825668919958,"11211, 11213","[11211, 11213]"
112300,poultry farms,us-ga,0.020612921438272074,0.0,3.812629869140399e-05,0.0013438179034231876,0.000149627806902,0.2990083916038303,2.9710359220797897e-06,3.403436707315856e-07,1.6491153820513113e-11,2.7767607024100876e-11,0.0007388110502237428,4.429414400977377e-11,105.5396422,1.159635865741029,5.77758923213173e-10,0.0,0.0005812666379131902,0.0,2.93547315115639e-14,0.0,0.0,0.002921577579658995,0.231892543136,0.0070026784237,1123,[1123]
112300,poultry farms,rous,0.021693986132473142,0.0,0.00010578492320681673,0.00140482844943539,0.000235132145937,0.3001104381500234,8.238378806044473e-06,5.49247124550104e-07,4.55221530027309e-11,7.852837018902764e-11,0.0007911064080057974,1.2414818944295598e-10,105.5396422,1.3942203401727984,1.6502546706006498e-09,0.0,0.0009134296275820173,0.0,9.46730560886191e-14,0.0,0.0,0.008032348424350239,0.231892543136,0.00864712778045,1123,[1123]
112a00,animal farms and aquaculture ponds (except cattle and poultry),us-ga,0.023215602284189465,1.0931087001961e-05,0.00011289938825427078,0.001696674414439815,0.000380435404268,0.7252002256935505,8.892182584875888e-06,1.104382129248166e-06,4.9120022289372426e-11,7.464534457597078e-11,0.0008455968823156246,1.2387077750722207e-10,247.283667707,21.037594212991117,2.3397803579132254e-08,0.0,0.0014845236925280455,0.0,4.3838103300839e-12,1.990412034637377e-12,1.0931087001961e-05,0.008870617840357125,0.62470011893,0.3273173063569,"1122, 1124-5, 1129","[1122, 1124, 1125, 1129]"
112a00,animal farms and aquaculture ponds (except cattle and poultry),rous,0.03041408372902945,1.7576194690522e-05,0.00013907700386165967,0.0021751393141053506,0.000467088981506,1.0541781750917483,1.0903992472744933e-05,1.4100142555767422e-06,6.007271489537028e-11,9.265623049657264e-11,0.0011057393426694986,1.5285785734305563e-10,247.283667707,23.732617785190943,1.8292242307445448e-08,0.0,0.0018205012379844925,0.0,7.0487686937285e-12,3.200401701036015e-12,1.7576194690522e-05,0.01102033128546967,0.62470011893,0.45138223498249996,"1122, 1124-5, 1129","[1122, 1124, 1125, 1129]"
113000,timber and raw forest products,us-ga,0.0008750040838812713,0.00016384206350826,0.9533647798059541,0.00045367367466302627,0.00134553374499,-25.09694033528333,0.000157724704696862,3.5469229419357092e-06,2.166656249500627e-10,6.355552566574963e-10,0.0005178251789679373,8.526326209727858e-10,467.737697503,149.39462016748917,7.748314230836406e-08,0.0,0.005255702241212607,0.0,1.5842234106914487e-07,1.948137506758604e-05,0.00016384206350826,0.02550688715013574,0.594258688572,0.0853407076072,113,[113]
113000,timber and raw forest products,rous,0.0007688248966503811,0.00026179860840792,0.4338244424324028,0.00021869144772241318,0.00082910503862,-40.11411255350408,0.00011005853059436041,2.5703241638312174e-06,1.9738742873047254e-10,5.029057066766773e-10,0.0006317133016886309,7.006859083091602e-10,467.737697503,183.93343684322983,5.9241753208028346e-08,0.0,0.003248582697684005,0.0,2.531385869078055e-07,1.2028656355337249e-05,0.00026179860840792,0.01794165140716104,0.594258688572,0.1299044728941,113,[113]
114000,wild-caught fish and game,us-ga,1.4200583299757554e-06,1.0637767992176e-05,0.00574224854754436,1.4138414046058526e-05,0.000533472603334,0.18983449957289272,3.4113903198189597e-07,1.447940519060661e-06,3.8822970196606355e-13,2.1781001196139534e-12,1.2449294098731275e-06,2.5668287973601637e-12,287.494336421,0.0039998625310282,5.115070797165525e-08,0.0,0.0020862700630783046,0.0,3.181110024572519e-10,1.0619273276571206e-07,1.0637767992176e-05,4.413322834333609e-05,0.750106210223,0.000493826972512,114,[114]
114000,wild-caught fish and game,rous,1.8735740051430353e-06,3.4308268341160996e-05,0.0018968850730656625,1.2675414011391648e-05,0.000225393539872,0.181177380627175,3.678331445485658e-07,1.0361982170591738e-06,4.4913612344405876e-13,1.5935590063175658e-12,2.3015840853649152e-06,2.0435045961137073e-12,287.494336421,0.004844937985029701,3.190397970477638e-08,0.0,0.0008872020702172023,0.0,1.0259518390130812e-09,5.1003368472676084e-08,3.4308268341160996e-05,4.3056543466932355e-05,0.750106210223,0.000711421441759,114,[114]
115000,agriculture and forestry support,us-ga,0.001739799558788448,0.0,1.086236732203832,0.0010280332361183738,0.00184952284898,0.16047372218050918,8.707420014367124e-06,5.092766966098332e-06,2.654619273243206e-11,2.103456924092168e-10,0.0010503616108016654,2.368043387333377e-10,711.330123652,1.9275207261026261,1.6804076356175548e-07,0.0,0.007301515732348456,0.0,4.6563253689898266e-08,2.308964274294527e-05,0.0,0.005191074674621661,0.729046424506,0.017589342636649997,115,[115]
115000,agriculture and forestry support,rous,0.001811987961553025,0.00340236494560108,0.8587988332800912,0.0009545300702611016,0.00354367535389,0.18347680749882403,2.4602744864129133e-05,2.419345759187136e-05,5.072962037701589e-11,4.3100360291293035e-10,0.0005179562601815286,4.817297704790886e-10,711.330123652,2.5828259992377363,2.520406584908766e-07,0.0,0.013852660643483753,0.0,1.103858258357439e-06,3.0380701871416815e-05,0.00340236494560108,0.007031651728579096,0.729046424506,0.05631782766519999,115,[115]
211000,unrefined oil and gas,us-ga,0.002174911949672911,116.25908154719536,0.0017120531696606799,0.00036056056671035107,0.000131222048323,0.4452296445550641,0.00033088634392404914,3.777443299928471e-05,5.989811637725245e-10,3.7143244495915136e-09,0.00010302700532958758,4.3145565518389625e-09,198.245884928,0.6203167958221788,1.3665762055743417e-08,0.0,0.0005099421672428127,116.25907661496001,1.8340505402885305e-08,3.879289306464898e-12,4.93223535677e-06,0.09734838462504752,0.806688124165,0.00328310848245,211,[211]
211000,unrefined oil and gas,rous,0.002174911949672911,116.25908154719536,0.0017120531696606799,0.00036056056671035107,0.000131222048323,0.4452296445550641,0.00033088634392404914,3.777443299928471e-05,5.989811637725245e-10,3.7143244495915136e-09,0.00010302700532958758,4.3145565518389625e-09,198.245884928,0.6203167958221788,1.3665762055743417e-08,0.0,0.0005099421672428127,116.25907661496001,1.8340505402885305e-08,3.879289306464898e-12,4.93223535677e-06,0.09734838462504752,0.806688124165,0.00328310848245,211,[211]
212100,coal,us-ga,0.0003735030301563225,372.440563105,9.39685683820759e-06,4.5135148698955154e-05,0.000330658109227,1.4499570093683518,1.028723134521782e-06,7.3285218897054e-07,4.163579423620393e-12,5.596671108133704e-12,0.0011498754890276533,9.769170865942918e-12,74.1,0.0645744732166444,3.20318260603195e-07,0.0,0.0012845241230806334,372.440563105,1.524453870538e-12,0.0,0.0,0.012966741536854008,0.518176120251,0.000291847117612,2121,[2121]
212100,coal,rous,0.0003735030301563225,372.440563105,9.39685683820759e-06,4.5135148698955154e-05,0.000330658109227,1.4499570093683518,1.028723134521782e-06,7.3285218897054e-07,4.163579423620393e-12,5.596671108133704e-12,0.0011498754890276533,9.769170865942918e-12,74.1,0.0645744732166444,3.20318260603195e-07,0.0,0.0012845241230806334,372.440563105,1.524453870538e-12,0.0,0.0,0.012966741536854008,0.518176120251,0.000291847117612,2121,[2121]
212230,"copper, nickel, lead, and zinc",us-ga,0.00046032675770721316,8.1825602569e-05,0.0004876107262243586,2.4083672875644512e-05,0.000113741193822,0.240308485563392,5.954111118447464e-06,4.914745161721499e-05,3.0207281831651616e-12,4.470168513137287e-12,0.0003711742199806186,7.497366748373963e-12,4.98021232206,0.0005681607789842,1.5820382173804475e-06,0.06903255071456167,0.00044185611414115206,0.0,2.8985878386417797e-10,0.0,8.1825602569e-05,0.005616169192446319,0.200886317249,0.006827817792979999,21223,[21223]
212230,"copper, nickel, lead, and zinc",rous,0.0014224848997850164,0.000252854482433,0.0015067968207668236,7.442248451423707e-05,0.000351478874486,0.7425924873582715,1.839917627170007e-05,0.00015187365630573628,9.33454368003345e-12,1.381355114159639e-11,0.0011469889904757345,2.316808833975247e-11,15.3896698535,0.0017557096458635998,4.888756600446334e-06,0.21332186178810578,0.001365407593017724,0.0,8.95711005743046e-10,0.0,0.000252854482433,0.01735488049984183,0.620771545593,0.0210990726617,21223,[21223]
2122a0,"iron, gold, silver, and other metal ores",us-ga,0.0004881190795776645,0.00146422037512,0.0007707476745044963,7.619341212316638e-05,0.000104022355125,0.1391689217721283,1.1310278558190688e-05,3.829838268001802e-05,2.924930468472456e-11,4.449624396348323e-11,0.00043122654039020106,7.380825738479138e-11,9.23967786736,0.0006733974536269,6.62101922860227e-07,0.25640714430453526,0.0004041008545356279,0.0,5.187072439490147e-09,0.0,0.00146422037512,0.011671945617510872,0.176459404105,0.00731804791667,"21221, 21222, 21229","[21221, 21222, 21229]"
2122a0,"iron, gold, silver, and other metal ores",rous,0.0015032412431937715,0.00452468021616,0.0023779469327650975,0.00022895634236690167,0.0003197613229,0.4277965054842837,3.474209496115523e-05,0.00011834452653641274,9.03821151439039e-11,1.3744008452454044e-10,0.0013234967764508081,2.280159753807553e-10,28.3988925646,0.0018742782416559,2.0459502248251357e-06,0.7773556665089423,0.0012421928313001845,0.0,1.602890141778058e-08,0.0,0.00452468021616,0.03594948142810773,0.543674705968,0.0225863711811,"21221, 21222, 21229","[21221, 21222, 21229]"
212310,dimensional stone,us-ga,0.0001301116185363045,0.0,3.8495918215313994e-05,0.0002721762506621077,0.000587000657385,0.40240040410620925,8.45052914165884e-06,3.957459141635322e-05,5.442809726778415e-12,5.907354999266703e-12,0.0018789038785920879,1.1360741294803724e-11,35.016983406,0.0029579745391454097,3.2626948144714456e-07,116.8035840677807,0.0023772867466680713,0.0,4.633140038540039e-10,7.53294344885796e-11,0.0,0.003448117987077645,0.617990704015,0.0254016751763,21231,[21231]
212310,dimensional stone,rous,0.0004006809680764202,0.0,4.7217231340256026e-05,0.00023991134433132586,0.000570008587817,0.40696876587777747,1.9336415750186637e-05,0.00010001254605528299,1.569690314953959e-11,1.723412281010418e-11,0.0012472461243469473,3.2964448487705215e-11,35.016983406,0.00295797455516126,1.130776834464998e-06,116.8035840677807,0.002310973986283911,0.0,1.6769587841967425e-09,2.72753506670195e-10,0.0,0.010588218594120659,0.617990704015,0.0528279916762,21231,[21231]
2123a0,"sand, gravel, clay, phosphate, other nonmetallic minerals",us-ga,0.0015138135936112677,0.4787488023118228,0.0009122150189135448,0.0015215349686031597,0.000588127085657,0.7404517841062859,6.283684769423388e-05,1.1388241235261808e-05,2.1864807762812744e-11,9.191586709575188e-11,0.0024437737786682854,1.1382972522087034e-10,267.361516417,0.06924018389220588,1.520933473638911e-07,6.904514797129371,0.0023953461152482463,0.47873994951529997,2.57268900447572e-10,1.7593757990112286e-11,8.85279652287e-06,0.03394412348189752,0.5679486212,0.020989511233540002,"21232, 21239","[21232, 21239]"
2123a0,"sand, gravel, clay, phosphate, other nonmetallic minerals",rous,0.0012353125049351986,1.334472101302223,0.00035474886746206545,0.0004900598511936376,0.000627988349854,0.7309832418367249,5.319149800571269e-05,2.8636318731673312e-05,5.778994947609989e-11,2.1876668730066781e-10,0.0015219284033756865,2.766877993080703e-10,268.811966819,0.07380592566917778,3.061632250067503e-07,6.904514797129371,0.0025476261209205035,1.334447424875,7.171154654013171e-10,4.9041123615549666e-11,2.46764272229e-05,0.02584677502777957,0.573864758805,0.041038750043400005,"21232, 21239","[21232, 21239]"
213111,well drilling,us-ga,0.0013062269505607453,69.52895799828,0.0010217325858124548,0.00021630477341459166,0.000382255396234,0.28965973018255486,0.0001986340980809208,9.68814738964464e-06,3.6032214305763537e-10,2.233759436746738e-09,6.177993067807214e-05,2.5948342922769856e-09,181.552052941,0.3710351499763744,7.71188846893326e-09,0.0,0.0014849666889709336,69.52895799828,1.0930979356978558e-08,0.0,0.0,0.058416277400912854,0.765263070096,0.0025121743939,213111,[213111]
213111,well drilling,rous,0.0013062269505607453,69.52895799828,0.0010217325858124548,0.00021630477341459166,0.000382255396234,0.28965973018255486,0.0001986340980809208,9.68814738964464e-06,3.6032214305763537e-10,2.233759436746738e-09,6.177993067807214e-05,2.5948342922769856e-09,181.552052941,0.3710351499763744,7.71188846893326e-09,0.0,0.0014849666889709336,69.52895799828,1.0930979356978558e-08,0.0,0.0,0.058416277400912854,0.765263070096,0.0025121743939,213111,[213111]
21311a,other support activities for mining,us-ga,2.262147017125186e-05,0.0,0.0003243066906727981,3.916604711843872e-05,0.00206522290948,0.11779168060749874,6.122099808693278e-06,4.578026672845317e-06,9.755037149220714e-13,1.636176526762031e-09,0.00012275211412773385,1.6371550648644493e-09,230.989844718,0.0011409960042798755,2.1652856460287867e-08,4.692053790843254,0.00802310078553199,0.0,0.0,0.0,0.0,0.0005583714453677128,0.632324569705,0.0845802561958,213112-5,"[213112, 213113, 213114, 213115]"
21311a,other support activities for mining,rous,0.00032666350160356997,22.588626957130977,0.0003729256712144335,5.434696385749909e-05,0.00116656071958,0.21128215642242726,6.736859404907768e-05,3.560674038654384e-05,1.0324570113903709e-10,8.954509928582307e-10,0.00014713310251673024,9.989158045345805e-10,249.356380623,0.05136638739583975,1.293891072190654e-07,4.702838285112796,0.004532004594277476,22.588572260642,1.6441670332151596e-09,0.0,5.46964889772e-05,0.011853975383863739,0.72492798762,0.00645171027648,213112-5,"[213112, 213113, 213114, 213115]"
221100,electricity,us-ga,0.022000789541611745,48.269158998323,0.006811923557637841,0.0005767533235566825,0.000454891603574,6.834536528214148,0.00045874254067902954,3.1166233155778704e-06,9.580364132163446e-11,5.87687765924198e-10,0.001786614563333431,6.836948588970476e-10,345.142665864,0.007582382837802101,2.4165293270506003e-06,0.0,0.0017671402027426037,37.4003104022,1.3024972802138002e-07,1.09089135683e-08,10.868848596123,0.13427250037867733,0.720126855331,0.31273172868682003,2211,[2211]
221100,electricity,rous,0.016914690224923094,44.86458132272,0.012445667817052088,0.0014363348164424348,0.000367922516443,6.131002221505469,0.0002612634837609488,0.00015903227009304456,9.185412100978478e-11,5.577294135148464e-10,0.0014560175538299636,6.497760812760175e-10,345.142665864,0.0075823829505028,2.840505770011926e-06,0.0,0.0014292870327634332,25.7940570313,1.1275815830854381e-07,4.977426737888792e-11,19.07052429142,0.14438215215148026,0.720126855331,0.51935327955649,2211,[2211]
221200,natural gas,us-ga,0.0034408445183609047,7.460024522874999,0.0011574232881891792,9.843763916982443e-05,0.000236260944652,1.0063151499848846,7.729108529043157e-05,8.494940981315801e-07,6.235952281033897e-11,1.5798346868385704e-10,0.00027846684772932305,2.2047676465115993e-10,166.704274516,0.001292290269529,4.354068523215e-07,0.0,0.0009178147285028157,5.78023811795,2.1138665736313198e-08,1.68597846796e-09,1.679786404925,0.022397557185599062,0.561033577495,0.048269213808735,2212,[2212]
221200,natural gas,rous,0.0029172694897564313,6.933867599598999,0.002173193341761239,0.00025402834430329844,0.000318198043145,1.1382513942491528,6.186191008125073e-05,4.0930504156696624e-05,7.825860316959335e-11,8.795838297707667e-10,0.00023818700699410254,9.580093564605863e-10,166.704274516,0.001292290287881,4.78044817470404e-07,0.0,0.0012361198801176504,3.9864854079,1.950552431927521e-08,6.04007477181111e-11,2.947382191699,0.029034677338797242,0.561033577495,0.080298626521766,2212,[2212]
221300,drinking water and wastewater treatment,us-ga,0.0005260425605479671,1.0171749948555,0.0002554414006740396,0.011554379723166693,0.000261167450548,0.3932317424465754,4.1490917461856565e-05,3.363490327555539e-05,1.1892414245667574e-11,5.915474100493607e-10,4.576758757537431e-05,6.034870068267561e-10,459.51611288,0.000657498219799,1.993854784637599e-06,0.0,0.0010233151430826702,0.788135971921,3.0181744667826396e-09,2.2988331127e-10,0.22903902293450001,0.005330595104856202,0.538842827087,0.009621621315318,2213,[2213]
221300,drinking water and wastewater treatment,rous,0.0009207525743584467,0.9698993061639001,0.0004857128452048498,0.04701805568159433,0.000698666448837,0.3801936831010193,2.7914892938844814e-05,6.170426474039087e-05,2.5390372231003745e-11,2.1699301032256803e-10,9.493524147150171e-05,2.424328799873421e-10,459.51611288,0.0006579403131110001,8.940870404579048e-07,0.0,0.0027217391228124155,0.543557633334,3.3496704708309395e-08,1.5192417934527792e-10,0.4263416728299,0.009674102933422983,0.538842827087,0.012973637833763001,2213,[2213]
230301,nonresidential maintenance and repair,us-ga,0.0003623189646687788,0.0,0.0001994439117075526,4.5663386457739494e-05,2.72694192495e-05,0.09214353141108335,1.8392999967989586e-05,6.431619655044552e-07,8.489900718441375e-11,1.2393543059955746e-10,0.0005018776007985083,2.0901652540533556e-10,1038.54119774,0.000197246375341,2.60131983306734e-09,0.0,0.00015408302551962467,0.0,1.0222703635068e-10,3.60195329096e-13,0.0,0.013098897635884173,0.586817305916,0.00016423763674899998,23*,['*']
230301,nonresidential maintenance and repair,rous,0.00024082916821664493,3.80893308904e-06,0.00011871827254129343,3.63967160313695e-05,2.00098186831e-05,0.11391290929850484,1.1811127753070144e-05,1.0658173652561738e-05,5.17603629231048e-11,7.733602925717373e-11,0.0002815879410838693,1.2920734470983455e-10,1038.54119774,0.00019724637167,2.7673584156189055e-09,0.0,0.00011308124747593534,0.0,6.9894864758096664e-09,1.6028384642535776e-11,3.80893308904e-06,0.008718522813170666,0.586817305916,0.0001728144631449,23*,['*']
230302,residential maintenance and repair,us-ga,0.00039222857912629396,0.0,0.00021528633640356226,4.942267032946548e-05,0.000169845786646,0.08891061190075839,2.299378547542632e-05,3.5846696574368667e-06,9.205537358010529e-11,1.344324625302593e-10,0.00012976488207741498,2.2668504612505173e-10,666.672851135,0.00030133945662,2.77426271202041e-09,0.0,0.0008847245865709753,0.0,0.0,0.0,0.0,0.014362473199517547,0.532306461791,0.00039553196028,23*,['*']
230302,residential maintenance and repair,rous,0.00026069180061292596,2.1689917269109998e-05,0.00012817717705962381,3.89657992919187e-05,0.000116626442183,0.11900125957996627,1.3746805312440165e-05,1.4527907369323524e-05,5.610639115523504e-11,8.381045820661202e-11,9.411305259869149e-05,1.4003698731341229e-10,666.672851135,0.000301339451914,2.8681472447135055e-09,0.0,0.0006114848552025264,0.0,6.774278016930072e-09,0.0,2.1689917269109998e-05,0.009504005442408819,0.532306461791,0.000411229071442,23*,['*']
233210,health care structures,us-ga,0.00034586818862307304,0.0,0.00019069983546726583,4.359986979591405e-05,4.18753101516e-05,0.08896323935688016,1.7664415010811624e-05,1.2315629137195511e-06,8.109480555497553e-11,1.185968803156456e-10,0.00048735336734109975,1.9986561260865602e-10,442.187903369,0.000304003479058,2.4669237492567146e-08,0.0,0.00019943469086655617,0.0,0.0,0.0,0.0,0.012505922366465071,0.561923086862,0.0002713769709327,23*,['*']
233210,health care structures,rous,0.0002302114372726562,1.7215431828928e-05,0.0001138596297192794,3.49186627336326e-05,3.79927569835e-05,0.12384639721725925,1.117386788241713e-05,7.748973936058774e-06,4.953477477656368e-11,7.396561464965254e-11,0.00027336550194082606,1.2360647265983203e-10,442.187903369,0.000304101009376,1.4122840685866647e-08,0.0,0.00018255966435615077,0.0,2.4926427195258995e-11,2.34728762177505e-12,1.7215431828928e-05,0.008323424353557997,0.561923086862,0.00028181539622599997,23*,['*']
233230,manufacturing structures,us-ga,0.00028969803757953087,0.029231676671457398,0.00016755153346620746,5.0596270497357194e-05,2.48728353598e-05,0.06619732219856454,9.975969382873522e-05,7.995049452945983e-05,6.96426731905187e-11,1.1317833546039724e-10,0.0004235829079166786,1.8296127263699718e-10,391.309030246,0.0005761157874266,5.57409826137401e-07,0.0,0.0007856986420373081,0.0,2.516138674443743e-07,4.1722378737334076e-10,0.029231676671457398,0.011155397183076461,0.603301127745,0.002346168025035,23*,['*']
