------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Lenawee County",26091,34.4,33938,"2082 of 3141"
"Allegan County",26005,34.5,39328,"2104 of 3141"
"Keweenaw County",26083,34.6,738,"2139 of 3141"
"Hillsdale County",26059,34.6,15867,"2146 of 3141"
"Bay County",26017,34.6,36437,"2164 of 3141"
"Gladwin County",26051,34.6,8764,"2174 of 3141"
"Mason County",26105,34.6,9977,"2185 of 3141"
"Ionia County",26067,34.8,22300,"2247 of 3141"
"Luce County",26095,34.8,2227,"2248 of 3141"
"Newaygo County",26123,34.8,16680,"2283 of 3141"
"Midland County",26111,34.9,29137,"2316 of 3141"
"Grand Traverse County",26055,34.9,31840,"2320 of 3141"
"Clinton County",26037,34.9,26990,"2322 of 3141"
"Jackson County",26075,35.0,55682,"2375 of 3141"
"Sanilac County",26151,35.2,14606,"2430 of 3141"
"Shiawassee County",26155,35.2,24133,"2432 of 3141"
"Macomb County",26099,35.4,305446,"2487 of 3141"
"Gogebic County",26053,35.4,5507,"2489 of 3141"
"Iosco County",26069,35.4,8967,"2516 of 3141"
"Van Buren County",26159,35.4,26645,"2520 of 3141"
"Clare County",26035,35.5,10874,"2560 of 3141"
"Huron County",26063,35.5,11287,"2563 of 3141"
"Barry County",26015,35.6,21211,"2578 of 3141"
"Otsego County",26137,35.7,8655,"2606 of 3141"
"Oakland County",26125,35.7,443920,"2626 of 3141"
"Delta County",26041,35.8,13030,"2643 of 3141"
"Kalkaska County",26079,35.8,6219,"2652 of 3141"
"Alpena County",26007,36.0,10332,"2688 of 3141"
"Manistee County",26101,36.0,8792,"2698 of 3141"
"Emmet County",26047,36.0,11875,"2707 of 3141"
"Leelanau County",26089,36.0,7769,"2717 of 3141"
"Alger County",26003,36.1,3338,"2731 of 3141"
"Antrim County",26009,36.1,8351,"2737 of 3141"
"Ogemaw County",26129,36.1,7580,"2741 of 3141"
"Tuscola County",26157,36.1,19356,"2742 of 3141"
"Dickinson County",26043,36.2,9299,"2759 of 3141"
"Benzie County",26019,36.3,6332,"2777 of 3141"
"Oscoda County",26135,36.3,3013,"2782 of 3141"
"St. Clair County",26147,36.4,58175,"2808 of 3141"
"Monroe County",26115,36.5,54594,"2818 of 3141"
"Cheboygan County",26031,36.6,9321,"2840 of 3141"
"Alcona County",26001,36.6,3812,"2844 of 3141"
"Roscommon County",26143,36.7,8780,"2859 of 3141"
"Iron County",26071,36.7,4147,"2867 of 3141"
"Cass County",26027,36.8,18910,"2882 of 3141"
"Lake County",26085,36.9,4309,"2908 of 3141"
"Arenac County",26011,37.0,5634,"2919 of 3141"
"Charlevoix County",26029,37.0,9684,"2925 of 3141"
"Presque Isle County",26141,37.1,4766,"2934 of 3141"
"Menominee County",26109,37.4,8749,"2976 of 3141"
"Mackinac County",26097,37.7,4085,"3011 of 3141"
"Lapeer County",26087,38.1,33588,"3038 of 3141"
"Crawford County",26039,38.1,5267,"3041 of 3141"
"Livingston County",26093,38.4,71793,"3057 of 3141"
"Schoolcraft County",26153,38.5,3124,"3063 of 3141"
"Montmorency County",26119,38.9,3618,"3073 of 3141"
"Ontonagon County",26131,39.1,2377,"3084 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
