------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Clinton County",26037,26.6,20554,"1843 of 3141"
"Grand Traverse County",26055,26.6,24294,"1862 of 3141"
"Lenawee County",26091,26.6,26266,"1863 of 3141"
"Genesee County",26049,26.7,109590,"1872 of 3141"
"Jackson County",26075,26.7,42430,"1876 of 3141"
"Calhoun County",26025,26.8,36036,"1915 of 3141"
"Oakland County",26125,26.9,334658,"1953 of 3141"
"Macomb County",26099,27.1,234018,"1991 of 3141"
"Muskegon County",26121,27.3,47141,"2052 of 3141"
"Saginaw County",26145,27.3,52919,"2057 of 3141"
"Eaton County",26045,27.3,29661,"2060 of 3141"
"Luce County",26095,28.1,1798,"2239 of 3141"
"Baraga County",26013,28.1,2410,"2248 of 3141"
"Ionia County",26067,28.4,18186,"2303 of 3141"
"Wayne County",26163,28.5,502935,"2342 of 3141"
"Gratiot County",26057,30.5,12599,"2669 of 3141"
"Ottawa County",26139,31.3,87700,"2762 of 3141"
"Kent County",26081,31.5,200382,"2778 of 3141"
"Chippewa County",26033,31.5,11992,"2784 of 3141"
"Marquette County",26103,32.8,21995,"2865 of 3141"
"Mecosta County",26107,34.5,14909,"2956 of 3141"
"Kalamazoo County",26077,34.7,90195,"2961 of 3141"
"Houghton County",26061,36.4,13225,"3011 of 3141"
"Washtenaw County",26161,38.7,139898,"3054 of 3141"
"Ingham County",26065,39.3,112570,"3068 of 3141"
"Isabella County",26073,46.2,32569,"3121 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
