------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'work', 'demo': '00012', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_031.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=work&demo=00012&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Workforce: Unemployed
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Unemployed),Rank within US
"Chippewa County",26033,9.0,1491,"2680 of 3141"
"Alcona County",26001,9.3,345,"2733 of 3141"
"Iosco County",26069,9.6,947,"2789 of 3141"
"Arenac County",26011,9.6,620,"2790 of 3141"
"Ontonagon County",26131,10.0,225,"2854 of 3141"
"Ogemaw County",26129,10.0,863,"2859 of 3141"
"Crawford County",26039,10.4,593,"2907 of 3141"
"Mackinac County",26097,10.5,532,"2915 of 3141"
"Cheboygan County",26031,10.7,1256,"2938 of 3141"
"Genesee County",26049,10.8,20192,"2941 of 3141"
"Presque Isle County",26141,11.4,581,"2972 of 3141"
"Clare County",26035,11.5,1422,"2983 of 3141"
"Lake County",26085,11.6,460,"2991 of 3141"
"Wayne County",26163,11.6,94628,"2992 of 3141"
"Luce County",26095,11.8,275,"3002 of 3141"
"Oscoda County",26135,11.9,379,"3005 of 3141"
"Montmorency County",26119,12.7,434,"3040 of 3141"
"Roscommon County",26143,13.0,1143,"3045 of 3141"
"Schoolcraft County",26153,13.9,441,"3067 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Workforce: Unemployed, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#workforce."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
