------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00024', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_020.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00024&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Asian / Pacific Islander
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (API),Rank within US
"Wexford County",26165,0.7,239,"1412 of 3141"
"Grand Traverse County",26055,0.7,666,"1402 of 3141"
"Leelanau County",26089,0.8,162,"1362 of 3141"
"Mecosta County",26107,0.8,330,"1348 of 3141"
"Jackson County",26075,0.8,1229,"1335 of 3141"
"Cass County",26027,0.8,433,"1251 of 3141"
"Marquette County",26103,0.9,616,"1160 of 3141"
"Livingston County",26093,1.0,1865,"1081 of 3141"
"Chippewa County",26033,1.1,402,"1013 of 3141"
"Genesee County",26049,1.1,4456,"987 of 3141"
"Saginaw County",26145,1.2,2369,"877 of 3141"
"Clinton County",26037,1.6,1208,"682 of 3141"
"Isabella County",26073,1.7,1172,"644 of 3141"
"Berrien County",26021,2.0,3117,"532 of 3141"
"Eaton County",26045,2.1,2327,"501 of 3141"
"Calhoun County",26025,2.1,2886,"499 of 3141"
"Midland County",26111,2.3,1939,"457 of 3141"
"Kalamazoo County",26077,2.4,6304,"443 of 3141"
"Ottawa County",26139,2.7,7658,"374 of 3141"
"Kent County",26081,2.9,18298,"352 of 3141"
"Houghton County",26061,3.0,1074,"340 of 3141"
"Wayne County",26163,3.1,55384,"308 of 3141"
"Macomb County",26099,3.7,32261,"252 of 3141"
"Ingham County",26065,6.1,17413,"113 of 3141"
"Oakland County",26125,6.8,85043,"91 of 3141"
"Washtenaw County",26161,8.8,31656,"58 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Asian / Pacific Islander, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
