------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Floyd County",48153,46.3,2757,"2515 of 3141"
"Wharton County",48481,46.4,19226,"2508 of 3141"
"Gonzales County",48177,46.4,9548,"2504 of 3141"
"Hutchinson County",48233,46.5,10083,"2502 of 3141"
"Angelina County",48005,46.7,40959,"2474 of 3141"
"Matagorda County",48321,46.8,17187,"2467 of 3141"
"Crosby County",48107,46.9,2766,"2446 of 3141"
"Shelby County",48419,47.0,12061,"2442 of 3141"
"Galveston County",48167,47.1,151273,"2426 of 3141"
"Cherokee County",48073,47.3,24429,"2399 of 3141"
"Bowie County",48037,47.4,44350,"2394 of 3141"
"Wilbarger County",48487,47.4,6152,"2380 of 3141"
"Camp County",48063,47.5,6016,"2367 of 3141"
"Harrison County",48203,47.5,31629,"2365 of 3141"
"Hunt County",48231,47.7,43050,"2333 of 3141"
"Anderson County",48001,47.8,27587,"2315 of 3141"
"Orange County",48361,47.8,40108,"2309 of 3141"
"Rusk County",48401,47.9,25387,"2295 of 3141"
"Calhoun County",48057,47.9,10461,"2282 of 3141"
"Panola County",48365,48.0,11304,"2277 of 3141"
"Lynn County",48305,48.0,2778,"2264 of 3141"
"Motley County",48345,48.3,538,"2221 of 3141"
"Wise County",48497,48.4,30608,"2205 of 3141"
"Falls County",48145,48.5,8378,"2194 of 3141"
"Jones County",48253,48.5,9678,"2191 of 3141"
"Glasscock County",48173,48.5,689,"2182 of 3141"
"Hudspeth County",48229,48.6,1800,"2167 of 3141"
"Jackson County",48239,48.7,7186,"2158 of 3141"
"Nolan County",48353,48.7,7300,"2157 of 3141"
"Bastrop County",48021,48.7,39110,"2155 of 3141"
"Stephens County",48429,48.8,4568,"2142 of 3141"
"Medina County",48325,48.9,23723,"2121 of 3141"
"Navarro County",48349,48.9,23588,"2116 of 3141"
"Roberts County",48393,48.9,435,"2110 of 3141"
"Hopkins County",48223,49.4,17731,"2037 of 3141"
"Limestone County",48293,49.4,11589,"2035 of 3141"
"Hardin County",48199,49.5,27701,"2017 of 3141"
"Parker County",48367,49.6,62443,"1997 of 3141"
"Sherman County",48421,49.6,1521,"1991 of 3141"
"Collingsworth County",48087,49.6,1501,"1987 of 3141"
"Hartley County",48205,49.7,2894,"1969 of 3141"
"Wheeler County",48483,49.7,2784,"1967 of 3141"
"Garza County",48169,50.1,3379,"1880 of 3141"
"Grayson County",48181,50.2,63325,"1868 of 3141"
"Lamar County",48277,50.2,24820,"1854 of 3141"
"Knox County",48275,50.4,1890,"1828 of 3141"
"Sutton County",48435,50.4,1962,"1823 of 3141"
"Cooke County",48097,50.5,19709,"1804 of 3141"
"Wilson County",48493,50.5,23857,"1783 of 3141"
"Grimes County",48185,50.6,13834,"1778 of 3141"
"Jasper County",48241,50.6,17927,"1771 of 3141"
"Freestone County",48161,50.9,9999,"1693 of 3141"
"Lee County",48287,51.0,8593,"1668 of 3141"
"Brown County",48049,51.0,19278,"1664 of 3141"
"Palo Pinto County",48363,51.0,14344,"1661 of 3141"
"Upshur County",48459,51.1,20684,"1653 of 3141"
"Milam County",48331,51.2,12535,"1623 of 3141"
"Somervell County",48425,51.3,4437,"1594 of 3141"
"Jack County",48237,51.3,4534,"1592 of 3141"
"Culberson County",48109,51.3,1158,"1590 of 3141"
"DeWitt County",48123,51.6,10572,"1516 of 3141"
"Kinney County",48271,51.7,1878,"1493 of 3141"
"Robertson County",48395,51.8,8661,"1483 of 3141"
"Young County",48503,51.8,9418,"1469 of 3141"
"Austin County",48015,51.9,15200,"1458 of 3141"
"San Saba County",48411,52.0,3045,"1419 of 3141"
"Live Oak County",48297,52.0,6268,"1417 of 3141"
"Presidio County",48377,52.1,3743,"1415 of 3141"
"Carson County",48065,52.1,3143,"1401 of 3141"
"Donley County",48129,52.1,1790,"1388 of 3141"
"Runnels County",48399,52.3,5367,"1354 of 3141"
"Fannin County",48147,52.3,17670,"1351 of 3141"
"Shackelford County",48417,52.4,1754,"1329 of 3141"
"Refugio County",48391,52.4,3821,"1327 of 3141"
"Morris County",48343,52.4,6565,"1325 of 3141"
"Concho County",48095,52.4,2023,"1311 of 3141"
"Borden County",48033,52.5,316,"1302 of 3141"
"Lampasas County",48281,52.7,10780,"1256 of 3141"
"Franklin County",48159,52.7,5602,"1255 of 3141"
"Hardeman County",48197,52.8,2106,"1228 of 3141"
"Comal County",48091,52.9,68266,"1201 of 3141"
"Hill County",48217,53.0,18597,"1181 of 3141"
"Washington County",48477,53.2,18435,"1138 of 3141"
"Sterling County",48431,53.2,606,"1131 of 3141"
"Tyler County",48457,53.3,11428,"1119 of 3141"
"Haskell County",48207,53.3,3095,"1113 of 3141"
"McMullen County",48311,53.3,320,"1103 of 3141"
"McCulloch County",48307,53.4,4347,"1096 of 3141"
"Burleson County",48051,53.5,9412,"1065 of 3141"
"Kendall County",48259,53.5,21571,"1056 of 3141"
"Van Zandt County",48467,53.6,28733,"1039 of 3141"
"Eastland County",48133,53.6,9801,"1031 of 3141"
"San Jacinto County",48407,53.8,14750,"1004 of 3141"
"Brewster County",48043,53.8,4959,"998 of 3141"
"Lavaca County",48285,53.9,10704,"979 of 3141"
"Colorado County",48089,53.9,11275,"978 of 3141"
"Burnet County",48053,54.0,24292,"970 of 3141"
"Callahan County",48059,54.0,7376,"959 of 3141"
"Delta County",48119,54.0,2795,"950 of 3141"
"Montague County",48337,54.2,10510,"925 of 3141"
"Hall County",48191,54.2,1680,"924 of 3141"
"Archer County",48009,54.3,4775,"897 of 3141"
"Henderson County",48213,54.4,43352,"881 of 3141"
"Newton County",48351,54.4,7723,"870 of 3141"
"Polk County",48373,54.5,25593,"862 of 3141"
"Leon County",48289,54.5,9249,"856 of 3141"
"Cass County",48067,54.9,16533,"790 of 3141"
"Red River County",48387,55.1,6808,"753 of 3141"
"Fisher County",48151,55.2,2140,"727 of 3141"
"Comanche County",48093,55.2,7452,"724 of 3141"
"Houston County",48225,55.8,12742,"640 of 3141"
"Irion County",48235,56.0,891,"615 of 3141"
"Rains County",48379,56.3,6326,"574 of 3141"
"Briscoe County",48045,56.5,899,"550 of 3141"
"Goliad County",48175,56.5,4245,"548 of 3141"
"Hood County",48221,56.7,31427,"529 of 3141"
"Hamilton County",48193,57.0,4685,"488 of 3141"
"Coleman County",48083,57.0,4802,"486 of 3141"
"Dickens County",48125,57.1,1269,"478 of 3141"
"Kerr County",48265,57.1,28968,"476 of 3141"
"Clay County",48077,57.3,5943,"438 of 3141"
"Fayette County",48149,57.3,14314,"434 of 3141"
"Bosque County",48035,57.4,10299,"428 of 3141"
"Cottle County",48101,57.5,861,"415 of 3141"
"San Augustine County",48405,57.7,4851,"399 of 3141"
"Armstrong County",48011,57.9,1116,"388 of 3141"
"Mills County",48333,57.9,2828,"384 of 3141"
"Wood County",48499,58.3,25249,"344 of 3141"
"Mason County",48319,58.3,2403,"343 of 3141"
"Terrell County",48443,58.7,423,"307 of 3141"
"Baylor County",48023,58.7,2114,"306 of 3141"
"Foard County",48155,59.3,838,"266 of 3141"
"Trinity County",48455,59.8,8656,"235 of 3141"
"Aransas County",48007,60.0,14895,"225 of 3141"
"Throckmorton County",48447,60.2,927,"214 of 3141"
"Edwards County",48137,60.3,1273,"206 of 3141"
"Stonewall County",48433,60.3,654,"204 of 3141"
"Menard County",48327,60.9,1293,"186 of 3141"
"Gillespie County",48171,61.4,15930,"164 of 3141"
"Marion County",48315,61.8,6265,"146 of 3141"
"Coke County",48081,62.2,2013,"132 of 3141"
"Bandera County",48019,62.2,13263,"130 of 3141"
"Sabine County",48403,62.3,6495,"128 of 3141"
"Jeff Davis County",48243,62.3,1394,"125 of 3141"
"Kent County",48263,62.4,424,"124 of 3141"
"Blanco County",48031,63.1,7002,"98 of 3141"
"Kimble County",48267,63.2,2802,"93 of 3141"
"Real County",48385,63.8,2141,"78 of 3141"
"Llano County",48299,68.7,13877,"20 of 3141"
"Loving County",48301,86.5,64,"1 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
