------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pov&demo=00009&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pov', 'demo': '00009', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_030.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pov&demo=00009&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Poverty: Persons below 150% of poverty
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (<150% Of Poverty),Rank within US
"McLennan County",48309,31.1,73493,"2265 of 3141"
"Gregg County",48183,31.1,37201,"2275 of 3141"
"Wharton County",48481,31.3,12747,"2291 of 3141"
"Grimes County",48185,31.4,7487,"2302 of 3141"
"Camp County",48063,31.5,3962,"2309 of 3141"
"Dickens County",48125,31.5,655,"2316 of 3141"
"Wilbarger County",48487,31.6,4003,"2322 of 3141"
"Stephens County",48429,31.6,2777,"2325 of 3141"
"Navarro County",48349,31.9,15078,"2347 of 3141"
"Matagorda County",48321,32.6,11822,"2414 of 3141"
"Gonzales County",48177,32.6,6575,"2416 of 3141"
"Walker County",48471,32.6,17018,"2418 of 3141"
"Red River County",48387,32.7,3958,"2423 of 3141"
"San Jacinto County",48407,32.7,8889,"2428 of 3141"
"Terry County",48445,32.8,3800,"2438 of 3141"
"Hale County",48189,32.9,10563,"2448 of 3141"
"Real County",48385,33.0,1075,"2456 of 3141"
"Cherokee County",48073,33.1,16079,"2469 of 3141"
"Lynn County",48305,33.2,1908,"2478 of 3141"
"Haskell County",48207,33.3,1655,"2487 of 3141"
"Titus County",48449,33.3,10705,"2490 of 3141"
"Uvalde County",48463,33.4,8864,"2501 of 3141"
"Floyd County",48153,33.5,1982,"2509 of 3141"
"San Saba County",48411,33.6,1729,"2515 of 3141"
"Frio County",48163,33.7,5345,"2524 of 3141"
"Coleman County",48083,34.1,2859,"2549 of 3141"
"Terrell County",48443,34.3,247,"2569 of 3141"
"Dawson County",48115,34.4,3870,"2586 of 3141"
"Marion County",48315,34.7,3467,"2611 of 3141"
"Limestone County",48293,34.9,7882,"2629 of 3141"
"Cottle County",48101,35.2,523,"2647 of 3141"
"Jim Wells County",48249,35.2,14382,"2650 of 3141"
"Kleberg County",48273,35.3,10398,"2652 of 3141"
"Crosby County",48107,35.4,2058,"2661 of 3141"
"Hansford County",48195,35.8,1953,"2695 of 3141"
"San Augustine County",48405,36.1,2933,"2715 of 3141"
"Brazos County",48041,36.1,71750,"2717 of 3141"
"El Paso County",48141,36.1,295651,"2719 of 3141"
"Nacogdoches County",48347,36.1,21641,"2726 of 3141"
"Val Verde County",48465,36.3,17123,"2729 of 3141"
"Falls County",48145,36.4,5657,"2751 of 3141"
"Sabine County",48403,36.5,3751,"2755 of 3141"
"Potter County",48375,36.5,41673,"2756 of 3141"
"Jim Hogg County",48247,36.7,1913,"2768 of 3141"
"Shelby County",48419,36.7,9322,"2769 of 3141"
"Trinity County",48455,37.0,5296,"2787 of 3141"
"Lamb County",48279,37.4,4905,"2814 of 3141"
"Bailey County",48017,37.7,2583,"2826 of 3141"
"Swisher County",48437,37.7,2594,"2828 of 3141"
"Houston County",48225,39.0,7637,"2886 of 3141"
"Duval County",48131,40.3,4361,"2929 of 3141"
"Kenedy County",48261,40.4,228,"2936 of 3141"
"Maverick County",48323,42.7,24331,"3000 of 3141"
"Cochran County",48079,43.6,1261,"3024 of 3141"
"Dimmit County",48127,44.7,4787,"3045 of 3141"
"Zapata County",48505,45.8,6558,"3061 of 3141"
"Cameron County",48061,46.2,192165,"3064 of 3141"
"Webb County",48479,46.2,123053,"3065 of 3141"
"Presidio County",48377,47.1,3383,"3075 of 3141"
"Hidalgo County",48215,47.2,390900,"3076 of 3141"
"Hudspeth County",48229,48.0,1497,"3085 of 3141"
"Culberson County",48109,48.5,1090,"3088 of 3141"
"Hall County",48191,48.9,1487,"3090 of 3141"
"Willacy County",48489,51.5,10352,"3105 of 3141"
"Brooks County",48047,52.7,3526,"3112 of 3141"
"Starr County",48427,53.3,33485,"3117 of 3141"
"Zavala County",48507,57.2,6820,"3126 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Poverty: Persons below 150% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
