------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Upshur County",48459,25.0,10113,"1305 of 3141"
"Jasper County",48241,25.2,8916,"1369 of 3141"
"Hemphill County",48211,25.2,1045,"1376 of 3141"
"Culberson County",48109,25.3,570,"1399 of 3141"
"Somervell County",48425,25.3,2186,"1405 of 3141"
"Washington County",48477,25.3,8769,"1412 of 3141"
"Palo Pinto County",48363,25.4,7131,"1441 of 3141"
"Hopkins County",48223,25.4,9132,"1454 of 3141"
"Cooke County",48097,25.4,9931,"1456 of 3141"
"Castro County",48069,25.5,2009,"1474 of 3141"
"Jackson County",48239,25.5,3760,"1487 of 3141"
"Lynn County",48305,25.5,1475,"1494 of 3141"
"Jim Hogg County",48247,25.6,1346,"1516 of 3141"
"Crosby County",48107,25.6,1509,"1526 of 3141"
"Bastrop County",48021,25.7,20599,"1544 of 3141"
"Parker County",48367,25.7,32388,"1566 of 3141"
"DeWitt County",48123,25.7,5268,"1571 of 3141"
"Hardin County",48199,25.8,14426,"1576 of 3141"
"Eastland County",48133,25.8,4719,"1598 of 3141"
"Camp County",48063,26.0,3294,"1656 of 3141"
"Grayson County",48181,26.0,32808,"1659 of 3141"
"Collingsworth County",48087,26.0,788,"1667 of 3141"
"Lamar County",48277,26.1,12876,"1673 of 3141"
"Freestone County",48161,26.1,5127,"1681 of 3141"
"Nolan County",48353,26.1,3917,"1694 of 3141"
"Brewster County",48043,26.2,2418,"1726 of 3141"
"Brown County",48049,26.3,9936,"1745 of 3141"
"Rockwall County",48397,26.3,23783,"1751 of 3141"
"Lee County",48287,26.4,4442,"1765 of 3141"
"Wise County",48497,26.5,16759,"1811 of 3141"
"Floyd County",48153,26.5,1580,"1825 of 3141"
"Shelby County",48419,26.5,6820,"1829 of 3141"
"Gonzales County",48177,26.6,5460,"1832 of 3141"
"Fannin County",48147,26.6,8980,"1840 of 3141"
"Lamb County",48279,26.6,3562,"1865 of 3141"
"Harrison County",48203,26.9,17929,"1943 of 3141"
"Calhoun County",48057,26.9,5878,"1950 of 3141"
"Hudspeth County",48229,27.0,998,"1955 of 3141"
"Grimes County",48185,27.0,7389,"1969 of 3141"
"Glasscock County",48173,27.1,385,"1999 of 3141"
"Cherokee County",48073,27.1,14004,"2004 of 3141"
"Yoakum County",48501,27.2,2305,"2014 of 3141"
"Angelina County",48005,27.2,23879,"2030 of 3141"
"Atascosa County",48013,27.2,13108,"2032 of 3141"
"Matagorda County",48321,27.2,10009,"2037 of 3141"
"Jack County",48237,27.4,2418,"2075 of 3141"
"Orange County",48361,27.4,22981,"2084 of 3141"
"San Saba County",48411,27.4,1603,"2088 of 3141"
"Sherman County",48421,27.5,842,"2097 of 3141"
"Wharton County",48481,27.5,11387,"2105 of 3141"
"Chambers County",48071,27.5,10809,"2113 of 3141"
"Hutchinson County",48233,27.6,5981,"2123 of 3141"
"Medina County",48325,27.6,13391,"2129 of 3141"
"Montgomery County",48339,27.6,147749,"2136 of 3141"
"Limestone County",48293,27.6,6488,"2140 of 3141"
"Motley County",48345,27.6,308,"2145 of 3141"
"Crockett County",48105,27.7,1061,"2148 of 3141"
"Tyler County",48457,27.7,5953,"2167 of 3141"
"Johnson County",48251,27.8,44570,"2181 of 3141"
"Kenedy County",48261,27.8,157,"2183 of 3141"
"Uvalde County",48463,27.9,7529,"2188 of 3141"
"Donley County",48129,27.9,957,"2192 of 3141"
"Live Oak County",48297,28.0,3369,"2218 of 3141"
"Upton County",48461,28.1,1003,"2235 of 3141"
"Cochran County",48079,28.1,825,"2255 of 3141"
"Lipscomb County",48295,28.2,986,"2270 of 3141"
"Panola County",48365,28.2,6652,"2271 of 3141"
"Dimmit County",48127,28.2,3055,"2275 of 3141"
"Guadalupe County",48187,28.3,42648,"2284 of 3141"
"Zavala County",48507,28.3,3435,"2286 of 3141"
"Galveston County",48167,28.3,90828,"2290 of 3141"
"Kaufman County",48257,28.3,32544,"2300 of 3141"
"Hunt County",48231,28.4,25614,"2306 of 3141"
"Ellis County",48139,28.4,46554,"2311 of 3141"
"Fort Bend County",48157,28.4,201867,"2313 of 3141"
"Crane County",48103,28.4,1373,"2316 of 3141"
"Jim Wells County",48249,28.4,11737,"2321 of 3141"
"San Patricio County",48409,28.5,19053,"2337 of 3141"
"Schleicher County",48413,28.6,892,"2362 of 3141"
"Collin County",48085,28.6,261596,"2372 of 3141"
"Parmer County",48369,28.7,2831,"2387 of 3141"
"Titus County",48449,28.7,9382,"2396 of 3141"
"Hartley County",48205,28.7,1672,"2397 of 3141"
"Ward County",48475,28.8,3306,"2403 of 3141"
"Martin County",48317,28.8,1595,"2404 of 3141"
"Bowie County",48037,28.9,27024,"2416 of 3141"
"Rusk County",48401,28.9,15330,"2426 of 3141"
"Kinney County",48271,28.9,1050,"2430 of 3141"
"Cameron County",48061,28.9,121555,"2434 of 3141"
"Duval County",48131,29.0,3313,"2442 of 3141"
"Stephens County",48429,29.0,2716,"2445 of 3141"
"Gray County",48179,29.0,6668,"2451 of 3141"
"Deaf Smith County",48117,29.1,5505,"2454 of 3141"
"Liberty County",48291,29.4,23458,"2507 of 3141"
"Smith County",48423,29.4,65388,"2520 of 3141"
"Victoria County",48469,29.5,27000,"2532 of 3141"
"Ochiltree County",48357,29.6,3101,"2540 of 3141"
"Wilbarger County",48487,29.6,3843,"2547 of 3141"
"Winkler County",48495,29.6,2305,"2549 of 3141"
"Zapata County",48505,29.8,4291,"2566 of 3141"
"Brazoria County",48039,29.8,103090,"2574 of 3141"
"Gregg County",48183,29.8,36805,"2579 of 3141"
"Gaines County",48165,29.8,5933,"2581 of 3141"
"Terry County",48445,29.8,3806,"2583 of 3141"
"Haskell County",48207,29.8,1733,"2587 of 3141"
"Maverick County",48323,30.0,17263,"2617 of 3141"
"Falls County",48145,30.1,5197,"2619 of 3141"
"Bailey County",48017,30.1,2137,"2624 of 3141"
"Andrews County",48003,30.1,5294,"2627 of 3141"
"Williamson County",48491,30.1,153100,"2628 of 3141"
"Moore County",48341,30.3,6665,"2651 of 3141"
"Caldwell County",48055,30.5,12374,"2675 of 3141"
"Starr County",48427,30.5,19363,"2676 of 3141"
"Reagan County",48383,30.5,1141,"2678 of 3141"
"Hockley County",48219,30.6,7112,"2680 of 3141"
"Hale County",48189,30.7,10594,"2701 of 3141"
"Swisher County",48437,30.8,2322,"2712 of 3141"
"Hidalgo County",48215,30.8,258857,"2715 of 3141"
"Dallam County",48111,31.0,2236,"2730 of 3141"
"Val Verde County",48465,31.1,15208,"2736 of 3141"
"Nueces County",48355,31.1,111434,"2741 of 3141"
"Tarrant County",48439,31.1,617030,"2748 of 3141"
"Jefferson County",48245,31.3,79756,"2765 of 3141"
"Potter County",48375,31.4,38019,"2767 of 3141"
"Scurry County",48415,31.4,5452,"2774 of 3141"
"Webb County",48479,31.6,85093,"2786 of 3141"
"Randall County",48381,31.6,41307,"2792 of 3141"
"Denton County",48121,31.9,249362,"2814 of 3141"
"Garza County",48169,32.1,2166,"2826 of 3141"
"El Paso County",48141,32.2,268910,"2835 of 3141"
"Pecos County",48371,32.4,5123,"2845 of 3141"
"Anderson County",48001,32.8,18926,"2866 of 3141"
"Dallas County",48113,33.0,842780,"2882 of 3141"
"Harris County",48201,33.1,1496733,"2886 of 3141"
"Bexar County",48029,33.2,627320,"2890 of 3141"
"Howard County",48227,33.2,12100,"2891 of 3141"
"La Salle County",48283,33.2,2463,"2897 of 3141"
"Brooks County",48047,33.5,2428,"2912 of 3141"
"Concho County",48095,33.5,1292,"2913 of 3141"
"Midland County",48329,33.6,53695,"2921 of 3141"
"McLennan County",48309,33.7,82746,"2924 of 3141"
"Jones County",48253,33.9,6761,"2929 of 3141"
"Dawson County",48115,33.9,4434,"2930 of 3141"
"Tom Green County",48451,33.9,39623,"2932 of 3141"
"Ector County",48135,34.0,52950,"2936 of 3141"
"Wichita County",48485,34.3,45230,"2945 of 3141"
"Reeves County",48389,34.5,5098,"2952 of 3141"
"Bee County",48025,34.7,11365,"2962 of 3141"
"King County",48269,34.9,101,"2970 of 3141"
"Karnes County",48255,35.1,5290,"2976 of 3141"
"Taylor County",48441,35.2,47594,"2978 of 3141"
"Bell County",48027,35.8,120391,"2988 of 3141"
"Willacy County",48489,36.1,7875,"3002 of 3141"
"Waller County",48473,36.6,17729,"3015 of 3141"
"Nacogdoches County",48347,36.7,24036,"3021 of 3141"
"Madison County",48313,37.3,5209,"3031 of 3141"
"Travis County",48453,37.7,443654,"3039 of 3141"
"Lubbock County",48303,37.8,112557,"3040 of 3141"
"Hays County",48209,38.0,74051,"3044 of 3141"
"Frio County",48163,38.9,7438,"3060 of 3141"
"Kleberg County",48273,39.6,12487,"3072 of 3141"
"Erath County",48143,39.9,16369,"3076 of 3141"
"Mitchell County",48335,40.3,3535,"3081 of 3141"
"Coryell County",48099,40.9,31023,"3085 of 3141"
"Childress County",48075,41.1,2904,"3087 of 3141"
"Walker County",48471,41.4,29314,"3090 of 3141"
"Brazos County",48041,48.8,104491,"3128 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
