------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Parker County",48367,14.8,18674,"2416 of 3141"
"Lipscomb County",48295,14.9,521,"2402 of 3141"
"Cochran County",48079,14.9,438,"2392 of 3141"
"Terry County",48445,14.9,1906,"2388 of 3141"
"Victoria County",48469,15.0,13697,"2383 of 3141"
"Orange County",48361,15.0,12566,"2377 of 3141"
"Madison County",48313,15.0,2101,"2363 of 3141"
"Childress County",48075,15.2,1072,"2333 of 3141"
"Angelina County",48005,15.3,13385,"2311 of 3141"
"Hutchinson County",48233,15.3,3326,"2299 of 3141"
"Hansford County",48195,15.5,858,"2246 of 3141"
"Smith County",48423,15.6,34654,"2224 of 3141"
"Harrison County",48203,15.6,10396,"2219 of 3141"
"Hunt County",48231,15.6,14099,"2218 of 3141"
"La Salle County",48283,15.7,1161,"2204 of 3141"
"Matagorda County",48321,15.7,5766,"2192 of 3141"
"Gray County",48179,15.8,3617,"2178 of 3141"
"Hardin County",48199,15.8,8825,"2177 of 3141"
"Bowie County",48037,15.8,14813,"2161 of 3141"
"Rusk County",48401,15.9,8412,"2147 of 3141"
"Medina County",48325,15.9,7702,"2146 of 3141"
"Wharton County",48481,15.9,6603,"2121 of 3141"
"Gonzales County",48177,16.0,3279,"2114 of 3141"
"Lamb County",48279,16.0,2134,"2110 of 3141"
"Sterling County",48431,16.0,182,"2103 of 3141"
"Grimes County",48185,16.0,4376,"2100 of 3141"
"Jack County",48237,16.0,1417,"2087 of 3141"
"Schleicher County",48413,16.1,503,"2067 of 3141"
"Hudspeth County",48229,16.3,603,"2001 of 3141"
"Uvalde County",48463,16.4,4431,"1972 of 3141"
"Navarro County",48349,16.4,7922,"1967 of 3141"
"Shelby County",48419,16.5,4228,"1956 of 3141"
"Calhoun County",48057,16.5,3609,"1924 of 3141"
"Jackson County",48239,16.6,2448,"1901 of 3141"
"Wilbarger County",48487,16.6,2157,"1891 of 3141"
"Cherokee County",48073,16.8,8657,"1847 of 3141"
"Lynn County",48305,16.8,972,"1838 of 3141"
"Sutton County",48435,16.8,655,"1832 of 3141"
"Falls County",48145,17.0,2935,"1781 of 3141"
"Upshur County",48459,17.2,6966,"1713 of 3141"
"Grayson County",48181,17.2,21713,"1705 of 3141"
"Crosby County",48107,17.2,1015,"1703 of 3141"
"Panola County",48365,17.3,4072,"1689 of 3141"
"Concho County",48095,17.3,667,"1681 of 3141"
"Lee County",48287,17.3,2914,"1678 of 3141"
"Carson County",48065,17.4,1047,"1656 of 3141"
"Comal County",48091,17.5,22615,"1603 of 3141"
"Nolan County",48353,17.5,2630,"1596 of 3141"
"Hopkins County",48223,17.6,6321,"1582 of 3141"
"Kinney County",48271,17.6,639,"1574 of 3141"
"Swisher County",48437,17.6,1330,"1565 of 3141"
"Irion County",48235,17.7,281,"1556 of 3141"
"Lampasas County",48281,17.7,3631,"1528 of 3141"
"Limestone County",48293,17.8,4175,"1509 of 3141"
"Camp County",48063,17.8,2254,"1505 of 3141"
"Cooke County",48097,17.9,6979,"1475 of 3141"
"Duval County",48131,18.0,2060,"1443 of 3141"
"Austin County",48015,18.0,5281,"1438 of 3141"
"Shackelford County",48417,18.1,606,"1413 of 3141"
"Robertson County",48395,18.1,3028,"1412 of 3141"
"Wheeler County",48483,18.2,1018,"1392 of 3141"
"Somervell County",48425,18.2,1578,"1370 of 3141"
"Knox County",48275,18.4,690,"1333 of 3141"
"Lamar County",48277,18.4,9092,"1325 of 3141"
"Collingsworth County",48087,18.4,557,"1324 of 3141"
"Jasper County",48241,18.4,6538,"1312 of 3141"
"Floyd County",48153,18.5,1101,"1293 of 3141"
"Kendall County",48259,18.6,7479,"1274 of 3141"
"Jim Hogg County",48247,18.6,979,"1259 of 3141"
"Palo Pinto County",48363,18.7,5260,"1228 of 3141"
"Archer County",48009,18.7,1647,"1226 of 3141"
"Polk County",48373,18.8,8817,"1205 of 3141"
"Fannin County",48147,18.8,6359,"1189 of 3141"
"DeWitt County",48123,18.9,3860,"1178 of 3141"
"Freestone County",48161,19.0,3724,"1143 of 3141"
"Stephens County",48429,19.0,1779,"1135 of 3141"
"Newton County",48351,19.1,2705,"1114 of 3141"
"Brown County",48049,19.2,7250,"1073 of 3141"
"Callahan County",48059,19.5,2662,"989 of 3141"
"Milam County",48331,19.6,4792,"971 of 3141"
"Culberson County",48109,19.7,444,"950 of 3141"
"Young County",48503,19.7,3583,"933 of 3141"
"Live Oak County",48297,19.8,2388,"912 of 3141"
"Delta County",48119,19.9,1028,"898 of 3141"
"Van Zandt County",48467,19.9,10677,"891 of 3141"
"Colorado County",48089,20.0,4175,"879 of 3141"
"Franklin County",48159,20.0,2127,"873 of 3141"
"Hardeman County",48197,20.0,799,"862 of 3141"
"Burleson County",48051,20.1,3537,"833 of 3141"
"Brewster County",48043,20.2,1863,"810 of 3141"
"Hill County",48217,20.2,7097,"804 of 3141"
"Washington County",48477,20.3,7045,"780 of 3141"
"San Jacinto County",48407,20.3,5582,"775 of 3141"
"Runnels County",48399,20.4,2094,"766 of 3141"
"Roberts County",48393,20.7,184,"692 of 3141"
"Armstrong County",48011,20.8,401,"679 of 3141"
"Morris County",48343,20.8,2612,"671 of 3141"
"Houston County",48225,20.9,4772,"666 of 3141"
"Goliad County",48175,21.0,1577,"643 of 3141"
"Cass County",48067,21.0,6338,"635 of 3141"
"Refugio County",48391,21.1,1536,"631 of 3141"
"Tyler County",48457,21.1,4526,"625 of 3141"
"Haskell County",48207,21.2,1229,"613 of 3141"
"Henderson County",48213,21.3,16948,"601 of 3141"
"McCulloch County",48307,21.3,1736,"594 of 3141"
"Clay County",48077,21.4,2214,"584 of 3141"
"Burnet County",48053,21.5,9666,"560 of 3141"
"Eastland County",48133,21.9,3994,"512 of 3141"
"Presidio County",48377,21.9,1573,"509 of 3141"
"San Saba County",48411,21.9,1284,"499 of 3141"
"Montague County",48337,22.1,4288,"473 of 3141"
"Coleman County",48083,22.2,1872,"457 of 3141"
"Lavaca County",48285,22.5,4463,"432 of 3141"
"Dickens County",48125,22.6,502,"424 of 3141"
"Hall County",48191,22.7,703,"415 of 3141"
"Briscoe County",48045,23.1,368,"369 of 3141"
"Red River County",48387,23.3,2874,"356 of 3141"
"Donley County",48129,23.4,803,"348 of 3141"
"Leon County",48289,23.5,3979,"339 of 3141"
"Fisher County",48151,23.5,910,"337 of 3141"
"Rains County",48379,23.5,2642,"335 of 3141"
"Borden County",48033,23.6,142,"332 of 3141"
"Blanco County",48031,23.7,2625,"323 of 3141"
"Fayette County",48149,23.7,5923,"317 of 3141"
"Comanche County",48093,23.8,3213,"312 of 3141"
"Baylor County",48023,23.9,861,"305 of 3141"
"Hood County",48221,24.0,13310,"292 of 3141"
"Bosque County",48035,24.1,4324,"285 of 3141"
"Loving County",48301,24.3,18,"264 of 3141"
"San Augustine County",48405,24.5,2057,"247 of 3141"
"Marion County",48315,24.5,2487,"245 of 3141"
"Hamilton County",48193,25.4,2084,"194 of 3141"
"Bandera County",48019,25.5,5433,"188 of 3141"
"Cottle County",48101,25.6,384,"181 of 3141"
"Aransas County",48007,25.9,6427,"163 of 3141"
"Mason County",48319,25.9,1068,"160 of 3141"
"Stonewall County",48433,26.1,283,"152 of 3141"
"Trinity County",48455,26.1,3786,"150 of 3141"
"Throckmorton County",48447,26.3,406,"142 of 3141"
"McMullen County",48311,26.5,159,"131 of 3141"
"Foard County",48155,26.6,376,"130 of 3141"
"Kerr County",48265,26.7,13540,"126 of 3141"
"Coke County",48081,26.7,864,"125 of 3141"
"Wood County",48499,26.9,11631,"118 of 3141"
"Menard County",48327,27.2,578,"100 of 3141"
"Mills County",48333,27.5,1344,"88 of 3141"
"Kent County",48263,27.9,190,"78 of 3141"
"Edwards County",48137,28.5,601,"67 of 3141"
"Gillespie County",48171,28.7,7434,"62 of 3141"
"Motley County",48345,28.8,321,"58 of 3141"
"Sabine County",48403,29.9,3119,"45 of 3141"
"Kimble County",48267,30.1,1332,"43 of 3141"
"Terrell County",48443,31.2,225,"32 of 3141"
"Jeff Davis County",48243,31.2,698,"31 of 3141"
"Real County",48385,34.1,1145,"15 of 3141"
"Llano County",48299,35.5,7162,"8 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
