------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Llano County",48299,0.3,57,"1967 of 3140"
"Lavaca County",48285,0.3,56,"1974 of 3140"
"Victoria County",48469,0.3,259,"1978 of 3140"
"Fannin County",48147,0.3,96,"1979 of 3140"
"Hall County",48191,0.3,9,"1991 of 3140"
"Wharton County",48481,0.3,126,"2042 of 3140"
"Stephens County",48429,0.3,29,"2060 of 3140"
"Ellis County",48139,0.3,510,"2067 of 3140"
"Wilbarger County",48487,0.3,41,"2078 of 3140"
"Nueces County",48355,0.3,1127,"2082 of 3140"
"Wood County",48499,0.3,137,"2083 of 3140"
"Gillespie County",48171,0.3,83,"2095 of 3140"
"Walker County",48471,0.3,230,"2105 of 3140"
"Zapata County",48505,0.3,46,"2111 of 3140"
"Smith County",48423,0.3,723,"2117 of 3140"
"Anderson County",48001,0.3,189,"2118 of 3140"
"Titus County",48449,0.3,107,"2121 of 3140"
"Terry County",48445,0.3,42,"2122 of 3140"
"Eastland County",48133,0.3,61,"2141 of 3140"
"Uvalde County",48463,0.3,90,"2147 of 3140"
"Jefferson County",48245,0.4,885,"2192 of 3140"
"Guadalupe County",48187,0.4,536,"2210 of 3140"
"Dickens County",48125,0.4,8,"2217 of 3140"
"Washington County",48477,0.4,125,"2224 of 3140"
"Moore County",48341,0.4,79,"2234 of 3140"
"Wise County",48497,0.4,230,"2241 of 3140"
"Kaufman County",48257,0.4,418,"2243 of 3140"
"Lamb County",48279,0.4,49,"2245 of 3140"
"McLennan County",48309,0.4,905,"2254 of 3140"
"Bastrop County",48021,0.4,296,"2257 of 3140"
"Grayson County",48181,0.4,471,"2264 of 3140"
"Lampasas County",48281,0.4,78,"2274 of 3140"
"Rains County",48379,0.4,43,"2279 of 3140"
"Tom Green County",48451,0.4,448,"2285 of 3140"
"Mitchell County",48335,0.4,34,"2290 of 3140"
"Wilson County",48493,0.4,189,"2327 of 3140"
"Clay County",48077,0.4,42,"2334 of 3140"
"Lubbock County",48303,0.4,1219,"2344 of 3140"
"Gregg County",48183,0.4,521,"2367 of 3140"
"Rockwall County",48397,0.4,385,"2374 of 3140"
"Comal County",48091,0.4,556,"2385 of 3140"
"Parker County",48367,0.4,545,"2389 of 3140"
"Galveston County",48167,0.4,1416,"2408 of 3140"
"San Patricio County",48409,0.4,294,"2409 of 3140"
"Jack County",48237,0.5,40,"2422 of 3140"
"Hardeman County",48197,0.5,19,"2477 of 3140"
"Hood County",48221,0.5,271,"2492 of 3140"
"Dawson County",48115,0.5,65,"2504 of 3140"
"Yoakum County",48501,0.5,42,"2513 of 3140"
"Hays County",48209,0.5,1001,"2545 of 3140"
"Cochran County",48079,0.5,15,"2550 of 3140"
"Scurry County",48415,0.5,92,"2579 of 3140"
"Kimble County",48267,0.6,24,"2603 of 3140"
"Hamilton County",48193,0.6,46,"2617 of 3140"
"Hidalgo County",48215,0.6,4805,"2636 of 3140"
"Upton County",48461,0.6,21,"2658 of 3140"
"Blanco County",48031,0.6,68,"2692 of 3140"
"Midland County",48329,0.6,1006,"2711 of 3140"
"Stonewall County",48433,0.7,7,"2732 of 3140"
"Mills County",48333,0.7,32,"2739 of 3140"
"Zavala County",48507,0.7,80,"2746 of 3140"
"Sutton County",48435,0.7,26,"2749 of 3140"
"Cameron County",48061,0.7,2827,"2760 of 3140"
"Wichita County",48485,0.7,895,"2763 of 3140"
"Taylor County",48441,0.7,918,"2765 of 3140"
"Borden County",48033,0.7,4,"2769 of 3140"
"Terrell County",48443,0.7,5,"2770 of 3140"
"Potter County",48375,0.7,838,"2782 of 3140"
"Nolan County",48353,0.7,105,"2785 of 3140"
"Winkler County",48495,0.7,54,"2788 of 3140"
"Kleberg County",48273,0.7,221,"2791 of 3140"
"Calhoun County",48057,0.7,153,"2792 of 3140"
"Williamson County",48491,0.7,3586,"2796 of 3140"
"Hunt County",48231,0.7,640,"2799 of 3140"
"Jim Wells County",48249,0.7,301,"2818 of 3140"
"Montgomery County",48339,0.8,3961,"2829 of 3140"
"Denton County",48121,0.8,5914,"2842 of 3140"
"Tarrant County",48439,0.8,15117,"2844 of 3140"
"Bexar County",48029,0.8,14472,"2845 of 3140"
"Robertson County",48395,0.8,130,"2850 of 3140"
"San Saba County",48411,0.8,46,"2855 of 3140"
"Dallas County",48113,0.9,22131,"2915 of 3140"
"Comanche County",48093,0.9,119,"2921 of 3140"
"Ector County",48135,1.0,1515,"2957 of 3140"
"Castro County",48069,1.0,78,"2960 of 3140"
"Travis County",48453,1.0,11677,"2961 of 3140"
"Knox County",48275,1.0,38,"2964 of 3140"
"Collin County",48085,1.0,9420,"2973 of 3140"
"Polk County",48373,1.0,485,"2974 of 3140"
"Willacy County",48489,1.1,231,"2980 of 3140"
"Parmer County",48369,1.1,110,"3001 of 3140"
"Live Oak County",48297,1.2,137,"3002 of 3140"
"Webb County",48479,1.2,3097,"3004 of 3140"
"Gaines County",48165,1.2,238,"3014 of 3140"
"Harris County",48201,1.2,54990,"3016 of 3140"
"Bell County",48027,1.3,4140,"3019 of 3140"
"Jeff Davis County",48243,1.3,28,"3020 of 3140"
"El Paso County",48141,1.3,10736,"3032 of 3140"
"San Augustine County",48405,1.3,108,"3033 of 3140"
"Howard County",48227,1.3,473,"3034 of 3140"
"Starr County",48427,1.3,830,"3042 of 3140"
"Brazos County",48041,1.4,2917,"3047 of 3140"
"Fort Bend County",48157,1.5,10723,"3062 of 3140"
"Maverick County",48323,1.6,911,"3071 of 3140"
"Presidio County",48377,1.6,115,"3074 of 3140"
"Coryell County",48099,1.6,1233,"3075 of 3140"
"Val Verde County",48465,1.7,820,"3080 of 3140"
"La Salle County",48283,2.2,159,"3104 of 3140"
"Haskell County",48207,2.6,151,"3116 of 3140"
"Karnes County",48255,2.8,424,"3120 of 3140"
"Reeves County",48389,2.9,420,"3122 of 3140"
"Reagan County",48383,2.9,107,"3123 of 3140"
"Concho County",48095,3.5,134,"3129 of 3140"
"Brooks County",48047,3.6,258,"3131 of 3140"
"Glasscock County",48173,3.9,54,"3132 of 3140"
"Kinney County",48271,4.3,157,"3133 of 3140"
"Garza County",48169,4.6,306,"3134 of 3140"
"Frio County",48163,6.5,1235,"3137 of 3140"
"Hudspeth County",48229,11.5,416,"3140 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
