------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pov&demo=00008&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pov', 'demo': '00008', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_029.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pov&demo=00008&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Poverty: Persons below poverty
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Below Poverty),Rank within US
"Lee County",48287,13.8,2251,"1298 of 3141"
"Hardeman County",48197,13.8,548,"1304 of 3141"
"Upshur County",48459,13.8,5513,"1309 of 3141"
"Travis County",48453,13.9,159948,"1317 of 3141"
"Cooke County",48097,13.9,5313,"1319 of 3141"
"Howard County",48227,13.9,4344,"1322 of 3141"
"Galveston County",48167,13.9,43721,"1328 of 3141"
"Stonewall County",48433,13.9,143,"1331 of 3141"
"Briscoe County",48045,13.9,220,"1332 of 3141"
"Van Zandt County",48467,14.2,7489,"1376 of 3141"
"Orange County",48361,14.2,11759,"1386 of 3141"
"Grayson County",48181,14.3,17605,"1395 of 3141"
"Bell County",48027,14.3,46671,"1397 of 3141"
"Atascosa County",48013,14.6,6961,"1460 of 3141"
"Knox County",48275,14.7,529,"1466 of 3141"
"Sherman County",48421,14.8,448,"1491 of 3141"
"Victoria County",48469,14.8,13328,"1496 of 3141"
"Fannin County",48147,14.8,4580,"1500 of 3141"
"Gray County",48179,14.9,3169,"1509 of 3141"
"Hockley County",48219,14.9,3354,"1520 of 3141"
"Mills County",48333,14.9,703,"1522 of 3141"
"Donley County",48129,14.9,468,"1525 of 3141"
"Clay County",48077,15.0,1539,"1535 of 3141"
"Franklin County",48159,15.0,1582,"1540 of 3141"
"Collingsworth County",48087,15.0,445,"1544 of 3141"
"Burleson County",48051,15.1,2620,"1557 of 3141"
"Robertson County",48395,15.2,2505,"1561 of 3141"
"San Patricio County",48409,15.2,10061,"1576 of 3141"
"Panola County",48365,15.3,3510,"1592 of 3141"
"Hays County",48209,15.3,28737,"1602 of 3141"
"Madison County",48313,15.4,1516,"1614 of 3141"
"Montague County",48337,15.5,2948,"1623 of 3141"
"Callahan County",48059,15.6,2109,"1655 of 3141"
"Bosque County",48035,15.6,2737,"1663 of 3141"
"Anderson County",48001,15.7,6935,"1670 of 3141"
"Newton County",48351,15.7,2202,"1672 of 3141"
"Morris County",48343,15.7,1945,"1679 of 3141"
"Rusk County",48401,15.8,7576,"1691 of 3141"
"Tyler County",48457,15.8,2947,"1697 of 3141"
"Calhoun County",48057,15.8,3409,"1705 of 3141"
"Dallam County",48111,15.9,1139,"1716 of 3141"
"Castro County",48069,15.9,1232,"1723 of 3141"
"Jones County",48253,15.9,2021,"1730 of 3141"
"DeWitt County",48123,16.0,2975,"1747 of 3141"
"Milam County",48331,16.0,3845,"1751 of 3141"
"Taylor County",48441,16.1,20783,"1759 of 3141"
"Hamilton County",48193,16.1,1273,"1760 of 3141"
"Liberty County",48291,16.2,11781,"1770 of 3141"
"Leon County",48289,16.3,2741,"1780 of 3141"
"Live Oak County",48297,16.3,1703,"1782 of 3141"
"McCulloch County",48307,16.3,1296,"1785 of 3141"
"Smith County",48423,16.3,35438,"1791 of 3141"
"Runnels County",48399,16.3,1624,"1793 of 3141"
"Goliad County",48175,16.4,1215,"1807 of 3141"
"Bexar County",48029,16.4,304792,"1808 of 3141"
"Hutchinson County",48233,16.4,3541,"1814 of 3141"
"Brown County",48049,16.4,5913,"1815 of 3141"
"Red River County",48387,16.5,1995,"1818 of 3141"
"Young County",48503,16.5,2939,"1820 of 3141"
"Wilbarger County",48487,16.5,2091,"1828 of 3141"
"Bandera County",48019,16.5,3467,"1836 of 3141"
"Dickens County",48125,16.6,345,"1856 of 3141"
"Coke County",48081,16.6,516,"1857 of 3141"
"Refugio County",48391,16.6,1181,"1868 of 3141"
"Nueces County",48355,16.7,58409,"1872 of 3141"
"Nolan County",48353,16.8,2445,"1901 of 3141"
"Harris County",48201,16.8,751985,"1906 of 3141"
"Jasper County",48241,16.8,5772,"1911 of 3141"
"Moore County",48341,16.9,3677,"1922 of 3141"
"Sterling County",48431,17.0,185,"1935 of 3141"
"Terrell County",48443,17.1,123,"1956 of 3141"
"Throckmorton County",48447,17.1,259,"1960 of 3141"
"Loving County",48301,17.1,12,"1974 of 3141"
"Gonzales County",48177,17.2,3469,"1984 of 3141"
"San Jacinto County",48407,17.2,4679,"1989 of 3141"
"Parmer County",48369,17.3,1676,"1995 of 3141"
"Freestone County",48161,17.3,3122,"2012 of 3141"
"Fisher County",48151,17.4,666,"2017 of 3141"
"Camp County",48063,17.4,2191,"2022 of 3141"
"Eastland County",48133,17.4,3023,"2026 of 3141"
"San Saba County",48411,17.4,897,"2033 of 3141"
"Wharton County",48481,17.5,7122,"2038 of 3141"
"Hill County",48217,17.5,5967,"2047 of 3141"
"Gregg County",48183,17.6,21028,"2065 of 3141"
"Shackelford County",48417,17.7,586,"2083 of 3141"
"Dallas County",48113,17.7,446611,"2085 of 3141"
"Caldwell County",48055,17.7,6819,"2089 of 3141"
"Lamar County",48277,17.8,8644,"2098 of 3141"
"Aransas County",48007,17.8,4344,"2113 of 3141"
"Kent County",48263,17.9,113,"2114 of 3141"
"Harrison County",48203,17.9,11605,"2120 of 3141"
"Uvalde County",48463,17.9,4735,"2121 of 3141"
"Hopkins County",48223,17.9,6312,"2123 of 3141"
"Bowie County",48037,17.9,15750,"2124 of 3141"
"Winkler County",48495,17.9,1378,"2135 of 3141"
"Henderson County",48213,18.0,14023,"2137 of 3141"
"Lynn County",48305,18.0,1032,"2138 of 3141"
"Waller County",48473,18.0,7853,"2140 of 3141"
"Upton County",48461,18.0,630,"2145 of 3141"
"Reagan County",48383,18.0,667,"2153 of 3141"
"Deaf Smith County",48117,18.0,3373,"2156 of 3141"
"Comanche County",48093,18.2,2407,"2188 of 3141"
"Floyd County",48153,18.2,1076,"2190 of 3141"
"Jack County",48237,18.2,1395,"2191 of 3141"
"Palo Pinto County",48363,18.3,5048,"2194 of 3141"
"Trinity County",48455,18.4,2643,"2219 of 3141"
"Cass County",48067,18.5,5471,"2223 of 3141"
"Dawson County",48115,18.5,2078,"2229 of 3141"
"Grimes County",48185,18.6,4444,"2250 of 3141"
"Hansford County",48195,18.7,1017,"2254 of 3141"
"Cherokee County",48073,18.7,9090,"2262 of 3141"
"Polk County",48373,18.7,8120,"2267 of 3141"
"Lubbock County",48303,18.8,53614,"2270 of 3141"
"Hunt County",48231,18.8,16430,"2273 of 3141"
"Navarro County",48349,18.8,8913,"2287 of 3141"
"Wichita County",48485,18.9,22027,"2293 of 3141"
"Angelina County",48005,19.1,16222,"2315 of 3141"
"Wheeler County",48483,19.2,1056,"2330 of 3141"
"Karnes County",48255,19.3,2377,"2333 of 3141"
"Haskell County",48207,19.3,958,"2336 of 3141"
"Titus County",48449,19.3,6193,"2337 of 3141"
"McLennan County",48309,19.3,45691,"2347 of 3141"
"Jefferson County",48245,19.4,46222,"2355 of 3141"
"Childress County",48075,19.6,1124,"2372 of 3141"
"Bee County",48025,19.7,4926,"2393 of 3141"
"Hale County",48189,19.8,6358,"2412 of 3141"
"Sabine County",48403,20.0,2057,"2432 of 3141"
"Real County",48385,20.2,657,"2447 of 3141"
"Coleman County",48083,20.3,1701,"2462 of 3141"
"Frio County",48163,20.3,3227,"2467 of 3141"
"Lamb County",48279,20.5,2686,"2483 of 3141"
"Matagorda County",48321,20.6,7464,"2490 of 3141"
"Limestone County",48293,20.7,4671,"2504 of 3141"
"Crosby County",48107,20.8,1209,"2515 of 3141"
"Val Verde County",48465,20.9,9849,"2521 of 3141"
"Crockett County",48105,20.9,787,"2535 of 3141"
"Stephens County",48429,21.3,1870,"2574 of 3141"
"Somervell County",48425,21.5,1805,"2610 of 3141"
"Potter County",48375,21.7,24720,"2626 of 3141"
"El Paso County",48141,21.7,177980,"2627 of 3141"
"Kimble County",48267,22.1,965,"2660 of 3141"
"Hall County",48191,22.2,673,"2665 of 3141"
"Swisher County",48437,22.2,1525,"2667 of 3141"
"Marion County",48315,22.3,2225,"2674 of 3141"
"Bailey County",48017,22.3,1529,"2678 of 3141"
"Erath County",48143,22.6,8807,"2708 of 3141"
"Delta County",48119,22.9,1168,"2729 of 3141"
"Jim Wells County",48249,23.0,9382,"2739 of 3141"
"Shelby County",48419,23.1,5852,"2748 of 3141"
"Kleberg County",48273,23.7,7003,"2793 of 3141"
"Walker County",48471,24.3,12653,"2819 of 3141"
"San Augustine County",48405,24.4,1982,"2823 of 3141"
"Cottle County",48101,24.5,364,"2833 of 3141"
"Maverick County",48323,24.5,13973,"2834 of 3141"
"Houston County",48225,24.7,4833,"2845 of 3141"
"Cochran County",48079,24.8,717,"2850 of 3141"
"Kenedy County",48261,24.8,140,"2851 of 3141"
"Nacogdoches County",48347,24.9,14894,"2855 of 3141"
"Duval County",48131,25.2,2731,"2872 of 3141"
"Falls County",48145,25.2,3917,"2873 of 3141"
"Jim Hogg County",48247,26.0,1353,"2909 of 3141"
"Brazos County",48041,26.0,51704,"2913 of 3141"
"Presidio County",48377,26.3,1893,"2931 of 3141"
"Culberson County",48109,29.4,660,"3020 of 3141"
"Dimmit County",48127,30.2,3237,"3033 of 3141"
"Cameron County",48061,31.2,129912,"3055 of 3141"
"Webb County",48479,31.5,83702,"3057 of 3141"
"Hidalgo County",48215,31.8,263891,"3063 of 3141"
"Zapata County",48505,34.1,4873,"3086 of 3141"
"Starr County",48427,35.0,21968,"3094 of 3141"
"Hudspeth County",48229,35.6,1109,"3097 of 3141"
"Willacy County",48489,35.6,7157,"3099 of 3141"
"Zavala County",48507,36.2,4318,"3105 of 3141"
"Brooks County",48047,41.5,2781,"3129 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Poverty: Persons below poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#poverty."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
