------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Fayette County",48149,0.1,13,"2810 of 3141"
"Callahan County",48059,0.1,8,"2791 of 3141"
"Calhoun County",48057,0.1,13,"2786 of 3141"
"Frio County",48163,0.1,12,"2774 of 3141"
"Wharton County",48481,0.1,28,"2754 of 3141"
"Starr County",48427,0.1,44,"2745 of 3141"
"Zavala County",48507,0.1,11,"2663 of 3141"
"Andrews County",48003,0.1,16,"2661 of 3141"
"Tyler County",48457,0.1,21,"2635 of 3141"
"Bailey County",48017,0.1,7,"2633 of 3141"
"Karnes County",48255,0.1,15,"2629 of 3141"
"Chambers County",48071,0.1,42,"2604 of 3141"
"Hansford County",48195,0.1,6,"2594 of 3141"
"Upton County",48461,0.1,4,"2581 of 3141"
"Cass County",48067,0.1,34,"2577 of 3141"
"Crane County",48103,0.1,6,"2525 of 3141"
"Jasper County",48241,0.1,53,"2413 of 3141"
"Castro County",48069,0.2,12,"2402 of 3141"
"Yoakum County",48501,0.2,13,"2397 of 3141"
"Freestone County",48161,0.2,31,"2381 of 3141"
"Live Oak County",48297,0.2,19,"2381 of 3141"
"Kinney County",48271,0.2,6,"2349 of 3141"
"Delta County",48119,0.2,9,"2304 of 3141"
"Burleson County",48051,0.2,31,"2292 of 3141"
"Wheeler County",48483,0.2,10,"2277 of 3141"
"Willacy County",48489,0.2,39,"2277 of 3141"
"Gonzales County",48177,0.2,37,"2268 of 3141"
"Sabine County",48403,0.2,19,"2257 of 3141"
"Madison County",48313,0.2,26,"2235 of 3141"
"Colorado County",48089,0.2,39,"2233 of 3141"
"Milam County",48331,0.2,46,"2224 of 3141"
"Newton County",48351,0.2,28,"2176 of 3141"
"Hidalgo County",48215,0.2,1683,"2160 of 3141"
"Houston County",48225,0.2,46,"2158 of 3141"
"Floyd County",48153,0.2,12,"2153 of 3141"
"Cochran County",48079,0.2,6,"2139 of 3141"
"Refugio County",48391,0.2,15,"2131 of 3141"
"Concho County",48095,0.2,8,"2123 of 3141"
"Gaines County",48165,0.2,42,"2106 of 3141"
"Comal County",48091,0.2,276,"2093 of 3141"
"Rusk County",48401,0.2,114,"2089 of 3141"
"Webb County",48479,0.2,585,"2082 of 3141"
"Rockwall County",48397,0.2,201,"2057 of 3141"
"Sherman County",48421,0.2,7,"2033 of 3141"
"Sutton County",48435,0.2,9,"2024 of 3141"
"Jim Wells County",48249,0.2,100,"1983 of 3141"
"Val Verde County",48465,0.2,119,"1977 of 3141"
"Hardin County",48199,0.2,139,"1959 of 3141"
"Montague County",48337,0.3,50,"1916 of 3141"
"Atascosa County",48013,0.3,125,"1906 of 3141"
"Cameron County",48061,0.3,1097,"1898 of 3141"
"Wilson County",48493,0.3,124,"1886 of 3141"
"Duval County",48131,0.3,31,"1846 of 3141"
"San Patricio County",48409,0.3,183,"1835 of 3141"
"Hopkins County",48223,0.3,99,"1825 of 3141"
"Victoria County",48469,0.3,255,"1815 of 3141"
"Williamson County",48491,0.3,1450,"1793 of 3141"
"Fort Bend County",48157,0.3,2066,"1769 of 3141"
"Garza County",48169,0.3,20,"1742 of 3141"
"Shackelford County",48417,0.3,10,"1732 of 3141"
"Trinity County",48455,0.3,44,"1711 of 3141"
"Lamb County",48279,0.3,41,"1698 of 3141"
"Lamar County",48277,0.3,152,"1692 of 3141"
"Orange County",48361,0.3,260,"1680 of 3141"
"Terry County",48445,0.3,40,"1661 of 3141"
"Guadalupe County",48187,0.3,475,"1655 of 3141"
"Montgomery County",48339,0.3,1725,"1632 of 3141"
"Hall County",48191,0.3,10,"1628 of 3141"
"Falls County",48145,0.3,56,"1623 of 3141"
"Dallas County",48113,0.3,8310,"1618 of 3141"
"Hays County",48209,0.3,639,"1609 of 3141"
"Cottle County",48101,0.3,5,"1580 of 3141"
"Marion County",48315,0.3,34,"1577 of 3141"
"Tom Green County",48451,0.3,392,"1577 of 3141"
"Waller County",48473,0.3,165,"1559 of 3141"
"Gregg County",48183,0.3,422,"1554 of 3141"
"Brown County",48049,0.3,131,"1541 of 3141"
"Smith County",48423,0.4,778,"1523 of 3141"
"Bosque County",48035,0.4,66,"1468 of 3141"
"Jefferson County",48245,0.4,941,"1460 of 3141"
"Jack County",48237,0.4,33,"1450 of 3141"
"Carson County",48065,0.4,23,"1434 of 3141"
"Walker County",48471,0.4,271,"1428 of 3141"
"Camp County",48063,0.4,49,"1416 of 3141"
"Liberty County",48291,0.4,309,"1415 of 3141"
"Red River County",48387,0.4,48,"1408 of 3141"
"Potter County",48375,0.4,474,"1405 of 3141"
"Wise County",48497,0.4,251,"1383 of 3141"
"Aransas County",48007,0.4,99,"1380 of 3141"
"Morris County",48343,0.4,50,"1379 of 3141"
"Hardeman County",48197,0.4,16,"1375 of 3141"
"Brazos County",48041,0.4,890,"1342 of 3141"
"Harrison County",48203,0.4,279,"1334 of 3141"
"Denton County",48121,0.4,3278,"1332 of 3141"
"Archer County",48009,0.4,37,"1325 of 3141"
"Harris County",48201,0.4,19465,"1304 of 3141"
"Eastland County",48133,0.4,79,"1295 of 3141"
"Hemphill County",48211,0.4,18,"1291 of 3141"
"Kleberg County",48273,0.4,137,"1289 of 3141"
"Kaufman County",48257,0.4,505,"1275 of 3141"
"Collin County",48085,0.4,4068,"1269 of 3141"
"Jeff Davis County",48243,0.4,10,"1263 of 3141"
"Angelina County",48005,0.5,396,"1255 of 3141"
"Tarrant County",48439,0.5,8977,"1252 of 3141"
"Galveston County",48167,0.5,1459,"1251 of 3141"
"Travis County",48453,0.5,5446,"1235 of 3141"
"Midland County",48329,0.5,744,"1230 of 3141"
"Anderson County",48001,0.5,272,"1220 of 3141"
"Nueces County",48355,0.5,1709,"1209 of 3141"
"San Jacinto County",48407,0.5,131,"1207 of 3141"
"Lampasas County",48281,0.5,98,"1202 of 3141"
"McLennan County",48309,0.5,1199,"1179 of 3141"
"Robertson County",48395,0.5,82,"1176 of 3141"
"Ector County",48135,0.5,804,"1131 of 3141"
"Comanche County",48093,0.5,71,"1113 of 3141"
"Bee County",48025,0.5,173,"1111 of 3141"
"Franklin County",48159,0.5,57,"1103 of 3141"
"Fannin County",48147,0.5,183,"1096 of 3141"
"Haskell County",48207,0.6,32,"1089 of 3141"
"Washington County",48477,0.6,192,"1084 of 3141"
"Medina County",48325,0.6,269,"1083 of 3141"
"Brazoria County",48039,0.6,1925,"1079 of 3141"
"Kendall County",48259,0.6,225,"1074 of 3141"
"Mitchell County",48335,0.6,49,"1073 of 3141"
"Randall County",48381,0.6,757,"1048 of 3141"
"Runnels County",48399,0.6,60,"1043 of 3141"
"Johnson County",48251,0.6,939,"1036 of 3141"
"Bastrop County",48021,0.6,472,"1034 of 3141"
"Hale County",48189,0.6,203,"1032 of 3141"
"Deaf Smith County",48117,0.6,115,"1009 of 3141"
"Leon County",48289,0.6,103,"1008 of 3141"
"Coke County",48081,0.6,20,"995 of 3141"
"Shelby County",48419,0.6,161,"983 of 3141"
"Parmer County",48369,0.6,62,"980 of 3141"
"Scurry County",48415,0.6,109,"979 of 3141"
"Cherokee County",48073,0.6,327,"968 of 3141"
"Bexar County",48029,0.6,11996,"966 of 3141"
"Van Zandt County",48467,0.6,346,"949 of 3141"
"Burnet County",48053,0.6,291,"948 of 3141"
"Reeves County",48389,0.7,99,"931 of 3141"
"Moore County",48341,0.7,149,"921 of 3141"
"Pecos County",48371,0.7,107,"920 of 3141"
"Palo Pinto County",48363,0.7,191,"918 of 3141"
"Lipscomb County",48295,0.7,24,"912 of 3141"
"El Paso County",48141,0.7,5734,"911 of 3141"
"Nolan County",48353,0.7,103,"910 of 3141"
"Matagorda County",48321,0.7,253,"908 of 3141"
"Terrell County",48443,0.7,5,"899 of 3141"
"Fisher County",48151,0.7,27,"895 of 3141"
"Titus County",48449,0.7,228,"894 of 3141"
"Young County",48503,0.7,127,"891 of 3141"
"DeWitt County",48123,0.7,144,"887 of 3141"
"Hamilton County",48193,0.7,58,"885 of 3141"
"Parker County",48367,0.7,891,"882 of 3141"
"Knox County",48275,0.7,27,"873 of 3141"
"Cooke County",48097,0.7,284,"867 of 3141"
"Wood County",48499,0.7,315,"865 of 3141"
"Donley County",48129,0.7,25,"863 of 3141"
"Kimble County",48267,0.7,33,"847 of 3141"
"Coleman County",48083,0.8,64,"833 of 3141"
"Nacogdoches County",48347,0.8,498,"830 of 3141"
"Bell County",48027,0.8,2572,"827 of 3141"
"Upshur County",48459,0.8,311,"824 of 3141"
"Lynn County",48305,0.8,46,"804 of 3141"
"Coryell County",48099,0.8,616,"792 of 3141"
"McMullen County",48311,0.8,5,"775 of 3141"
"Hunt County",48231,0.8,760,"771 of 3141"
"Kerr County",48265,0.8,428,"768 of 3141"
"Taylor County",48441,0.9,1174,"751 of 3141"
"Caldwell County",48055,0.9,358,"739 of 3141"
"Bowie County",48037,0.9,831,"735 of 3141"
"Somervell County",48425,0.9,78,"724 of 3141"
"Blanco County",48031,0.9,102,"718 of 3141"
"Jones County",48253,0.9,187,"707 of 3141"
"Stephens County",48429,0.9,88,"704 of 3141"
"Hood County",48221,0.9,523,"701 of 3141"
"Llano County",48299,0.9,191,"699 of 3141"
"Childress County",48075,1.0,68,"688 of 3141"
"Brooks County",48047,1.0,70,"684 of 3141"
"Rains County",48379,1.0,109,"682 of 3141"
"Howard County",48227,1.0,357,"677 of 3141"
"Henderson County",48213,1.0,782,"675 of 3141"
"Erath County",48143,1.0,411,"663 of 3141"
"Wichita County",48485,1.0,1330,"660 of 3141"
"Lubbock County",48303,1.0,3071,"651 of 3141"
"Dickens County",48125,1.0,23,"648 of 3141"
"Uvalde County",48463,1.1,285,"631 of 3141"
"Hockley County",48219,1.1,249,"618 of 3141"
"Presidio County",48377,1.1,77,"617 of 3141"
"Winkler County",48495,1.1,84,"612 of 3141"
"Hill County",48217,1.1,384,"607 of 3141"
"Ellis County",48139,1.1,1833,"591 of 3141"
"Limestone County",48293,1.1,263,"590 of 3141"
"Bandera County",48019,1.1,245,"578 of 3141"
"Kent County",48263,1.2,8,"569 of 3141"
"Grimes County",48185,1.2,323,"566 of 3141"
"Dallam County",48111,1.3,93,"524 of 3141"
"Maverick County",48323,1.3,743,"522 of 3141"
"Clay County",48077,1.3,139,"516 of 3141"
"Grayson County",48181,1.3,1695,"515 of 3141"
"Armstrong County",48011,1.3,26,"512 of 3141"
"Menard County",48327,1.5,31,"478 of 3141"
"Polk County",48373,1.5,710,"460 of 3141"
"Hutchinson County",48233,1.6,344,"447 of 3141"
"Mason County",48319,1.6,66,"443 of 3141"
"Gray County",48179,1.7,388,"431 of 3141"
"Wilbarger County",48487,1.7,226,"425 of 3141"
"Dawson County",48115,1.9,243,"410 of 3141"
"Brewster County",48043,1.9,174,"406 of 3141"
"Navarro County",48349,1.9,919,"401 of 3141"
"Ochiltree County",48357,1.9,201,"398 of 3141"
"Ward County",48475,2.1,243,"372 of 3141"
"San Augustine County",48405,2.1,178,"371 of 3141"
"Martin County",48317,2.3,126,"354 of 3141"
"Gillespie County",48171,2.4,631,"327 of 3141"
"Swisher County",48437,3.6,271,"256 of 3141"
"Collingsworth County",48087,4.6,139,"218 of 3141"
"Loving County",48301,5.4,4,"192 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
