------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '48', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=48&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Texas by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Nueces County",48355,31.9,114305,"2739 of 3141"
"Liberty County",48291,31.9,25511,"2733 of 3141"
"San Patricio County",48409,32.0,21392,"2727 of 3141"
"Atascosa County",48013,32.0,15403,"2726 of 3141"
"Wichita County",48485,32.0,42179,"2722 of 3141"
"Hartley County",48205,32.1,1867,"2716 of 3141"
"Howard County",48227,32.1,11716,"2714 of 3141"
"Terry County",48445,32.2,4102,"2703 of 3141"
"Tom Green County",48451,32.2,37667,"2697 of 3141"
"Uvalde County",48463,32.3,8715,"2695 of 3141"
"Oldham County",48359,32.3,672,"2694 of 3141"
"Bailey County",48017,32.3,2291,"2693 of 3141"
"Caldwell County",48055,32.3,13111,"2689 of 3141"
"Scurry County",48415,32.4,5625,"2680 of 3141"
"Randall County",48381,32.5,42492,"2668 of 3141"
"Castro County",48069,32.7,2580,"2652 of 3141"
"Johnson County",48251,32.7,52420,"2650 of 3141"
"Gregg County",48183,32.8,40456,"2643 of 3141"
"Jefferson County",48245,32.9,83725,"2628 of 3141"
"Anderson County",48001,32.9,19013,"2626 of 3141"
"Cochran County",48079,33.0,968,"2614 of 3141"
"Jones County",48253,33.0,6594,"2613 of 3141"
"Gray County",48179,33.2,7625,"2595 of 3141"
"Galveston County",48167,33.7,108205,"2542 of 3141"
"Victoria County",48469,33.7,30834,"2541 of 3141"
"Hudspeth County",48229,33.8,1251,"2533 of 3141"
"Angelina County",48005,33.8,29681,"2526 of 3141"
"La Salle County",48283,33.9,2514,"2519 of 3141"
"Smith County",48423,33.9,75333,"2518 of 3141"
"Schleicher County",48413,33.9,1059,"2510 of 3141"
"Duval County",48131,34.0,3893,"2495 of 3141"
"Sherman County",48421,34.1,1047,"2475 of 3141"
"Lamb County",48279,34.5,4612,"2437 of 3141"
"Bowie County",48037,34.7,32506,"2404 of 3141"
"Roberts County",48393,34.8,309,"2394 of 3141"
"Hutchinson County",48233,34.9,7568,"2375 of 3141"
"Cherokee County",48073,35.3,18196,"2316 of 3141"
"Bastrop County",48021,35.3,28361,"2305 of 3141"
"Orange County",48361,35.3,29642,"2303 of 3141"
"Gonzales County",48177,35.5,7305,"2274 of 3141"
"Rusk County",48401,35.5,18843,"2273 of 3141"
"Harrison County",48203,35.5,23674,"2272 of 3141"
"Calhoun County",48057,35.6,7761,"2269 of 3141"
"Wharton County",48481,35.6,14739,"2267 of 3141"
"Lipscomb County",48295,35.6,1245,"2259 of 3141"
"Wise County",48497,35.6,22536,"2257 of 3141"
"Glasscock County",48173,35.6,506,"2256 of 3141"
"Shelby County",48419,35.6,9157,"2254 of 3141"
"Navarro County",48349,35.8,17258,"2233 of 3141"
"Hunt County",48231,35.8,32314,"2232 of 3141"
"Swisher County",48437,35.8,2703,"2224 of 3141"
"Jack County",48237,35.9,3170,"2221 of 3141"
"Crockett County",48105,35.9,1376,"2218 of 3141"
"Hardin County",48199,35.9,20095,"2213 of 3141"
"Jim Hogg County",48247,35.9,1889,"2212 of 3141"
"Crosby County",48107,36.0,2125,"2190 of 3141"
"Medina County",48325,36.3,17623,"2147 of 3141"
"Nolan County",48353,36.3,5448,"2141 of 3141"
"Wilson County",48493,36.4,17196,"2129 of 3141"
"Sterling County",48431,36.4,415,"2128 of 3141"
"Floyd County",48153,36.5,2170,"2124 of 3141"
"Parker County",48367,36.5,45960,"2120 of 3141"
"Matagorda County",48321,36.6,13433,"2111 of 3141"
"Camp County",48063,36.7,4651,"2085 of 3141"
"Falls County",48145,36.7,6351,"2076 of 3141"
"Lynn County",48305,36.9,2133,"2050 of 3141"
"Hopkins County",48223,37.0,13277,"2033 of 3141"
"Presidio County",48377,37.0,2662,"2013 of 3141"
"Grimes County",48185,37.1,10143,"1997 of 3141"
"Wilbarger County",48487,37.1,4810,"1996 of 3141"
"Concho County",48095,37.3,1440,"1947 of 3141"
"Panola County",48365,37.5,8833,"1905 of 3141"
"Jackson County",48239,37.5,5533,"1894 of 3141"
"Grayson County",48181,37.7,47608,"1845 of 3141"
"Limestone County",48293,37.8,8881,"1829 of 3141"
"Lamar County",48277,38.1,18840,"1757 of 3141"
"Sutton County",48435,38.3,1491,"1718 of 3141"
"Carson County",48065,38.3,2311,"1714 of 3141"
"Cooke County",48097,38.3,14973,"1711 of 3141"
"Wheeler County",48483,38.5,2155,"1685 of 3141"
"Somervell County",48425,38.9,3365,"1599 of 3141"
"Upshur County",48459,39.0,15793,"1580 of 3141"
"Lampasas County",48281,39.1,8010,"1552 of 3141"
"Freestone County",48161,39.2,7698,"1538 of 3141"
"Stephens County",48429,39.2,3672,"1533 of 3141"
"Jasper County",48241,39.2,13900,"1531 of 3141"
"Brown County",48049,39.3,14853,"1509 of 3141"
"Lee County",48287,39.3,6630,"1495 of 3141"
"Knox County",48275,39.4,1478,"1487 of 3141"
"Fannin County",48147,39.5,13362,"1445 of 3141"
"Austin County",48015,39.6,11608,"1424 of 3141"
"Kinney County",48271,39.7,1440,"1420 of 3141"
"Comal County",48091,39.7,51301,"1404 of 3141"
"Borden County",48033,39.9,240,"1374 of 3141"
"Palo Pinto County",48363,40.0,11254,"1331 of 3141"
"Robertson County",48395,40.0,6699,"1326 of 3141"
"Milam County",48331,40.1,9809,"1321 of 3141"
"Shackelford County",48417,40.3,1348,"1278 of 3141"
"Live Oak County",48297,40.3,4859,"1261 of 3141"
"Kendall County",48259,40.4,16295,"1239 of 3141"
"Young County",48503,40.5,7364,"1207 of 3141"
"DeWitt County",48123,40.6,8308,"1197 of 3141"
"San Saba County",48411,40.7,2379,"1178 of 3141"
"Hill County",48217,40.7,14302,"1160 of 3141"
"Motley County",48345,40.8,454,"1158 of 3141"
"Culberson County",48109,40.8,920,"1156 of 3141"
"McMullen County",48311,40.8,245,"1140 of 3141"
"Runnels County",48399,41.0,4211,"1102 of 3141"
"Franklin County",48159,41.1,4370,"1087 of 3141"
"Brewster County",48043,41.1,3792,"1074 of 3141"
"Morris County",48343,41.1,5155,"1071 of 3141"
"Refugio County",48391,41.1,3001,"1069 of 3141"
"Hardeman County",48197,41.2,1642,"1068 of 3141"
"Tyler County",48457,41.2,8835,"1060 of 3141"
"Washington County",48477,41.2,14278,"1056 of 3141"
"Van Zandt County",48467,41.2,22083,"1053 of 3141"
"Burleson County",48051,41.2,7257,"1049 of 3141"
"Collingsworth County",48087,41.3,1250,"1034 of 3141"
"McCulloch County",48307,41.5,3383,"997 of 3141"
"Hall County",48191,41.8,1297,"958 of 3141"
"Polk County",48373,41.9,19689,"938 of 3141"
"Cass County",48067,41.9,12631,"934 of 3141"
"Newton County",48351,41.9,5950,"933 of 3141"
"Haskell County",48207,42.0,2437,"927 of 3141"
"Callahan County",48059,42.5,5799,"856 of 3141"
"Delta County",48119,42.5,2200,"842 of 3141"
"Henderson County",48213,42.6,33945,"827 of 3141"
"Houston County",48225,42.6,9737,"823 of 3141"
"Dickens County",48125,42.8,951,"800 of 3141"
"Colorado County",48089,42.8,8955,"786 of 3141"
"Archer County",48009,43.2,3798,"732 of 3141"
"Montague County",48337,43.3,8402,"716 of 3141"
"Lavaca County",48285,43.4,8619,"704 of 3141"
"Donley County",48129,43.4,1491,"697 of 3141"
"Eastland County",48133,43.5,7951,"687 of 3141"
"Fisher County",48151,43.5,1686,"684 of 3141"
"Burnet County",48053,43.7,19672,"657 of 3141"
"Armstrong County",48011,43.8,844,"652 of 3141"
"San Jacinto County",48407,43.8,12018,"647 of 3141"
"Comanche County",48093,43.8,5915,"640 of 3141"
"Briscoe County",48045,44.1,702,"606 of 3141"
"Goliad County",48175,44.3,3326,"588 of 3141"
"Leon County",48289,44.4,7527,"579 of 3141"
"Red River County",48387,44.8,5536,"536 of 3141"
"Irion County",48235,44.8,714,"535 of 3141"
"Cottle County",48101,45.1,675,"511 of 3141"
"Clay County",48077,45.2,4690,"495 of 3141"
"Kent County",48263,45.3,308,"492 of 3141"
"Hood County",48221,45.7,25339,"440 of 3141"
"Bosque County",48035,46.0,8261,"415 of 3141"
"Hamilton County",48193,46.1,3788,"406 of 3141"
"Baylor County",48023,46.1,1660,"405 of 3141"
"Rains County",48379,46.1,5187,"402 of 3141"
"Edwards County",48137,46.7,986,"360 of 3141"
"Coleman County",48083,46.8,3944,"349 of 3141"
"Fayette County",48149,46.9,11696,"346 of 3141"
"Throckmorton County",48447,47.1,726,"329 of 3141"
"Mills County",48333,47.1,2303,"328 of 3141"
"Kerr County",48265,47.8,24283,"283 of 3141"
"Wood County",48499,48.0,20796,"274 of 3141"
"Mason County",48319,48.1,1984,"261 of 3141"
"Trinity County",48455,48.2,6984,"253 of 3141"
"Terrell County",48443,48.3,348,"251 of 3141"
"Foard County",48155,48.3,683,"247 of 3141"
"San Augustine County",48405,48.5,4072,"242 of 3141"
"Coke County",48081,48.9,1584,"222 of 3141"
"Menard County",48327,49.1,1043,"213 of 3141"
"Blanco County",48031,49.5,5493,"195 of 3141"
"Aransas County",48007,49.6,12326,"189 of 3141"
"Marion County",48315,49.6,5034,"188 of 3141"
"Gillespie County",48171,50.2,13032,"162 of 3141"
"Bandera County",48019,52.7,11240,"91 of 3141"
"Real County",48385,52.9,1777,"88 of 3141"
"Sabine County",48403,52.9,5521,"86 of 3141"
"Kimble County",48267,53.1,2353,"81 of 3141"
"Stonewall County",48433,53.3,578,"76 of 3141"
"Jeff Davis County",48243,54.5,1218,"52 of 3141"
"Llano County",48299,58.9,11901,"19 of 3141"
"Loving County",48301,66.2,49,"4 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
