------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"Lawrence County",28077,16.8,2125,"1842 of 3141"
"Grenada County",28043,16.8,3589,"1841 of 3141"
"Marion County",28091,16.8,4283,"1833 of 3141"
"Clay County",28025,16.9,3381,"1801 of 3141"
"Perry County",28111,17.0,2049,"1769 of 3141"
"Webster County",28155,17.0,1682,"1761 of 3141"
"Adams County",28001,17.3,5454,"1690 of 3141"
"Issaquena County",28055,17.3,224,"1684 of 3141"
"Prentiss County",28117,17.3,4390,"1680 of 3141"
"Benton County",28009,17.3,1441,"1660 of 3141"
"Alcorn County",28003,17.5,6505,"1616 of 3141"
"Pearl River County",28109,17.6,9706,"1567 of 3141"
"Calhoun County",28013,17.7,2580,"1557 of 3141"
"Smith County",28129,17.8,2867,"1504 of 3141"
"Walthall County",28147,18.2,2671,"1379 of 3141"
"Franklin County",28037,18.3,1420,"1362 of 3141"
"Kemper County",28069,18.3,1845,"1352 of 3141"
"Attala County",28007,18.3,3437,"1340 of 3141"
"Monroe County",28095,18.4,6607,"1335 of 3141"
"Hancock County",28045,18.6,8591,"1272 of 3141"
"Jasper County",28061,18.7,3090,"1242 of 3141"
"Yalobusha County",28161,18.7,2321,"1238 of 3141"
"Winston County",28159,18.9,3490,"1166 of 3141"
"Clarke County",28023,19.0,3063,"1122 of 3141"
"Montgomery County",28097,19.8,2041,"917 of 3141"
"Tishomingo County",28141,19.9,3871,"899 of 3141"
"Jefferson Davis County",28065,20.3,2357,"792 of 3141"
"Choctaw County",28019,20.4,1709,"754 of 3141"
"Carroll County",28015,21.4,2191,"567 of 3141"
"Amite County",28005,21.5,2699,"563 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
