------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Tippah County",28139,34.6,7609,"2424 of 3141"
"Tate County",28137,34.8,9857,"2389 of 3141"
"Jackson County",28059,34.9,49305,"2372 of 3141"
"Pike County",28113,34.9,13891,"2369 of 3141"
"Jones County",28067,35.1,23987,"2332 of 3141"
"Covington County",28031,35.2,6750,"2322 of 3141"
"Lauderdale County",28075,35.2,27561,"2320 of 3141"
"Jefferson County",28063,35.4,2645,"2289 of 3141"
"Chickasaw County",28017,35.5,6139,"2284 of 3141"
"Wilkinson County",28157,35.6,3231,"2268 of 3141"
"Noxubee County",28103,35.7,3909,"2242 of 3141"
"Humphreys County",28053,35.8,3108,"2228 of 3141"
"Lincoln County",28085,35.9,12389,"2220 of 3141"
"Quitman County",28119,35.9,2707,"2206 of 3141"
"Itawamba County",28057,36.1,8462,"2185 of 3141"
"Wayne County",28153,36.2,7401,"2172 of 3141"
"Warren County",28149,36.2,17208,"2160 of 3141"
"Prentiss County",28117,36.3,9204,"2155 of 3141"
"Simpson County",28127,36.7,9985,"2091 of 3141"
"Copiah County",28029,36.7,10556,"2080 of 3141"
"Alcorn County",28003,37.0,13771,"2025 of 3141"
"Marion County",28091,37.0,9421,"2018 of 3141"
"Grenada County",28043,37.1,7934,"1989 of 3141"
"Clay County",28025,37.4,7477,"1920 of 3141"
"Marshall County",28093,37.5,13510,"1882 of 3141"
"Smith County",28129,37.9,6110,"1809 of 3141"
"Perry County",28111,37.9,4571,"1801 of 3141"
"Attala County",28007,38.0,7111,"1794 of 3141"
"Webster County",28155,38.1,3756,"1772 of 3141"
"Lawrence County",28077,38.1,4823,"1763 of 3141"
"Calhoun County",28013,38.2,5580,"1745 of 3141"
"Kemper County",28069,38.2,3851,"1743 of 3141"
"Walthall County",28147,38.3,5616,"1723 of 3141"
"Pearl River County",28109,38.3,21085,"1715 of 3141"
"Monroe County",28095,38.7,13920,"1643 of 3141"
"Issaquena County",28055,39.2,508,"1536 of 3141"
"Sharkey County",28125,39.3,1822,"1498 of 3141"
"Benton County",28009,39.3,3268,"1497 of 3141"
"Adams County",28001,39.4,12453,"1473 of 3141"
"Winston County",28159,39.8,7361,"1389 of 3141"
"Jasper County",28061,39.9,6596,"1376 of 3141"
"Yalobusha County",28161,40.1,4984,"1311 of 3141"
"Clarke County",28023,40.1,6458,"1308 of 3141"
"Franklin County",28037,40.4,3141,"1245 of 3141"
"Tishomingo County",28141,40.4,7876,"1234 of 3141"
"Hancock County",28045,40.6,18789,"1191 of 3141"
"Montgomery County",28097,41.3,4253,"1047 of 3141"
"Jefferson Davis County",28065,41.5,4832,"999 of 3141"
"Choctaw County",28019,42.1,3521,"908 of 3141"
"Carroll County",28015,43.6,4452,"678 of 3141"
"Amite County",28005,45.6,5730,"458 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
