------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '28', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=28&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Mississippi by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Washington County",28151,0.1,55,"2570 of 3141"
"Coahoma County",28027,0.1,30,"2530 of 3141"
"Rankin County",28121,0.1,193,"2500 of 3141"
"Chickasaw County",28017,0.1,23,"2485 of 3141"
"Pearl River County",28109,0.1,76,"2458 of 3141"
"Attala County",28007,0.1,26,"2455 of 3141"
"DeSoto County",28033,0.1,242,"2450 of 3141"
"Lee County",28081,0.2,134,"2380 of 3141"
"Lauderdale County",28075,0.2,126,"2365 of 3141"
"Humphreys County",28053,0.2,14,"2364 of 3141"
"Claiborne County",28021,0.2,15,"2353 of 3141"
"Greene County",28041,0.2,23,"2341 of 3141"
"Webster County",28155,0.2,17,"2312 of 3141"
"Madison County",28089,0.2,179,"2297 of 3141"
"Noxubee County",28103,0.2,20,"2255 of 3141"
"Lowndes County",28087,0.2,119,"2163 of 3141"
"Jones County",28067,0.2,146,"2094 of 3141"
"Forrest County",28035,0.2,181,"1994 of 3141"
"Adams County",28001,0.2,78,"1962 of 3141"
"Tishomingo County",28141,0.3,50,"1920 of 3141"
"Sunflower County",28133,0.3,72,"1861 of 3141"
"Bolivar County",28011,0.3,91,"1828 of 3141"
"Grenada County",28043,0.3,63,"1750 of 3141"
"Marion County",28091,0.3,78,"1701 of 3141"
"Wayne County",28153,0.3,67,"1611 of 3141"
"Clay County",28025,0.3,68,"1563 of 3141"
"Yazoo County",28163,0.4,97,"1512 of 3141"
"Hancock County",28045,0.4,171,"1463 of 3141"
"Jackson County",28059,0.4,545,"1418 of 3141"
"Stone County",28131,0.4,74,"1349 of 3141"
"Yalobusha County",28161,0.4,55,"1270 of 3141"
"Pike County",28113,0.5,191,"1200 of 3141"
"Tallahatchie County",28135,0.5,71,"1181 of 3141"
"George County",28039,0.5,117,"1163 of 3141"
"Choctaw County",28019,0.5,43,"1134 of 3141"
"Harrison County",28047,0.5,1055,"1113 of 3141"
"Scott County",28123,0.7,210,"853 of 3141"
"Winston County",28159,1.2,230,"536 of 3141"
"Kemper County",28069,3.7,378,"246 of 3141"
"Newton County",28101,5.1,1088,"203 of 3141"
"Leake County",28079,5.8,1325,"181 of 3141"
"Neshoba County",28099,16.2,4770,"69 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
