"NAME","YEAR","NAICS2017","NAICS2017_LABEL","ESTAB","EMP","PAYANN","state",
"American Samoa","2017","811310","Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance","4","36","445","60",
"American Samoa","2017","8114","Personal and household goods repair and maintenance","3","0","0","60",
"American Samoa","2017","812","Personal and laundry services","16","55","688","60",
"American Samoa","2017","8121","Personal care services","5","12","72","60",
"American Samoa","2017","81211","Hair, nail, and skin care services","4","11","62","60",
"American Samoa","2017","8123","Drycleaning and laundry services","9","39","486","60",
"American Samoa","2017","81231","Coin-operated laundries and drycleaners","8","36","452","60",
"American Samoa","2017","812310","Coin-operated laundries and drycleaners","8","36","452","60",
"American Samoa","2017","813","Religious, grantmaking, civic, professional, and similar organizations","16","217","3314","60",
"American Samoa","2017","446","Health and personal care stores","3","15","237","60",
"American Samoa","2017","4461","Health and personal care stores","3","15","237","60",
"American Samoa","2017","447","Gasoline stations","10","99","904","60",
"American Samoa","2017","4471","Gasoline stations","10","99","904","60",
"American Samoa","2017","44711","Gasoline stations with convenience stores","5","53","518","60",
"American Samoa","2017","447110","Gasoline stations with convenience stores","5","53","518","60",
"American Samoa","2017","44719","Other gasoline stations","5","46","386","60",
"American Samoa","2017","447190","Other gasoline stations","5","46","386","60",
"American Samoa","2017","8131","Religious organizations","8","194","2418","60",
"American Samoa","2017","81311","Religious organizations","8","194","2418","60",
"American Samoa","2017","813110","Religious organizations","8","194","2418","60",
"American Samoa","2017","8134","Civic and social organizations","4","9","554","60",
"American Samoa","2017","81341","Civic and social organizations","4","9","554","60",
"American Samoa","2017","813410","Civic and social organizations","4","9","554","60",
"American Samoa","2017","8139","Business, professional, labor, political, and similar organizations","3","13","306","60",
"American Samoa","2017","99","Industries not classified","11","33","496","60",
"American Samoa","2017","448","Clothing and clothing accessories stores","19","82","1259","60",
"American Samoa","2017","4481","Clothing stores","17","64","931","60",
"American Samoa","2017","44812","Women's clothing stores","6","13","160","60",
"American Samoa","2017","448120","Women's clothing stores","6","13","160","60",
"American Samoa","2017","44814","Family clothing stores","8","45","712","60",
"American Samoa","2017","448140","Family clothing stores","8","45","712","60",
"American Samoa","2017","44819","Other clothing stores","3","0","0","60",
"American Samoa","2017","448190","Other clothing stores","3","0","0","60",
"American Samoa","2017","451","Sporting goods, hobby, musical instrument, and book stores","5","27","257","60",
"American Samoa","2017","4511","Sporting goods, hobby, and musical instrument stores","3","21","185","60",
"American Samoa","2017","452","General merchandise stores","31","351","5336","60",
"American Samoa","2017","4523","General merchandise stores, including warehouse clubs and supercenters","29","338","5192","60",
"American Samoa","2017","45231","General merchandise stores, including warehouse clubs and supercenters","29","338","5192","60",
"American Samoa","2017","452311","Warehouse clubs and supercenters","4","0","0","60",
"American Samoa","2017","452319","All other general merchandise stores","25","307","4291","60",
"American Samoa","2017","453","Miscellaneous store retailers","7","42","566","60",
"American Samoa","2017","4532","Office supplies, stationery, and gift stores","5","25","376","60",
"American Samoa","2017","45322","Gift, novelty, and souvenir stores","4","15","181","60",
"American Samoa","2017","453220","Gift, novelty, and souvenir stores","4","15","181","60",
"American Samoa","2017","454","Nonstore retailers","3","35","642","60",
"American Samoa","2017","48-49","Transportation and warehousing","24","330","4816","60",
"American Samoa","2017","481","Air transportation","4","70","1041","60",
"American Samoa","2017","4811","Scheduled air transportation","3","0","0","60",
"American Samoa","2017","48111","Scheduled air transportation","3","0","0","60",
"American Samoa","2017","484","Truck transportation","4","70","813","60",
"American Samoa","2017","4841","General freight trucking","4","70","813","60",
"American Samoa","2017","48411","General freight trucking, local","4","70","813","60",
"American Samoa","2017","484110","General freight trucking, local","4","70","813","60",
"American Samoa","2017","485","Transit and ground passenger transportation","4","11","110","60",
"American Samoa","2017","488","Support activities for transportation","8","56","1627","60",
"American Samoa","2017","4883","Support activities for water transportation","3","0","0","60",
"American Samoa","2017","4885","Freight transportation arrangement","4","23","460","60",
"American Samoa","2017","48851","Freight transportation arrangement","4","23","460","60",
"American Samoa","2017","488510","Freight transportation arrangement","4","23","460","60",
"American Samoa","2017","51","Information","6","163","4426","60",
"American Samoa","2017","519","Other information services","3","30","558","60",
"American Samoa","2017","5191","Other information services","3","30","558","60",
"American Samoa","2017","51913","Internet publishing and broadcasting and web search portals","3","30","558","60",
"American Samoa","2017","519130","Internet publishing and broadcasting and web search portals","3","30","558","60",
"American Samoa","2017","52","Finance and insurance","15","105","2645","60",
"American Samoa","2017","522","Credit intermediation and related activities","10","85","2292","60",
"American Samoa","2017","5221","Depository credit intermediation","3","0","0","60",
"American Samoa","2017","52211","Commercial banking","3","0","0","60",
"American Samoa","2017","522110","Commercial banking","3","0","0","60",
"American Samoa","2017","5223","Activities related to credit intermediation","6","0","0","60",
"American Samoa","2017","52232","Financial transactions processing, reserve, and clearinghouse activities","5","0","0","60",
"American Samoa","2017","522320","Financial transactions processing, reserve, and clearinghouse activities","5","0","0","60",
"American Samoa","2017","524","Insurance carriers and related activities","5","20","353","60",
"American Samoa","2017","5242","Agencies, brokerages, and other insurance related activities","5","20","353","60",
"American Samoa","2017","00","Total for all sectors","517","8203","124651","60",
"American Samoa","2017","52421","Insurance agencies and brokerages","5","20","353","60",
"American Samoa","2017","524210","Insurance agencies and brokerages","5","20","353","60",
"American Samoa","2017","53","Real estate and rental and leasing","15","83","1175","60",
"American Samoa","2017","531","Real estate","7","45","645","60",
"American Samoa","2017","5311","Lessors of real estate","5","30","493","60",
"American Samoa","2017","53112","Lessors of nonresidential buildings (except miniwarehouses)","3","13","259","60",
"American Samoa","2017","531120","Lessors of nonresidential buildings (except miniwarehouses)","3","13","259","60",
"American Samoa","2017","532","Rental and leasing services","8","38","530","60",
"American Samoa","2017","5321","Automotive equipment rental and leasing","7","26","379","60"
