------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Franklin County",29071,38.0,38908,"1789 of 3141"
"St. Louis County",29189,38.1,381294,"1754 of 3141"
"Lewis County",29111,38.2,3846,"1749 of 3141"
"Perry County",29157,38.2,7309,"1742 of 3141"
"Vernon County",29217,38.4,7934,"1702 of 3141"
"Butler County",29023,38.4,16452,"1698 of 3141"
"Howell County",29091,38.7,15540,"1637 of 3141"
"Livingston County",29117,38.8,5834,"1617 of 3141"
"Miller County",29131,38.9,9703,"1603 of 3141"
"Howard County",29089,38.9,3948,"1594 of 3141"
"Schuyler County",29197,39.3,1748,"1518 of 3141"
"Clinton County",29049,39.3,8051,"1516 of 3141"
"New Madrid County",29143,39.3,7086,"1511 of 3141"
"Warren County",29219,39.3,13189,"1510 of 3141"
"Madison County",29123,39.5,4826,"1464 of 3141"
"Ray County",29177,39.6,9054,"1430 of 3141"
"Sullivan County",29211,39.7,2532,"1417 of 3141"
"Stoddard County",29207,39.7,11776,"1403 of 3141"
"Daviess County",29061,39.9,3309,"1373 of 3141"
"Lafayette County",29107,39.9,13041,"1360 of 3141"
"Andrew County",29003,40.0,6943,"1338 of 3141"
"Crawford County",29055,40.0,9760,"1335 of 3141"
"Gentry County",29075,40.2,2689,"1292 of 3141"
"Taney County",29213,40.2,21841,"1290 of 3141"
"Barton County",29011,40.2,4805,"1284 of 3141"
"Bates County",29013,40.3,6613,"1269 of 3141"
"Carter County",29035,40.4,2527,"1249 of 3141"
"Grundy County",29079,40.6,4103,"1196 of 3141"
"Caldwell County",29025,40.9,3702,"1121 of 3141"
"Ripley County",29181,41.0,5666,"1097 of 3141"
"Wright County",29229,41.1,7519,"1086 of 3141"
"Carroll County",29033,41.1,3660,"1083 of 3141"
"Texas County",29215,41.4,10635,"1027 of 3141"
"Barry County",29009,41.5,14677,"1007 of 3141"
"Bollinger County",29017,41.7,5153,"970 of 3141"
"Macon County",29121,41.8,6404,"959 of 3141"
"Ste. Genevieve County",29186,42.0,7503,"929 of 3141"
"Dallas County",29059,42.0,6902,"926 of 3141"
"Linn County",29115,42.0,5149,"918 of 3141"
"Clark County",29045,42.1,2864,"915 of 3141"
"Harrison County",29081,42.2,3637,"891 of 3141"
"Shelby County",29205,42.3,2571,"884 of 3141"
"Mercer County",29129,42.3,1552,"876 of 3141"
"Henry County",29083,42.5,9290,"838 of 3141"
"Knox County",29103,42.7,1699,"805 of 3141"
"Montgomery County",29139,42.8,4969,"798 of 3141"
"Dent County",29065,43.1,6714,"743 of 3141"
"Maries County",29125,43.1,3865,"740 of 3141"
"Ralls County",29173,43.4,4435,"694 of 3141"
"Shannon County",29203,43.7,3614,"660 of 3141"
"Cedar County",29039,43.7,6060,"654 of 3141"
"Iron County",29093,44.1,4539,"605 of 3141"
"Monroe County",29137,44.6,3867,"559 of 3141"
"Reynolds County",29179,44.9,2855,"530 of 3141"
"Putnam County",29171,44.9,2176,"527 of 3141"
"Gasconade County",29073,45.3,6697,"485 of 3141"
"Chariton County",29041,45.4,3447,"474 of 3141"
"Wayne County",29223,45.6,6095,"455 of 3141"
"Oregon County",29149,45.6,4916,"454 of 3141"
"Morgan County",29141,46.0,9237,"419 of 3141"
"Dade County",29057,46.1,3495,"403 of 3141"
"Douglas County",29067,46.7,6255,"359 of 3141"
"Atchison County",29005,46.8,2495,"355 of 3141"
"Worth County",29227,47.4,974,"305 of 3141"
"Holt County",29087,47.9,2154,"280 of 3141"
"St. Clair County",29185,50.0,4694,"174 of 3141"
"Camden County",29029,51.3,23030,"129 of 3141"
"Ozark County",29153,51.4,4790,"127 of 3141"
"Stone County",29209,53.7,16943,"65 of 3141"
"Benton County",29015,54.4,10288,"54 of 3141"
"Hickory County",29085,56.7,5304,"33 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
