------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'pop', 'demo': '00002', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_013.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00002&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Population: Age under 18
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age Under 18),Rank within US
"Callaway County",29027,21.4,9568,"2020 of 3141"
"Wayne County",29223,21.4,2861,"2012 of 3141"
"Cape Girardeau County",29031,21.4,16723,"2003 of 3141"
"Ralls County",29173,21.5,2195,"1979 of 3141"
"Livingston County",29117,21.5,3234,"1972 of 3141"
"Johnson County",29101,21.7,11696,"1917 of 3141"
"Stoddard County",29207,21.8,6461,"1857 of 3141"
"Morgan County",29141,21.9,4407,"1807 of 3141"
"Cooper County",29053,21.9,3864,"1806 of 3141"
"Pike County",29163,22.0,4077,"1762 of 3141"
"Shannon County",29203,22.1,1829,"1724 of 3141"
"Mississippi County",29133,22.1,3077,"1721 of 3141"
"Randolph County",29175,22.1,5531,"1709 of 3141"
"Howard County",29089,22.2,2249,"1694 of 3141"
"Ste. Genevieve County",29186,22.2,3966,"1685 of 3141"
"Bollinger County",29017,22.2,2745,"1661 of 3141"
"Putnam County",29171,22.3,1079,"1646 of 3141"
"St. Louis County",29189,22.3,222577,"1645 of 3141"
"Pulaski County",29169,22.3,11837,"1634 of 3141"
"Monroe County",29137,22.3,1933,"1632 of 3141"
"Oregon County",29149,22.4,2411,"1594 of 3141"
"Henry County",29083,22.4,4886,"1586 of 3141"
"Chariton County",29041,22.7,1719,"1473 of 3141"
"Madison County",29123,22.7,2781,"1436 of 3141"
"Cole County",29051,22.8,17480,"1424 of 3141"
"Carroll County",29033,22.8,2035,"1387 of 3141"
"Barry County",29009,22.9,8100,"1372 of 3141"
"Saline County",29195,22.9,5273,"1361 of 3141"
"Buchanan County",29021,22.9,20504,"1354 of 3141"
"Montgomery County",29139,23.0,2670,"1325 of 3141"
"Dent County",29065,23.0,3584,"1303 of 3141"
"Washington County",29221,23.0,5754,"1293 of 3141"
"Andrew County",29003,23.1,4005,"1283 of 3141"
"Ray County",29177,23.1,5290,"1254 of 3141"
"Ripley County",29181,23.2,3197,"1248 of 3141"
"Lewis County",29111,23.2,2334,"1247 of 3141"
"Sullivan County",29211,23.2,1481,"1225 of 3141"
"Grundy County",29079,23.2,2347,"1220 of 3141"
"Texas County",29215,23.2,5977,"1213 of 3141"
"Osage County",29151,23.3,3168,"1188 of 3141"
"Lafayette County",29107,23.3,7604,"1185 of 3141"
"Crawford County",29055,23.3,5691,"1164 of 3141"
"Audrain County",29007,23.4,6019,"1156 of 3141"
"Butler County",29023,23.4,10025,"1141 of 3141"
"Franklin County",29071,23.4,23988,"1134 of 3141"
"Polk County",29167,23.5,7353,"1117 of 3141"
"New Madrid County",29143,23.5,4232,"1113 of 3141"
"Marion County",29127,23.6,6765,"1068 of 3141"
"Dallas County",29059,23.7,3890,"1029 of 3141"
"Clark County",29045,23.7,1614,"1009 of 3141"
"Scott County",29201,23.8,9235,"984 of 3141"
"Clinton County",29049,23.8,4879,"966 of 3141"
"Miller County",29131,23.8,5949,"948 of 3141"
"Jefferson County",29099,23.9,53139,"936 of 3141"
"Platte County",29165,23.9,23149,"930 of 3141"
"Linn County",29115,23.9,2928,"924 of 3141"
"Jackson County",29095,23.9,164888,"906 of 3141"
"Shelby County",29205,23.9,1457,"904 of 3141"
"Macon County",29121,24.0,3676,"880 of 3141"
"Vernon County",29217,24.0,4959,"879 of 3141"
"Knox County",29103,24.0,955,"869 of 3141"
"Perry County",29157,24.0,4597,"867 of 3141"
"Cedar County",29039,24.0,3331,"865 of 3141"
"Warren County",29219,24.1,8085,"841 of 3141"
"Caldwell County",29025,24.1,2180,"839 of 3141"
"St. Charles County",29183,24.1,92914,"823 of 3141"
"Howell County",29091,24.2,9731,"770 of 3141"
"Newton County",29145,24.3,14129,"763 of 3141"
"Bates County",29013,24.3,3992,"740 of 3141"
"Laclede County",29105,24.5,8689,"691 of 3141"
"Carter County",29035,24.5,1535,"678 of 3141"
"Barton County",29011,24.6,2935,"669 of 3141"
"Harrison County",29081,24.6,2118,"665 of 3141"
"Clay County",29047,24.7,58376,"620 of 3141"
"Wright County",29229,24.8,4544,"594 of 3141"
"Gentry County",29075,24.9,1664,"575 of 3141"
"Cass County",29037,24.9,25364,"570 of 3141"
"Moniteau County",29135,25.0,3973,"548 of 3141"
"Pettis County",29159,25.0,10582,"541 of 3141"
"Mercer County",29129,25.0,919,"530 of 3141"
"Jasper County",29097,25.3,29968,"479 of 3141"
"Lawrence County",29109,25.5,9728,"438 of 3141"
"Daviess County",29061,25.6,2125,"420 of 3141"
"Dunklin County",29069,25.9,8012,"374 of 3141"
"Christian County",29043,26.0,21557,"368 of 3141"
"McDonald County",29119,26.0,5920,"358 of 3141"
"Lincoln County",29113,26.1,14297,"348 of 3141"
"Pemiscot County",29155,26.5,4597,"308 of 3141"
"Schuyler County",29197,26.7,1190,"285 of 3141"
"Webster County",29225,27.2,10225,"227 of 3141"
"Scotland County",29199,28.3,1382,"147 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age under 18, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
