------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Crawford County",29055,49090.000000000,"2581 of 3141"
"Stoddard County",29207,49246.000000000,"2569 of 3141"
"St. Louis City",29510,49555.000000000,"2545 of 3141"
"Vernon County",29217,49678.000000000,"2535 of 3141"
"Carter County",29035,49750.000000000,"2530 of 3141"
"Lawrence County",29109,49763.000000000,"2529 of 3141"
"Linn County",29115,50033.000000000,"2508 of 3141"
"Scott County",29201,50242.000000000,"2491 of 3141"
"Knox County",29103,50404.000000000,"2470 of 3141"
"Laclede County",29105,50710.000000000,"2438 of 3141"
"Reynolds County",29179,50712.000000000,"2436 of 3141"
"Madison County",29123,50781.000000000,"2429 of 3141"
"Bollinger County",29017,50973.000000000,"2409 of 3141"
"Barton County",29011,51056.000000000,"2403 of 3141"
"Barry County",29009,51242.000000000,"2392 of 3141"
"Sullivan County",29211,51294.000000000,"2388 of 3141"
"Miller County",29131,51395.000000000,"2376 of 3141"
"Macon County",29121,51529.000000000,"2361 of 3141"
"Mercer County",29129,51696.000000000,"2350 of 3141"
"Pettis County",29159,51903.000000000,"2329 of 3141"
"Polk County",29167,52027.000000000,"2311 of 3141"
"Montgomery County",29139,52146.000000000,"2297 of 3141"
"Saline County",29195,52378.000000000,"2272 of 3141"
"Stone County",29209,52577.000000000,"2248 of 3141"
"Harrison County",29081,52578.000000000,"2247 of 3141"
"Chariton County",29041,52708.000000000,"2233 of 3141"
"Webster County",29225,53550.000000000,"2171 of 3141"
"Henry County",29083,53636.000000000,"2164 of 3141"
"St. Francois County",29187,54248.000000000,"2121 of 3141"
"Monroe County",29137,54565.000000000,"2097 of 3141"
"Worth County",29227,54609.000000000,"2090 of 3141"
"Clark County",29045,54630.000000000,"2088 of 3141"
"Gentry County",29075,55094.000000000,"2049 of 3141"
"Audrain County",29007,55227.000000000,"2033 of 3141"
"Maries County",29125,55601.000000000,"2001 of 3141"
"Jasper County",29097,55780.000000000,"1982 of 3141"
"Marion County",29127,56152.000000000,"1948 of 3141"
"Shelby County",29205,56164.000000000,"1947 of 3141"
"Newton County",29145,56203.000000000,"1946 of 3141"
"Holt County",29087,56250.000000000,"1940 of 3141"
"Caldwell County",29025,56598.000000000,"1908 of 3141"
"Pike County",29163,56715.000000000,"1895 of 3141"
"Carroll County",29033,57183.000000000,"1847 of 3141"
"Lewis County",29111,58073.000000000,"1752 of 3141"
"Greene County",29077,58210.000000000,"1740 of 3141"
"Phelps County",29161,58257.000000000,"1734 of 3141"
"Grundy County",29079,58899.000000000,"1678 of 3141"
"Scotland County",29199,59007.000000000,"1666 of 3141"
"Ste. Genevieve County",29186,59063.000000000,"1658 of 3141"
"Livingston County",29117,59142.000000000,"1649 of 3141"
"Camden County",29029,59297.000000000,"1635 of 3141"
"Randolph County",29175,59346.000000000,"1628 of 3141"
"Nodaway County",29147,59462.000000000,"1612 of 3141"
"Daviess County",29061,59487.000000000,"1610 of 3141"
"Gasconade County",29073,59759.000000000,"1582 of 3141"
"Bates County",29013,59982.000000000,"1552 of 3141"
"Atchison County",29005,60161.000000000,"1532 of 3141"
"Moniteau County",29135,60296.000000000,"1513 of 3141"
"Ralls County",29173,60308.000000000,"1511 of 3141"
"Buchanan County",29021,60344.000000000,"1506 of 3141"
"Adair County",29001,61193.000000000,"1419 of 3141"
"Howard County",29089,61385.000000000,"1400 of 3141"
"Pulaski County",29169,61567.000000000,"1382 of 3141"
"DeKalb County",29063,61932.000000000,"1349 of 3141"
"Johnson County",29101,62940.000000000,"1252 of 3141"
"Cooper County",29053,63149.000000000,"1228 of 3141"
"Lafayette County",29107,63226.000000000,"1219 of 3141"
"Cape Girardeau County",29031,64443.000000000,"1117 of 3141"
"Jackson County",29095,65171.000000000,"1056 of 3141"
"Callaway County",29027,65452.000000000,"1029 of 3141"
"Franklin County",29071,65468.000000000,"1026 of 3141"
"Christian County",29043,65491.000000000,"1024 of 3141"
"Warren County",29219,66787.000000000,"935 of 3141"
"Lincoln County",29113,67580.000000000,"875 of 3141"
"Perry County",29157,67846.000000000,"856 of 3141"
"Osage County",29151,68315.000000000,"824 of 3141"
"Clinton County",29049,68523.000000000,"807 of 3141"
"Jefferson County",29099,69238.000000000,"771 of 3141"
"Cole County",29051,69258.000000000,"768 of 3141"
"Ray County",29177,70519.000000000,"699 of 3141"
"Andrew County",29003,72237.000000000,"599 of 3141"
"Boone County",29019,75064.000000000,"459 of 3141"
"Cass County",29037,76483.000000000,"410 of 3141"
"Clay County",29047,78403.000000000,"348 of 3141"
"St. Louis County",29189,81817.000000000,"275 of 3141"
"Platte County",29165,90397.000000000,"157 of 3141"
"St. Charles County",29183,92627.000000000,"132 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
