------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Clay County",29047,32.4,76568,"1092 of 3141"
"Texas County",29215,32.5,8346,"1100 of 3141"
"Audrain County",29007,32.5,8372,"1112 of 3141"
"Moniteau County",29135,32.5,5175,"1128 of 3141"
"Vernon County",29217,32.7,6767,"1211 of 3141"
"Callaway County",29027,32.8,14681,"1227 of 3141"
"Mississippi County",29133,32.8,4565,"1239 of 3141"
"Stoddard County",29207,32.9,9750,"1292 of 3141"
"Scott County",29201,33.0,12808,"1318 of 3141"
"Knox County",29103,33.0,1311,"1323 of 3141"
"Cole County",29051,33.1,25382,"1367 of 3141"
"Sullivan County",29211,33.1,2112,"1377 of 3141"
"Laclede County",29105,33.1,11756,"1392 of 3141"
"Douglas County",29067,33.2,4451,"1447 of 3141"
"Carroll County",29033,33.3,2963,"1459 of 3141"
"Worth County",29227,33.3,684,"1482 of 3141"
"Linn County",29115,33.3,4082,"1489 of 3141"
"Carter County",29035,33.4,2088,"1517 of 3141"
"Ripley County",29181,33.4,4615,"1547 of 3141"
"Randolph County",29175,33.4,8357,"1558 of 3141"
"Perry County",29157,33.5,6402,"1568 of 3141"
"St. Louis County",29189,33.5,334434,"1572 of 3141"
"Henry County",29083,33.5,7314,"1591 of 3141"
"Barry County",29009,33.6,11895,"1637 of 3141"
"Warren County",29219,33.6,11277,"1642 of 3141"
"St. Francois County",29187,33.6,22275,"1654 of 3141"
"Caldwell County",29025,33.7,3044,"1676 of 3141"
"Putnam County",29171,33.7,1631,"1679 of 3141"
"Cass County",29037,33.7,34316,"1695 of 3141"
"Dent County",29065,33.7,5251,"1719 of 3141"
"Clinton County",29049,33.7,6915,"1723 of 3141"
"Osage County",29151,33.7,4592,"1723 of 3141"
"Miller County",29131,33.8,8420,"1730 of 3141"
"McDonald County",29119,33.8,7681,"1735 of 3141"
"St. Charles County",29183,33.8,130079,"1745 of 3141"
"Shannon County",29203,33.8,2800,"1791 of 3141"
"Crawford County",29055,33.9,8257,"1798 of 3141"
"St. Clair County",29185,33.9,3183,"1808 of 3141"
"Montgomery County",29139,33.9,3943,"1841 of 3141"
"Morgan County",29141,34.0,6830,"1863 of 3141"
"Mercer County",29129,34.0,1249,"1895 of 3141"
"Hickory County",29085,34.0,3184,"1897 of 3141"
"Dade County",29057,34.1,2584,"1914 of 3141"
"Wright County",29229,34.1,6243,"1925 of 3141"
"Lincoln County",29113,34.1,18691,"1926 of 3141"
"Dallas County",29059,34.1,5614,"1944 of 3141"
"Atchison County",29005,34.2,1824,"1962 of 3141"
"Madison County",29123,34.2,4187,"1989 of 3141"
"Monroe County",29137,34.3,2976,"2012 of 3141"
"New Madrid County",29143,34.3,6185,"2014 of 3141"
"Clark County",29045,34.4,2344,"2092 of 3141"
"Platte County",29165,34.5,33393,"2106 of 3141"
"Oregon County",29149,34.5,3719,"2125 of 3141"
"Lafayette County",29107,34.5,11277,"2135 of 3141"
"Gasconade County",29073,34.6,5105,"2151 of 3141"
"Wayne County",29223,34.7,4644,"2226 of 3141"
"Franklin County",29071,35.0,35810,"2350 of 3141"
"Jefferson County",29099,35.0,77931,"2368 of 3141"
"DeKalb County",29063,35.1,4413,"2418 of 3141"
"Ralls County",29173,35.2,3589,"2427 of 3141"
"Washington County",29221,35.2,8780,"2429 of 3141"
"Reynolds County",29179,35.3,2248,"2482 of 3141"
"Bollinger County",29017,35.5,4383,"2546 of 3141"
"Andrew County",29003,35.5,6164,"2550 of 3141"
"Ray County",29177,35.6,8134,"2576 of 3141"
"Camden County",29029,35.6,15967,"2582 of 3141"
"Iron County",29093,35.6,3665,"2591 of 3141"
"Ozark County",29153,35.8,3338,"2635 of 3141"
"Maries County",29125,35.8,3206,"2636 of 3141"
"Stone County",29209,36.0,11342,"2694 of 3141"
"Holt County",29087,36.0,1619,"2699 of 3141"
"Benton County",29015,36.0,6811,"2704 of 3141"
"Ste. Genevieve County",29186,36.5,6519,"2814 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
