------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Missouri by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Scott County",29201,26.2,10180,"1715 of 3141"
"Washington County",29221,26.2,6547,"1723 of 3141"
"Butler County",29023,26.3,11282,"1761 of 3141"
"Osage County",29151,26.5,3610,"1822 of 3141"
"Pemiscot County",29155,26.6,4617,"1857 of 3141"
"Newton County",29145,26.7,15541,"1875 of 3141"
"Lewis County",29111,26.7,2690,"1878 of 3141"
"Taney County",29213,26.8,14552,"1909 of 3141"
"Moniteau County",29135,27.0,4288,"1956 of 3141"
"Christian County",29043,27.2,22556,"2011 of 3141"
"Lincoln County",29113,27.2,14892,"2013 of 3141"
"Pettis County",29159,27.2,11522,"2034 of 3141"
"Audrain County",29007,27.3,7023,"2045 of 3141"
"Marion County",29127,27.3,7841,"2061 of 3141"
"St. Louis County",29189,27.4,273908,"2090 of 3141"
"Jefferson County",29099,27.6,61342,"2122 of 3141"
"Livingston County",29117,27.7,4162,"2158 of 3141"
"Platte County",29165,28.2,27288,"2259 of 3141"
"St. Charles County",29183,28.4,109184,"2304 of 3141"
"Mississippi County",29133,28.4,3952,"2319 of 3141"
"Howard County",29089,28.7,2915,"2400 of 3141"
"Randolph County",29175,28.8,7185,"2405 of 3141"
"Pike County",29163,28.8,5331,"2407 of 3141"
"Cooper County",29053,29.1,5130,"2461 of 3141"
"Saline County",29195,29.4,6763,"2514 of 3141"
"Cole County",29051,29.4,22568,"2517 of 3141"
"Clay County",29047,29.6,69976,"2550 of 3141"
"St. Francois County",29187,29.6,19639,"2551 of 3141"
"Polk County",29167,29.8,9337,"2573 of 3141"
"Jasper County",29097,30.0,35568,"2613 of 3141"
"Jackson County",29095,30.2,208156,"2644 of 3141"
"Buchanan County",29021,30.5,27285,"2672 of 3141"
"Callaway County",29027,30.9,13858,"2725 of 3141"
"DeKalb County",29063,32.5,4078,"2850 of 3141"
"Cape Girardeau County",29031,32.8,25572,"2867 of 3141"
"Greene County",29077,33.8,97013,"2927 of 3141"
"Phelps County",29161,34.6,15519,"2958 of 3141"
"St. Louis City",29510,36.9,116195,"3026 of 3141"
"Johnson County",29101,40.4,21818,"3083 of 3141"
"Boone County",29019,41.5,72502,"3091 of 3141"
"Adair County",29001,43.4,11049,"3103 of 3141"
"Nodaway County",29147,44.4,10101,"3112 of 3141"
"Pulaski County",29169,47.3,25144,"3126 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 18-39, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
