------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00105', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_026.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00105&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Sex - Female
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Female),Rank within US
"Muskegon County",26121,50.3,86789,"1425 of 3141"
"Van Buren County",26159,50.3,37793,"1433 of 3141"
"St. Joseph County",26149,50.3,30626,"1468 of 3141"
"Huron County",26063,50.3,15973,"1477 of 3141"
"Delta County",26041,50.3,18311,"1484 of 3141"
"Iosco County",26069,50.3,12747,"1520 of 3141"
"St. Clair County",26147,50.4,80466,"1538 of 3141"
"Antrim County",26009,50.4,11654,"1549 of 3141"
"Emmet County",26047,50.4,16619,"1565 of 3141"
"Mason County",26105,50.4,14516,"1574 of 3141"
"Roscommon County",26143,50.4,12067,"1587 of 3141"
"Sanilac County",26151,50.4,20943,"1592 of 3141"
"Leelanau County",26089,50.5,10883,"1644 of 3141"
"Clare County",26035,50.5,15449,"1675 of 3141"
"Washtenaw County",26161,50.5,182560,"1683 of 3141"
"Clinton County",26037,50.6,39090,"1746 of 3141"
"Monroe County",26115,50.6,75714,"1805 of 3141"
"Iron County",26071,50.6,5715,"1821 of 3141"
"Ottawa County",26139,50.7,141993,"1907 of 3141"
"Alpena County",26007,50.7,14561,"1926 of 3141"
"Otsego County",26137,50.7,12296,"1955 of 3141"
"Shiawassee County",26155,50.7,34810,"1981 of 3141"
"Bay County",26017,50.8,53475,"2010 of 3141"
"Kent County",26081,50.8,323242,"2044 of 3141"
"Charlevoix County",26029,50.8,13292,"2066 of 3141"
"Grand Traverse County",26055,50.8,46362,"2080 of 3141"
"Midland County",26111,50.9,42535,"2202 of 3141"
"Schoolcraft County",26153,51.0,4137,"2236 of 3141"
"Kalamazoo County",26077,51.0,132583,"2269 of 3141"
"Berrien County",26021,51.1,79113,"2303 of 3141"
"Calhoun County",26025,51.1,68675,"2378 of 3141"
"Eaton County",26045,51.1,55521,"2382 of 3141"
"Oakland County",26125,51.3,636629,"2497 of 3141"
"Macomb County",26099,51.3,443580,"2556 of 3141"
"Isabella County",26073,51.3,36234,"2559 of 3141"
"Ingham County",26065,51.4,147002,"2568 of 3141"
"Saginaw County",26145,51.5,99786,"2642 of 3141"
"Genesee County",26049,51.8,212766,"2814 of 3141"
"Wayne County",26163,51.9,915483,"2863 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Sex - Female, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
