------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00104&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00104', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_027.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00104&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Sex - Male
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Male),Rank within US
"Hillsdale County",26059,49.9,22902,"1841 of 3141"
"Dickinson County",26043,49.9,12819,"1846 of 3141"
"Allegan County",26005,49.9,56997,"1881 of 3141"
"Presque Isle County",26141,49.9,6419,"1890 of 3141"
"Wexford County",26165,50.1,16480,"1997 of 3141"
"Ogemaw County",26129,50.1,10518,"2053 of 3141"
"Livingston County",26093,50.1,93729,"2054 of 3141"
"Newaygo County",26123,50.2,24036,"2097 of 3141"
"Tuscola County",26157,50.2,26889,"2109 of 3141"
"Gladwin County",26051,50.2,12719,"2139 of 3141"
"Barry County",26015,50.3,29958,"2166 of 3141"
"Crawford County",26039,50.3,6953,"2203 of 3141"
"Cass County",26027,50.3,25861,"2208 of 3141"
"Alcona County",26001,50.4,5247,"2263 of 3141"
"Marquette County",26103,50.5,33898,"2318 of 3141"
"Mecosta County",26107,50.5,21802,"2322 of 3141"
"Osceola County",26133,50.5,11725,"2324 of 3141"
"Mackinac County",26097,50.5,5474,"2334 of 3141"
"Menominee County",26109,50.6,11834,"2367 of 3141"
"Arenac County",26011,50.6,7714,"2379 of 3141"
"Oceana County",26127,50.6,13323,"2382 of 3141"
"Lapeer County",26087,50.6,44663,"2388 of 3141"
"Lenawee County",26091,50.6,49929,"2397 of 3141"
"Montmorency County",26119,50.7,4711,"2435 of 3141"
"Missaukee County",26113,51.0,7634,"2524 of 3141"
"Jackson County",26075,51.1,81200,"2562 of 3141"
"Lake County",26085,51.1,5965,"2582 of 3141"
"Ontonagon County",26131,51.1,3104,"2583 of 3141"
"Kalkaska County",26079,51.1,8874,"2584 of 3141"
"Oscoda County",26135,51.4,4266,"2654 of 3141"
"Keweenaw County",26083,51.5,1099,"2671 of 3141"
"Montcalm County",26117,51.5,32441,"2690 of 3141"
"Branch County",26023,51.7,22517,"2725 of 3141"
"Manistee County",26101,52.0,12697,"2774 of 3141"
"Gratiot County",26057,53.1,21937,"2908 of 3141"
"Ionia County",26067,53.2,34130,"2920 of 3141"
"Gogebic County",26053,54.2,8445,"2993 of 3141"
"Houghton County",26061,54.3,19713,"2997 of 3141"
"Alger County",26003,55.0,5088,"3023 of 3141"
"Chippewa County",26033,55.1,20948,"3026 of 3141"
"Luce County",26095,58.6,3753,"3090 of 3141"
"Baraga County",26013,59.6,5112,"3102 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Sex - Male, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
