------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Van Buren County",26159,0.4,286,"2277 of 3140"
"Crawford County",26039,0.4,54,"2304 of 3140"
"Macomb County",26099,0.4,3701,"2377 of 3140"
"Oceana County",26127,0.4,113,"2380 of 3140"
"Benzie County",26019,0.5,78,"2418 of 3140"
"Branch County",26023,0.5,203,"2460 of 3140"
"Wayne County",26163,0.5,8494,"2481 of 3140"
"Berrien County",26021,0.5,778,"2516 of 3140"
"Kalamazoo County",26077,0.5,1310,"2523 of 3140"
"Kent County",26081,0.6,3483,"2608 of 3140"
"Eaton County",26045,0.6,649,"2671 of 3140"
"Mackinac County",26097,0.6,67,"2691 of 3140"
"Midland County",26111,0.8,622,"2832 of 3140"
"Isabella County",26073,0.8,577,"2874 of 3140"
"Oakland County",26125,0.9,11334,"2933 of 3140"
"Ingham County",26065,1.0,2970,"2975 of 3140"
"Houghton County",26061,1.3,453,"3022 of 3140"
"Washtenaw County",26161,1.8,6400,"3084 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
