------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"Benzie County",26019,48.9,8534,"225 of 3141"
"Arenac County",26011,49.1,7476,"217 of 3141"
"Alger County",26003,49.3,4560,"208 of 3141"
"Gladwin County",26051,49.4,12506,"204 of 3141"
"Ogemaw County",26129,49.7,10432,"183 of 3141"
"Crawford County",26039,49.9,6902,"176 of 3141"
"Cheboygan County",26031,50.1,12775,"166 of 3141"
"Antrim County",26009,50.4,11661,"159 of 3141"
"Schoolcraft County",26153,51.3,4163,"130 of 3141"
"Mackinac County",26097,52.1,5645,"115 of 3141"
"Oscoda County",26135,52.2,4338,"105 of 3141"
"Lake County",26085,53.3,6223,"75 of 3141"
"Iosco County",26069,53.6,13579,"68 of 3141"
"Leelanau County",26089,54.0,11637,"59 of 3141"
"Iron County",26071,55.8,6298,"40 of 3141"
"Presque Isle County",26141,56.0,7204,"36 of 3141"
"Keweenaw County",26083,57.3,1223,"29 of 3141"
"Roscommon County",26143,57.7,13798,"26 of 3141"
"Montmorency County",26119,58.2,5410,"22 of 3141"
"Alcona County",26001,62.6,6515,"10 of 3141"
"Ontonagon County",26131,63.2,3836,"8 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
