------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00026', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Hispanic
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Hispanic),Rank within US
"Grand Traverse County",26055,2.7,2484,"2012 of 3141"
"Shiawassee County",26155,2.9,1956,"1943 of 3141"
"Manistee County",26101,2.9,707,"1919 of 3141"
"Luce County",26095,3.2,204,"1806 of 3141"
"St. Clair County",26147,3.2,5162,"1783 of 3141"
"Tuscola County",26157,3.2,1740,"1775 of 3141"
"Genesee County",26049,3.3,13585,"1757 of 3141"
"Montcalm County",26117,3.4,2132,"1737 of 3141"
"Jackson County",26075,3.4,5404,"1728 of 3141"
"Monroe County",26115,3.5,5162,"1716 of 3141"
"Cass County",26027,3.7,1876,"1659 of 3141"
"Sanilac County",26151,3.7,1518,"1655 of 3141"
"Isabella County",26073,3.8,2684,"1616 of 3141"
"Oakland County",26125,3.9,47941,"1598 of 3141"
"Leelanau County",26089,4.2,911,"1494 of 3141"
"Clinton County",26037,4.4,3438,"1440 of 3141"
"Branch County",26023,4.5,1943,"1437 of 3141"
"Mason County",26105,4.5,1286,"1435 of 3141"
"Washtenaw County",26161,4.5,16405,"1420 of 3141"
"Lapeer County",26087,4.6,4035,"1411 of 3141"
"Ionia County",26067,4.7,3000,"1382 of 3141"
"Kalamazoo County",26077,4.7,12227,"1380 of 3141"
"Calhoun County",26025,5.0,6709,"1318 of 3141"
"Bay County",26017,5.2,5428,"1284 of 3141"
"Eaton County",26045,5.2,5638,"1275 of 3141"
"Berrien County",26021,5.2,8080,"1270 of 3141"
"Muskegon County",26121,5.4,9412,"1227 of 3141"
"Wayne County",26163,5.7,100977,"1178 of 3141"
"Newaygo County",26123,5.8,2762,"1169 of 3141"
"Gratiot County",26057,5.8,2411,"1152 of 3141"
"Allegan County",26005,7.2,8225,"975 of 3141"
"St. Joseph County",26149,7.5,4564,"940 of 3141"
"Ingham County",26065,7.6,21738,"925 of 3141"
"Lenawee County",26091,7.8,7660,"909 of 3141"
"Saginaw County",26145,8.3,16052,"873 of 3141"
"Ottawa County",26139,9.4,26437,"777 of 3141"
"Kent County",26081,10.3,65434,"711 of 3141"
"Van Buren County",26159,11.2,8416,"662 of 3141"
"Oceana County",26127,14.5,3821,"530 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Hispanic, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
