------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=26&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Michigan by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Berrien County",26021,52.1,80717,"1404 of 3141"
"Hillsdale County",26059,52.5,24111,"1296 of 3141"
"Oceana County",26127,52.7,13856,"1258 of 3141"
"Grand Traverse County",26055,52.7,48042,"1252 of 3141"
"Monroe County",26115,52.8,78939,"1234 of 3141"
"Newaygo County",26123,52.9,25316,"1211 of 3141"
"Barry County",26015,53.0,31564,"1189 of 3141"
"Bay County",26017,53.3,56194,"1102 of 3141"
"Baraga County",26013,53.6,4597,"1041 of 3141"
"St. Clair County",26147,53.6,85657,"1035 of 3141"
"Livingston County",26093,53.6,100233,"1034 of 3141"
"Missaukee County",26113,53.7,8040,"1022 of 3141"
"Osceola County",26133,53.9,12515,"981 of 3141"
"Lapeer County",26087,54.5,48068,"859 of 3141"
"Tuscola County",26157,55.0,29441,"775 of 3141"
"Sanilac County",26151,55.1,22898,"744 of 3141"
"Kalkaska County",26079,55.2,9587,"726 of 3141"
"Luce County",26095,55.3,3542,"709 of 3141"
"Otsego County",26137,55.4,13433,"697 of 3141"
"Cass County",26027,56.2,28869,"585 of 3141"
"Emmet County",26047,56.2,18526,"583 of 3141"
"Mason County",26105,56.4,16233,"558 of 3141"
"Dickinson County",26043,57.3,14717,"442 of 3141"
"Delta County",26041,57.8,21041,"392 of 3141"
"Alpena County",26007,58.0,16658,"375 of 3141"
"Clare County",26035,58.0,17748,"372 of 3141"
"Charlevoix County",26029,59.2,15499,"268 of 3141"
"Huron County",26063,59.4,18852,"257 of 3141"
"Gogebic County",26053,59.5,9269,"249 of 3141"
"Menominee County",26109,59.6,13945,"245 of 3141"
"Alger County",26003,59.6,5520,"242 of 3141"
"Manistee County",26101,59.8,14618,"233 of 3141"
"Gladwin County",26051,60.0,15195,"221 of 3141"
"Arenac County",26011,60.2,9171,"211 of 3141"
"Ogemaw County",26129,60.5,12685,"200 of 3141"
"Benzie County",26019,60.7,10601,"190 of 3141"
"Antrim County",26009,61.8,14289,"148 of 3141"
"Cheboygan County",26031,61.9,15760,"142 of 3141"
"Crawford County",26039,62.1,8583,"134 of 3141"
"Oscoda County",26135,62.5,5190,"119 of 3141"
"Schoolcraft County",26153,63.2,5125,"95 of 3141"
"Mackinac County",26097,63.5,6877,"86 of 3141"
"Lake County",26085,63.7,7436,"79 of 3141"
"Iosco County",26069,63.9,16168,"76 of 3141"
"Leelanau County",26089,64.0,13792,"74 of 3141"
"Iron County",26071,65.6,7409,"46 of 3141"
"Keweenaw County",26083,65.9,1407,"42 of 3141"
"Presque Isle County",26141,66.4,8533,"34 of 3141"
"Roscommon County",26143,67.2,16081,"25 of 3141"
"Montmorency County",26119,69.0,6411,"19 of 3141"
"Alcona County",26001,71.7,7464,"10 of 3141"
"Ontonagon County",26131,72.4,4399,"7 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:01 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
