------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'pop', 'demo': '00026', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00026&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
Population: Hispanic
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Hispanic),Rank within US
"Tazewell County",17179,2.2,3018,"2245 of 3141"
"Mercer County",17131,2.2,354,"2244 of 3141"
"Morgan County",17137,2.3,803,"2199 of 3141"
"Coles County",17029,2.4,1267,"2158 of 3141"
"Jefferson County",17081,2.4,928,"2152 of 3141"
"Williamson County",17199,2.5,1701,"2109 of 3141"
"De Witt County",17039,2.6,414,"2084 of 3141"
"Massac County",17127,2.7,393,"2032 of 3141"
"McDonough County",17109,2.7,851,"2031 of 3141"
"Fulton County",17057,2.9,1029,"1926 of 3141"
"Crawford County",17033,2.9,557,"1918 of 3141"
"Jo Daviess County",17085,2.9,648,"1906 of 3141"
"Ford County",17053,3.0,407,"1874 of 3141"
"Perry County",17145,3.0,651,"1870 of 3141"
"Randolph County",17157,3.1,1003,"1857 of 3141"
"Marshall County",17123,3.1,365,"1855 of 3141"
"Clinton County",17027,3.1,1163,"1837 of 3141"
"Madison County",17119,3.1,8310,"1830 of 3141"
"Johnson County",17087,3.3,430,"1746 of 3141"
"Logan County",17107,3.4,1002,"1729 of 3141"
"Bond County",17005,3.5,590,"1712 of 3141"
"Carroll County",17015,3.6,526,"1678 of 3141"
"Brown County",17009,3.6,245,"1670 of 3141"
"Stephenson County",17177,3.6,1667,"1664 of 3141"
"Lawrence County",17101,3.8,623,"1621 of 3141"
"St. Clair County",17163,3.9,10293,"1590 of 3141"
"Jackson County",17077,4.3,2518,"1483 of 3141"
"Livingston County",17105,4.4,1627,"1450 of 3141"
"Peoria County",17143,4.6,8545,"1404 of 3141"
"McLean County",17113,4.7,8216,"1373 of 3141"
"Vermilion County",17183,4.8,3836,"1352 of 3141"
"Union County",17181,5.0,860,"1323 of 3141"
"Putnam County",17155,5.3,308,"1253 of 3141"
"Henry County",17073,5.5,2731,"1221 of 3141"
"Knox County",17095,5.5,2843,"1212 of 3141"
"Champaign County",17019,5.7,11950,"1172 of 3141"
"Lee County",17103,5.9,2041,"1143 of 3141"
"Iroquois County",17075,6.6,1877,"1044 of 3141"
"Douglas County",17041,7.2,1427,"977 of 3141"
"Bureau County",17011,8.8,2942,"828 of 3141"
"Warren County",17187,9.2,1611,"790 of 3141"
"La Salle County",17099,9.3,10323,"786 of 3141"
"Grundy County",17063,9.4,4717,"779 of 3141"
"Ogle County",17141,9.8,5079,"744 of 3141"
"Kankakee County",17091,10.1,11142,"725 of 3141"
"DeKalb County",17037,10.8,11287,"685 of 3141"
"Whiteside County",17195,11.8,6691,"635 of 3141"
"Winnebago County",17201,12.2,35035,"614 of 3141"
"McHenry County",17111,12.5,38531,"598 of 3141"
"Rock Island County",17161,12.6,18361,"595 of 3141"
"DuPage County",17043,14.1,131290,"549 of 3141"
"Will County",17197,16.8,115453,"461 of 3141"
"Kendall County",17093,17.6,21617,"439 of 3141"
"Cass County",17017,18.8,2417,"411 of 3141"
"Boone County",17007,21.0,11283,"359 of 3141"
"Lake County",17097,21.1,148894,"356 of 3141"
"Cook County",17031,25.1,1312304,"289 of 3141"
"Kane County",17089,31.6,167287,"212 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Hispanic, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
