------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Montgomery County",17135,0.1,29,"924 of 3140"
"Fulton County",17057,0.1,36,"930 of 3140"
"Brown County",17009,0.1,7,"948 of 3140"
"Logan County",17107,0.1,31,"961 of 3140"
"Lawrence County",17101,0.1,19,"1049 of 3140"
"Stephenson County",17177,0.1,54,"1065 of 3140"
"Randolph County",17157,0.1,41,"1117 of 3140"
"Henderson County",17071,0.1,9,"1151 of 3140"
"Morgan County",17137,0.1,47,"1187 of 3140"
"Marshall County",17123,0.1,17,"1228 of 3140"
"Clinton County",17027,0.1,54,"1233 of 3140"
"Douglas County",17041,0.1,29,"1254 of 3140"
"Johnson County",17087,0.1,19,"1259 of 3140"
"Vermilion County",17183,0.2,119,"1278 of 3140"
"Monroe County",17133,0.2,51,"1283 of 3140"
"Cumberland County",17035,0.2,17,"1310 of 3140"
"Bond County",17005,0.2,27,"1321 of 3140"
"Marion County",17121,0.2,61,"1334 of 3140"
"Adams County",17001,0.2,106,"1337 of 3140"
"Woodford County",17203,0.2,63,"1357 of 3140"
"Alexander County",17003,0.2,11,"1359 of 3140"
"Carroll County",17015,0.2,25,"1403 of 3140"
"McHenry County",17111,0.2,538,"1439 of 3140"
"Pulaski County",17153,0.2,10,"1445 of 3140"
"Macon County",17115,0.2,191,"1458 of 3140"
"Schuyler County",17169,0.2,13,"1476 of 3140"
"Clark County",17023,0.2,29,"1490 of 3140"
"Ford County",17053,0.2,25,"1508 of 3140"
"Pike County",17149,0.2,30,"1524 of 3140"
"Fayette County",17051,0.2,42,"1539 of 3140"
"Jefferson County",17081,0.2,75,"1567 of 3140"
"Madison County",17119,0.2,537,"1596 of 3140"
"Washington County",17189,0.2,29,"1605 of 3140"
"Henry County",17073,0.2,102,"1610 of 3140"
"Gallatin County",17059,0.2,11,"1631 of 3140"
"Tazewell County",17179,0.2,291,"1669 of 3140"
"Kankakee County",17091,0.2,255,"1733 of 3140"
"Warren County",17187,0.2,41,"1751 of 3140"
"Will County",17197,0.2,1646,"1784 of 3140"
"Christian County",17021,0.2,81,"1785 of 3140"
"Whiteside County",17195,0.2,137,"1788 of 3140"
"Putnam County",17155,0.2,14,"1800 of 3140"
"Knox County",17095,0.2,126,"1805 of 3140"
"Hancock County",17067,0.3,46,"1833 of 3140"
"Lee County",17103,0.3,89,"1851 of 3140"
"Sangamon County",17167,0.3,531,"1904 of 3140"
"Franklin County",17055,0.3,111,"1971 of 3140"
"Jasper County",17079,0.3,27,"1973 of 3140"
"Boone County",17007,0.3,157,"1998 of 3140"
"Peoria County",17143,0.3,554,"2026 of 3140"
"Wabash County",17185,0.3,36,"2064 of 3140"
"Rock Island County",17161,0.3,499,"2167 of 3140"
"Wayne County",17191,0.4,58,"2201 of 3140"
"Moultrie County",17139,0.4,52,"2206 of 3140"
"Kendall County",17093,0.4,438,"2218 of 3140"
"Effingham County",17049,0.4,134,"2307 of 3140"
"Kane County",17089,0.4,2093,"2320 of 3140"
"Winnebago County",17201,0.4,1205,"2359 of 3140"
"DeKalb County",17037,0.5,485,"2452 of 3140"
"McLean County",17113,0.5,807,"2458 of 3140"
"St. Clair County",17163,0.5,1282,"2487 of 3140"
"Richland County",17159,0.5,82,"2538 of 3140"
"Coles County",17029,0.5,274,"2559 of 3140"
"Lake County",17097,0.6,4074,"2642 of 3140"
"Ogle County",17141,0.6,312,"2678 of 3140"
"McDonough County",17109,0.6,193,"2684 of 3140"
"DuPage County",17043,0.7,6551,"2795 of 3140"
"Cook County",17031,0.7,38636,"2824 of 3140"
"Cass County",17017,0.8,102,"2860 of 3140"
"Jackson County",17077,0.9,545,"2936 of 3140"
"Champaign County",17019,1.7,3438,"3078 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
