------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Scott County",17171,64688.000000000,"1093 of 3141"
"Rock Island County",17161,64696.000000000,"1091 of 3141"
"Macoupin County",17117,64918.000000000,"1079 of 3141"
"Wabash County",17185,65000.000000000,"1069 of 3141"
"Randolph County",17157,65116.000000000,"1061 of 3141"
"St. Clair County",17163,66898.000000000,"925 of 3141"
"Calhoun County",17013,67167.000000000,"911 of 3141"
"La Salle County",17099,67172.000000000,"910 of 3141"
"Bureau County",17011,67261.000000000,"906 of 3141"
"Mercer County",17131,67460.000000000,"888 of 3141"
"McDonough County",17109,67481.000000000,"883 of 3141"
"Jasper County",17079,67616.000000000,"872 of 3141"
"Bond County",17005,67692.000000000,"866 of 3141"
"Kankakee County",17091,67715.000000000,"862 of 3141"
"Marshall County",17123,67796.000000000,"859 of 3141"
"De Witt County",17039,68337.000000000,"822 of 3141"
"Peoria County",17143,68641.000000000,"802 of 3141"
"Livingston County",17105,69880.000000000,"729 of 3141"
"Washington County",17189,69979.000000000,"725 of 3141"
"Logan County",17107,70655.000000000,"689 of 3141"
"Ogle County",17141,70686.000000000,"687 of 3141"
"Henry County",17073,70702.000000000,"685 of 3141"
"Effingham County",17049,70807.000000000,"681 of 3141"
"Boone County",17007,71254.000000000,"662 of 3141"
"Lee County",17103,71531.000000000,"648 of 3141"
"Jo Daviess County",17085,71758.000000000,"635 of 3141"
"Madison County",17119,72185.000000000,"604 of 3141"
"Cook County",17031,73012.000000000,"551 of 3141"
"Brown County",17009,73050.000000000,"546 of 3141"
"Jersey County",17083,73659.000000000,"512 of 3141"
"DeKalb County",17037,73927.000000000,"496 of 3141"
"Champaign County",17019,74796.000000000,"466 of 3141"
"Tazewell County",17179,75385.000000000,"447 of 3141"
"Menard County",17129,75917.000000000,"432 of 3141"
"Sangamon County",17167,77226.000000000,"382 of 3141"
"Clinton County",17027,77950.000000000,"360 of 3141"
"Putnam County",17155,79211.000000000,"331 of 3141"
"Woodford County",17203,80125.000000000,"309 of 3141"
"Piatt County",17147,80538.000000000,"299 of 3141"
"Grundy County",17063,83688.000000000,"242 of 3141"
"McLean County",17113,87758.000000000,"189 of 3141"
"Kane County",17089,87818.000000000,"188 of 3141"
"Monroe County",17133,92221.000000000,"135 of 3141"
"Will County",17197,93727.000000000,"119 of 3141"
"McHenry County",17111,94995.000000000,"105 of 3141"
"Kendall County",17093,97105.000000000,"96 of 3141"
"Lake County",17097,100965.000000000,"78 of 3141"
"DuPage County",17043,103731.000000000,"65 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
