------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"Marion County",17121,33.0,12633,"1328 of 3141"
"Richland County",17159,33.0,5263,"1334 of 3141"
"Pike County",17149,33.1,5278,"1396 of 3141"
"Wayne County",17191,33.2,5495,"1412 of 3141"
"Saline County",17165,33.2,8103,"1416 of 3141"
"Montgomery County",17135,33.2,9693,"1439 of 3141"
"St. Clair County",17163,33.2,87922,"1451 of 3141"
"Jefferson County",17081,33.3,12759,"1463 of 3141"
"Boone County",17007,33.3,17873,"1484 of 3141"
"Kane County",17089,33.3,176554,"1498 of 3141"
"Hamilton County",17065,33.4,2755,"1503 of 3141"
"Bond County",17005,33.4,5696,"1554 of 3141"
"Winnebago County",17201,33.4,96163,"1559 of 3141"
"Franklin County",17055,33.5,13154,"1577 of 3141"
"Woodford County",17203,33.5,13049,"1595 of 3141"
"Edwards County",17047,33.5,2202,"1605 of 3141"
"Henry County",17073,33.6,16684,"1638 of 3141"
"Massac County",17127,33.6,4906,"1649 of 3141"
"Brown County",17009,33.6,2284,"1666 of 3141"
"Cumberland County",17035,33.6,3666,"1670 of 3141"
"Williamson County",17199,33.6,22702,"1674 of 3141"
"Grundy County",17063,33.7,16942,"1681 of 3141"
"Fayette County",17051,33.7,7399,"1684 of 3141"
"Tazewell County",17179,33.7,45353,"1688 of 3141"
"Mercer County",17131,33.7,5323,"1707 of 3141"
"Clark County",17023,33.7,5370,"1712 of 3141"
"Fulton County",17057,33.7,12056,"1722 of 3141"
"Bureau County",17011,33.8,11365,"1761 of 3141"
"Cass County",17017,33.9,4363,"1807 of 3141"
"Madison County",17119,33.9,90198,"1817 of 3141"
"Logan County",17107,33.9,9994,"1819 of 3141"
"Shelby County",17173,34.0,7441,"1854 of 3141"
"Sangamon County",17167,34.0,67307,"1856 of 3141"
"Johnson County",17087,34.0,4388,"1881 of 3141"
"Union County",17181,34.0,5877,"1888 of 3141"
"Livingston County",17105,34.0,12530,"1891 of 3141"
"Whiteside County",17195,34.2,19414,"1952 of 3141"
"Stephenson County",17177,34.2,15675,"1968 of 3141"
"Christian County",17021,34.2,11480,"1973 of 3141"
"Hancock County",17067,34.2,6248,"1975 of 3141"
"Calhoun County",17013,34.4,1683,"2049 of 3141"
"Gallatin County",17059,34.4,1800,"2097 of 3141"
"Marshall County",17123,34.4,4108,"2101 of 3141"
"La Salle County",17099,34.5,38392,"2137 of 3141"
"Clinton County",17027,34.6,13008,"2143 of 3141"
"Crawford County",17033,34.6,6643,"2156 of 3141"
"Lawrence County",17101,34.6,5691,"2162 of 3141"
"Randolph County",17157,34.6,11370,"2183 of 3141"
"Ogle County",17141,34.7,17891,"2189 of 3141"
"Iroquois County",17075,34.7,9867,"2195 of 3141"
"Will County",17197,34.7,238508,"2197 of 3141"
"Edgar County",17045,34.7,6109,"2210 of 3141"
"De Witt County",17039,34.7,5618,"2221 of 3141"
"Perry County",17145,34.7,7457,"2225 of 3141"
"Macoupin County",17117,34.7,15966,"2228 of 3141"
"Ford County",17053,34.8,4681,"2234 of 3141"
"DuPage County",17043,34.8,324159,"2266 of 3141"
"Washington County",17189,34.8,4966,"2285 of 3141"
"Lake County",17097,34.8,245462,"2296 of 3141"
"Clay County",17025,34.8,4667,"2298 of 3141"
"Jasper County",17079,34.9,3353,"2315 of 3141"
"Menard County",17129,35.0,4346,"2367 of 3141"
"Mason County",17125,35.0,4870,"2377 of 3141"
"Jersey County",17083,35.1,7789,"2391 of 3141"
"Jo Daviess County",17085,35.1,7733,"2398 of 3141"
"Greene County",17061,35.1,4671,"2405 of 3141"
"Carroll County",17015,35.2,5170,"2428 of 3141"
"Scott County",17171,35.3,1802,"2463 of 3141"
"Piatt County",17147,35.4,5814,"2502 of 3141"
"Lee County",17103,35.4,12284,"2519 of 3141"
"Putnam County",17155,35.5,2046,"2526 of 3141"
"Stark County",17175,35.5,1970,"2543 of 3141"
"Hardin County",17069,35.5,1478,"2551 of 3141"
"Monroe County",17133,36.4,12269,"2800 of 3141"
"Pope County",17151,36.7,1602,"2872 of 3141"
"McHenry County",17111,37.0,113850,"2914 of 3141"
"Henderson County",17071,37.2,2574,"2945 of 3141"
"Schuyler County",17169,39.5,2839,"3094 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
