------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'topic': 'ins', 'demo': '00043', 'race': '00', 'sex': '0', 'age': '006', 'type': 'manyareacensus', 'file_name': 'demographics_006.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=17&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Illinois by County
"Insurance: Percent uninsured in demographic group, people at or below 138% of poverty"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2017 Small Area Health Insurance Estimates Data
Sorted by Value

County, FIPS,Value (Percent),People (Uninsured),Rank within US
"Mason County",17125,8.9,225,"215 of 3139"
"Montgomery County",17135,8.9,401,"215 of 3139"
"Whiteside County",17195,8.9,788,"215 of 3139"
"Clay County",17025,9.0,221,"236 of 3139"
"Randolph County",17157,9.0,405,"236 of 3139"
"Shelby County",17173,9.0,294,"236 of 3139"
"St. Clair County",17163,9.0,4601,"236 of 3139"
"Clark County",17023,9.1,249,"265 of 3139"
"Greene County",17061,9.1,227,"265 of 3139"
"Jersey County",17083,9.1,262,"265 of 3139"
"Pulaski County",17153,9.1,124,"265 of 3139"
"Stephenson County",17177,9.1,794,"265 of 3139"
"Fulton County",17057,9.2,541,"289 of 3139"
"Sangamon County",17167,9.2,2987,"289 of 3139"
"La Salle County",17099,9.3,1633,"309 of 3139"
"Macoupin County",17117,9.3,680,"309 of 3139"
"Clinton County",17027,9.4,359,"327 of 3139"
"Saline County",17165,9.4,545,"327 of 3139"
"Edwards County",17047,9.5,93,"350 of 3139"
"Ford County",17053,9.5,203,"350 of 3139"
"Johnson County",17087,9.5,172,"350 of 3139"
"Lee County",17103,9.5,461,"350 of 3139"
"Effingham County",17049,9.6,439,"368 of 3139"
"Fayette County",17051,9.6,382,"368 of 3139"
"Marshall County",17123,9.6,152,"368 of 3139"
"Mercer County",17131,9.7,187,"392 of 3139"
"Stark County",17175,9.7,81,"392 of 3139"
"Lawrence County",17101,9.8,254,"418 of 3139"
"Wayne County",17191,9.8,296,"418 of 3139"
"Bureau County",17011,9.9,495,"446 of 3139"
"Coles County",17029,9.9,1164,"446 of 3139"
"Menard County",17129,9.9,146,"446 of 3139"
"Woodford County",17203,9.9,333,"446 of 3139"
"Pike County",17149,10.0,296,"475 of 3139"
"Wabash County",17185,10.0,185,"475 of 3139"
"Champaign County",17019,10.1,4596,"497 of 3139"
"Grundy County",17063,10.1,578,"497 of 3139"
"Crawford County",17033,10.2,280,"519 of 3139"
"Hardin County",17069,10.2,84,"519 of 3139"
"Jasper County",17079,10.2,134,"519 of 3139"
"Kankakee County",17091,10.3,1912,"539 of 3139"
"Piatt County",17147,10.3,151,"539 of 3139"
"Rock Island County",17161,10.3,2527,"539 of 3139"
"Calhoun County",17013,10.4,66,"561 of 3139"
"Washington County",17189,10.4,172,"561 of 3139"
"Monroe County",17133,10.5,229,"580 of 3139"
"Peoria County",17143,10.5,3476,"580 of 3139"
"Union County",17181,10.5,354,"580 of 3139"
"Bond County",17005,10.8,276,"631 of 3139"
"DeKalb County",17037,10.8,2102,"631 of 3139"
"Henry County",17073,10.8,705,"631 of 3139"
"Jackson County",17077,10.8,1855,"631 of 3139"
"Winnebago County",17201,10.8,5831,"631 of 3139"
"Cumberland County",17035,11.1,190,"697 of 3139"
"Iroquois County",17075,11.3,551,"736 of 3139"
"McDonough County",17109,11.3,690,"736 of 3139"
"Henderson County",17071,11.4,111,"756 of 3139"
"Carroll County",17015,11.5,236,"770 of 3139"
"McLean County",17113,11.5,2803,"770 of 3139"
"Putnam County",17155,11.6,73,"789 of 3139"
"Pope County",17151,11.7,84,"806 of 3139"
"Schuyler County",17169,11.8,125,"825 of 3139"
"Moultrie County",17139,11.9,283,"840 of 3139"
"Jo Daviess County",17085,12.1,311,"878 of 3139"
"Ogle County",17141,12.1,858,"878 of 3139"
"Warren County",17187,12.8,375,"983 of 3139"
"Douglas County",17041,13.1,414,"1014 of 3139"
"Boone County",17007,14.2,1092,"1155 of 3139"
"Kendall County",17093,14.2,1398,"1155 of 3139"
"Cass County",17017,14.3,311,"1171 of 3139"
"McHenry County",17111,14.5,3949,"1195 of 3139"
"Will County",17197,14.6,9755,"1209 of 3139"
"Cook County",17031,15.8,151517,"1349 of 3139"
"Kane County",17089,17.2,12129,"1519 of 3139"
"DuPage County",17043,17.3,13700,"1541 of 3139"
"Lake County",17097,17.3,12481,"1541 of 3139"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent uninsured in demographic group, people at or below 138% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
