------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Morrison County",27097,52855.000000000,"1027 of 3141"
"Wilkin County",27167,52917.000000000,"1025 of 3141"
"Hubbard County",27057,52941.000000000,"1022 of 3141"
"Norman County",27107,53034.000000000,"1017 of 3141"
"Crow Wing County",27035,53121.000000000,"1006 of 3141"
"Nobles County",27105,53267.000000000,"995 of 3141"
"Benton County",27009,53574.000000000,"975 of 3141"
"Martin County",27091,53627.000000000,"969 of 3141"
"Mower County",27099,53700.000000000,"956 of 3141"
"Grant County",27051,53727.000000000,"955 of 3141"
"Mille Lacs County",27095,53737.000000000,"952 of 3141"
"Blue Earth County",27013,53752.000000000,"949 of 3141"
"Pennington County",27113,53893.000000000,"932 of 3141"
"Winona County",27169,53975.000000000,"925 of 3141"
"Lyon County",27083,54181.000000000,"906 of 3141"
"Murray County",27101,54211.000000000,"902 of 3141"
"Yellow Medicine County",27173,54645.000000000,"866 of 3141"
"Jackson County",27063,55122.000000000,"832 of 3141"
"Otter Tail County",27111,55181.000000000,"828 of 3141"
"Waseca County",27161,55189.000000000,"826 of 3141"
"Polk County",27119,55393.000000000,"810 of 3141"
"Brown County",27015,55764.000000000,"784 of 3141"
"Becker County",27005,55884.000000000,"776 of 3141"
"Lake County",27075,56078.000000000,"767 of 3141"
"Roseau County",27135,56273.000000000,"749 of 3141"
"Kandiyohi County",27067,56604.000000000,"719 of 3141"
"Renville County",27129,56721.000000000,"712 of 3141"
"Rock County",27133,56753.000000000,"709 of 3141"
"Houston County",27055,56837.000000000,"705 of 3141"
"Fillmore County",27045,57093.000000000,"695 of 3141"
"Marshall County",27089,57289.000000000,"677 of 3141"
"Stevens County",27149,57552.000000000,"658 of 3141"
"Chippewa County",27023,57601.000000000,"653 of 3141"
"Pope County",27121,58198.000000000,"618 of 3141"
"Douglas County",27041,58667.000000000,"592 of 3141"
"Carlton County",27017,58874.000000000,"578 of 3141"
"Steele County",27147,58882.000000000,"577 of 3141"
"Stearns County",27145,59564.000000000,"539 of 3141"
"Meeker County",27093,59611.000000000,"534 of 3141"
"McLeod County",27085,59869.000000000,"528 of 3141"
"Ramsey County",27123,60301.000000000,"507 of 3141"
"Sibley County",27143,60848.000000000,"473 of 3141"
"Clay County",27027,61409.000000000,"448 of 3141"
"Wabasha County",27157,61973.000000000,"425 of 3141"
"Goodhue County",27049,62431.000000000,"406 of 3141"
"Nicollet County",27103,62593.000000000,"395 of 3141"
"Rice County",27131,63311.000000000,"366 of 3141"
"Le Sueur County",27079,65500.000000000,"306 of 3141"
"Isanti County",27059,67565.000000000,"257 of 3141"
"Dodge County",27039,71078.000000000,"206 of 3141"
"Hennepin County",27053,71154.000000000,"203 of 3141"
"Olmsted County",27109,72337.000000000,"188 of 3141"
"Chisago County",27025,76747.000000000,"140 of 3141"
"Anoka County",27003,76796.000000000,"139 of 3141"
"Wright County",27171,77953.000000000,"126 of 3141"
"Dakota County",27037,79995.000000000,"110 of 3141"
"Sherburne County",27141,83895.000000000,"75 of 3141"
"Washington County",27163,89598.000000000,"52 of 3141"
"Carver County",27019,93095.000000000,"34 of 3141"
"Scott County",27139,93151.000000000,"33 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
