------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'ins', 'demo': '00043', 'race': '00', 'sex': '0', 'age': '006', 'type': 'manyareacensus', 'file_name': 'demographics_006.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=ins&demo=00043&race=00&sex=0&age=006&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
"Insurance: Percent uninsured in demographic group, people at or below 138% of poverty"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2017 Small Area Health Insurance Estimates Data
Sorted by Value

County, FIPS,Value (Percent),People (Uninsured),Rank within US
"Red Lake County",27125,9.3,47,"309 of 3139"
"Yellow Medicine County",27173,9.3,115,"309 of 3139"
"Faribault County",27043,9.4,189,"327 of 3139"
"Lake of the Woods County",27077,9.4,45,"327 of 3139"
"Pope County",27121,9.4,111,"327 of 3139"
"Anoka County",27003,9.6,2980,"368 of 3139"
"Cass County",27021,9.6,499,"368 of 3139"
"Cottonwood County",27033,9.6,162,"368 of 3139"
"Kanabec County",27065,9.6,243,"368 of 3139"
"Norman County",27107,9.6,93,"368 of 3139"
"Lac qui Parle County",27073,9.7,74,"392 of 3139"
"Martin County",27091,9.7,261,"392 of 3139"
"Dakota County",27037,9.8,3498,"418 of 3139"
"Houston County",27055,9.8,197,"418 of 3139"
"Stevens County",27149,9.8,110,"418 of 3139"
"Dodge County",27039,9.9,188,"446 of 3139"
"Lincoln County",27081,9.9,69,"446 of 3139"
"Redwood County",27127,10.0,216,"475 of 3139"
"Clearwater County",27029,10.1,157,"497 of 3139"
"Freeborn County",27047,10.1,444,"497 of 3139"
"Otter Tail County",27111,10.1,684,"497 of 3139"
"Chippewa County",27023,10.2,167,"519 of 3139"
"Le Sueur County",27079,10.2,278,"519 of 3139"
"Washington County",27163,10.3,1614,"539 of 3139"
"Winona County",27169,10.3,744,"539 of 3139"
"Kittson County",27069,10.4,50,"561 of 3139"
"Kandiyohi County",27067,10.5,689,"580 of 3139"
"Koochiching County",27071,10.6,209,"596 of 3139"
"Hennepin County",27053,10.8,17541,"631 of 3139"
"Rice County",27131,10.8,852,"631 of 3139"
"Murray County",27101,10.9,100,"657 of 3139"
"Olmsted County",27109,10.9,1726,"657 of 3139"
"Fillmore County",27045,11.0,310,"684 of 3139"
"Roseau County",27135,11.1,202,"697 of 3139"
"Goodhue County",27049,11.2,548,"718 of 3139"
"Mower County",27099,11.2,678,"718 of 3139"
"Traverse County",27155,11.3,48,"736 of 3139"
"Renville County",27129,11.4,217,"756 of 3139"
"Scott County",27139,11.5,1071,"770 of 3139"
"Carver County",27019,11.8,557,"825 of 3139"
"Pipestone County",27117,12.3,161,"907 of 3139"
"Sibley County",27143,12.7,217,"966 of 3139"
"Todd County",27153,12.9,521,"996 of 3139"
"Cook County",27031,13.1,92,"1014 of 3139"
"Watonwan County",27165,13.4,219,"1067 of 3139"
"Nobles County",27105,15.1,610,"1259 of 3139"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent uninsured in demographic group, people at or below 138% of poverty, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
