------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Roseau County",27135,68042.000000000,"843 of 3141"
"Otter Tail County",27111,68188.000000000,"833 of 3141"
"Kittson County",27069,68828.000000000,"793 of 3141"
"Pennington County",27113,69025.000000000,"783 of 3141"
"Chippewa County",27023,69028.000000000,"781 of 3141"
"Renville County",27129,69067.000000000,"780 of 3141"
"Kandiyohi County",27067,69086.000000000,"779 of 3141"
"Houston County",27055,69113.000000000,"778 of 3141"
"Mower County",27099,69439.000000000,"753 of 3141"
"Lake County",27075,69563.000000000,"742 of 3141"
"St. Louis County",27137,70347.000000000,"704 of 3141"
"Sibley County",27143,70478.000000000,"701 of 3141"
"Jackson County",27063,70542.000000000,"695 of 3141"
"Waseca County",27161,70860.000000000,"678 of 3141"
"Fillmore County",27045,71458.000000000,"652 of 3141"
"Marshall County",27089,71580.000000000,"644 of 3141"
"Carlton County",27017,71867.000000000,"626 of 3141"
"McLeod County",27085,71911.000000000,"621 of 3141"
"Brown County",27015,71962.000000000,"616 of 3141"
"Meeker County",27093,72210.000000000,"603 of 3141"
"Pope County",27121,72881.000000000,"560 of 3141"
"Murray County",27101,72966.000000000,"557 of 3141"
"Red Lake County",27125,72976.000000000,"555 of 3141"
"Winona County",27169,72983.000000000,"554 of 3141"
"Wabasha County",27157,73031.000000000,"547 of 3141"
"Stearns County",27145,73356.000000000,"528 of 3141"
"Lyon County",27083,73912.000000000,"500 of 3141"
"Douglas County",27041,74767.000000000,"468 of 3141"
"Steele County",27147,76181.000000000,"415 of 3141"
"Blue Earth County",27013,76766.000000000,"400 of 3141"
"Nicollet County",27103,76934.000000000,"391 of 3141"
"Polk County",27119,77539.000000000,"373 of 3141"
"Rice County",27131,77616.000000000,"371 of 3141"
"Isanti County",27059,77662.000000000,"368 of 3141"
"Clay County",27027,79041.000000000,"337 of 3141"
"Ramsey County",27123,79433.000000000,"325 of 3141"
"Dodge County",27039,79567.000000000,"324 of 3141"
"Le Sueur County",27079,79734.000000000,"318 of 3141"
"Stevens County",27149,80000.000000000,"313 of 3141"
"Goodhue County",27049,81779.000000000,"277 of 3141"
"Chisago County",27025,86636.000000000,"199 of 3141"
"Wright County",27171,89291.000000000,"174 of 3141"
"Anoka County",27003,89666.000000000,"170 of 3141"
"Sherburne County",27141,90244.000000000,"161 of 3141"
"Olmsted County",27109,90880.000000000,"152 of 3141"
"Hennepin County",27053,95062.000000000,"104 of 3141"
"Dakota County",27037,96643.000000000,"99 of 3141"
"Washington County",27163,104987.000000000,"52 of 3141"
"Scott County",27139,107515.000000000,"43 of 3141"
"Carver County",27019,109974.000000000,"34 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
