------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'pop', 'demo': '00022', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00022&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Population: Black
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Black),Rank within US
"Cook County",27031,0.5,28,"2492 of 3141"
"Wilkin County",27167,0.5,35,"2472 of 3141"
"Watonwan County",27165,0.6,65,"2416 of 3141"
"Isanti County",27059,0.6,233,"2400 of 3141"
"Morrison County",27097,0.6,202,"2391 of 3141"
"Chippewa County",27023,0.6,74,"2390 of 3141"
"Sibley County",27143,0.6,92,"2385 of 3141"
"Traverse County",27155,0.6,21,"2379 of 3141"
"Murray County",27101,0.6,53,"2369 of 3141"
"Crow Wing County",27035,0.6,405,"2364 of 3141"
"Cottonwood County",27033,0.6,73,"2363 of 3141"
"Douglas County",27041,0.7,245,"2331 of 3141"
"Houston County",27055,0.7,136,"2252 of 3141"
"Meeker County",27093,0.7,173,"2241 of 3141"
"Redwood County",27127,0.8,119,"2225 of 3141"
"Kittson County",27069,0.8,35,"2196 of 3141"
"Koochiching County",27071,0.9,111,"2136 of 3141"
"Roseau County",27135,0.9,135,"2134 of 3141"
"Le Sueur County",27079,0.9,244,"2125 of 3141"
"Norman County",27107,0.9,58,"2122 of 3141"
"Hubbard County",27057,1.0,198,"2068 of 3141"
"Beltrami County",27007,1.0,446,"2052 of 3141"
"Stevens County",27149,1.0,98,"2033 of 3141"
"Rock County",27133,1.0,95,"2030 of 3141"
"Goodhue County",27049,1.0,477,"2019 of 3141"
"Lake County",27075,1.0,110,"2017 of 3141"
"Wadena County",27159,1.1,154,"1972 of 3141"
"Lac qui Parle County",27073,1.2,79,"1960 of 3141"
"Freeborn County",27047,1.3,407,"1885 of 3141"
"Pipestone County",27117,1.3,124,"1874 of 3141"
"Chisago County",27025,1.4,736,"1867 of 3141"
"Wright County",27171,1.4,1855,"1843 of 3141"
"Otter Tail County",27111,1.4,835,"1828 of 3141"
"Winona County",27169,1.5,750,"1814 of 3141"
"Carver County",27019,1.5,1501,"1789 of 3141"
"Carlton County",27017,1.6,555,"1768 of 3141"
"Pennington County",27113,1.6,223,"1765 of 3141"
"St. Louis County",27137,1.6,3199,"1754 of 3141"
"Polk County",27119,1.8,566,"1688 of 3141"
"Waseca County",27161,2.1,394,"1607 of 3141"
"Pine County",27115,2.1,623,"1594 of 3141"
"Swift County",27151,2.3,214,"1565 of 3141"
"Sherburne County",27141,2.3,2099,"1559 of 3141"
"Clay County",27027,2.6,1595,"1488 of 3141"
"Benton County",27009,2.8,1104,"1447 of 3141"
"Nicollet County",27103,3.0,1014,"1405 of 3141"
"Steele County",27147,3.3,1196,"1365 of 3141"
"Lyon County",27083,3.3,862,"1351 of 3141"
"Blue Earth County",27013,3.3,2199,"1350 of 3141"
"Mower County",27099,3.4,1351,"1338 of 3141"
"Scott County",27139,3.5,4921,"1327 of 3141"
"Washington County",27163,4.1,10300,"1236 of 3141"
"Kandiyohi County",27067,4.3,1846,"1209 of 3141"
"Nobles County",27105,4.3,948,"1208 of 3141"
"Rice County",27131,4.7,3076,"1171 of 3141"
"Stearns County",27145,5.1,7881,"1131 of 3141"
"Anoka County",27003,5.6,19145,"1082 of 3141"
"Olmsted County",27109,5.7,8584,"1075 of 3141"
"Dakota County",27037,5.7,23507,"1074 of 3141"
"Ramsey County",27123,11.5,61773,"725 of 3141"
"Hennepin County",27053,12.7,155667,"690 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Black, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
