------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=27&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Minnesota by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Freeborn County",27047,55.0,16832,"774 of 3141"
"Wilkin County",27167,55.1,3527,"747 of 3141"
"Kanabec County",27065,55.2,8797,"739 of 3141"
"Pine County",27115,55.2,16032,"737 of 3141"
"Norman County",27107,55.5,3654,"689 of 3141"
"Wabasha County",27157,55.5,11922,"688 of 3141"
"Faribault County",27043,55.6,7763,"666 of 3141"
"Houston County",27055,55.8,10437,"638 of 3141"
"Itasca County",27061,56.3,25481,"563 of 3141"
"Pope County",27121,56.8,6205,"519 of 3141"
"Lincoln County",27081,56.8,3253,"513 of 3141"
"Otter Tail County",27111,57.1,32971,"480 of 3141"
"Kittson County",27069,57.9,2539,"380 of 3141"
"Big Stone County",27011,58.4,2943,"333 of 3141"
"Murray County",27101,58.4,4906,"328 of 3141"
"Traverse County",27155,58.5,1965,"318 of 3141"
"Cass County",27021,58.6,16889,"311 of 3141"
"Hubbard County",27057,59.0,12230,"286 of 3141"
"Koochiching County",27071,60.1,7681,"216 of 3141"
"Lac qui Parle County",27073,60.9,4166,"185 of 3141"
"Lake of the Woods County",27077,61.0,2342,"184 of 3141"
"Lake County",27075,61.2,6469,"176 of 3141"
"Cook County",27031,64.6,3405,"61 of 3141"
"Aitkin County",27001,66.2,10491,"38 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
