------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '21', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kentucky by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"Boyd County",21019,52.5,25439,"1305 of 3141"
"Magoffin County",21153,52.5,6710,"1303 of 3141"
"Pike County",21195,52.5,32345,"1295 of 3141"
"Pulaski County",21199,52.5,33602,"1292 of 3141"
"Monroe County",21171,52.7,5614,"1238 of 3141"
"Fulton County",21075,52.8,3303,"1232 of 3141"
"Wayne County",21231,53.0,10966,"1176 of 3141"
"Carlisle County",21039,53.0,2594,"1162 of 3141"
"McCracken County",21145,53.1,34660,"1150 of 3141"
"Caldwell County",21033,53.1,6772,"1144 of 3141"
"Wolfe County",21237,53.2,3856,"1137 of 3141"
"Mercer County",21167,53.2,11379,"1124 of 3141"
"Garrard County",21079,53.3,9182,"1114 of 3141"
"Breckinridge County",21027,53.6,10708,"1045 of 3141"
"Elliott County",21063,54.0,4067,"962 of 3141"
"Casey County",21045,54.0,8539,"955 of 3141"
"Estill County",21065,54.0,7772,"951 of 3141"
"Metcalfe County",21169,54.1,5405,"937 of 3141"
"Russell County",21207,54.5,9666,"857 of 3141"
"Greenup County",21089,54.7,19702,"816 of 3141"
"Ballard County",21007,54.8,4466,"809 of 3141"
"Lee County",21129,55.0,3695,"771 of 3141"
"Marshall County",21157,55.6,17325,"667 of 3141"
"Cumberland County",21057,56.2,3793,"576 of 3141"
"Menifee County",21165,56.3,3590,"572 of 3141"
"Green County",21087,56.4,6230,"556 of 3141"
"Robertson County",21201,56.5,1220,"552 of 3141"
"Livingston County",21139,56.6,5253,"546 of 3141"
"Trigg County",21221,57.9,8275,"379 of 3141"
"Hickman County",21105,58.8,2719,"299 of 3141"
"Lyon County",21143,61.6,5093,"157 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
