------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '21', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=21&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Kentucky by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"Oldham County",21185,0.2,127,"2178 of 3141"
"Scott County",21209,0.2,111,"2102 of 3141"
"Mercer County",21167,0.2,46,"2087 of 3141"
"Barren County",21009,0.2,96,"2063 of 3141"
"Breathitt County",21025,0.2,30,"2039 of 3141"
"Nicholas County",21181,0.2,16,"2038 of 3141"
"Muhlenberg County",21177,0.2,76,"1976 of 3141"
"Boyle County",21021,0.2,73,"1968 of 3141"
"McCracken County",21145,0.2,162,"1960 of 3141"
"Pulaski County",21199,0.2,159,"1957 of 3141"
"Owen County",21187,0.3,27,"1938 of 3141"
"Hardin County",21093,0.3,282,"1894 of 3141"
"Madison County",21151,0.3,232,"1889 of 3141"
"Clay County",21051,0.3,57,"1839 of 3141"
"Trimble County",21223,0.3,24,"1822 of 3141"
"Franklin County",21073,0.3,143,"1790 of 3141"
"Henry County",21103,0.3,45,"1783 of 3141"
"Montgomery County",21173,0.3,82,"1738 of 3141"
"Calloway County",21035,0.3,115,"1736 of 3141"
"Hickman County",21105,0.3,14,"1716 of 3141"
"Whitley County",21235,0.3,110,"1704 of 3141"
"Fayette County",21067,0.3,1031,"1613 of 3141"
"Lee County",21129,0.3,22,"1611 of 3141"
"Casey County",21045,0.3,52,"1606 of 3141"
"Hopkins County",21107,0.3,152,"1598 of 3141"
"Owsley County",21189,0.3,15,"1582 of 3141"
"Warren County",21227,0.4,452,"1477 of 3141"
"Edmonson County",21061,0.4,47,"1407 of 3141"
"Estill County",21065,0.4,57,"1384 of 3141"
"Carter County",21043,0.4,113,"1347 of 3141"
"Grayson County",21085,0.4,109,"1338 of 3141"
"Wolfe County",21237,0.4,31,"1314 of 3141"
"Ballard County",21007,0.4,35,"1306 of 3141"
"Hart County",21099,0.4,80,"1298 of 3141"
"Laurel County",21125,0.5,305,"1145 of 3141"
"Lyon County",21143,0.5,43,"1123 of 3141"
"Knox County",21121,0.6,174,"1085 of 3141"
"Jessamine County",21113,0.6,300,"1047 of 3141"
"Carlisle County",21039,0.6,29,"1028 of 3141"
"Christian County",21047,0.7,482,"934 of 3141"
"McCreary County",21147,0.8,137,"821 of 3141"
"Meade County",21163,0.8,220,"820 of 3141"
"Lewis County",21135,0.8,111,"787 of 3141"
"Simpson County",21213,1.0,176,"673 of 3141"
"Rockcastle County",21203,1.0,168,"666 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: American Indian/Alaska Native, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
