------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Alabama by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Marion County(6)",01093,Yes,37.7 ,26.9, 51.9,9,28.5
"Macon County(6)",01087,Yes,37.3 ,23.3, 57.2,5,35.7
"Elmore County(6)",01051,Yes,35.6 ,28.4, 44.1,18,30.3
"Lawrence County(6)",01079,Yes,35.6 ,25.5, 48.7,9,35.8
"Henry County(6)",01067,Yes,35.6 ,21.1, 56.8,4,31.8
"Talladega County(6)",01121,Yes,35.5 ,28.3, 44,18,29.0
"Lamar County(6)",01075,Yes,35.4 ,21.4, 56.9,4,24.4
"Blount County(6)",01009,Yes,35.2 ,27.1, 45.2,13,26.8
"Shelby County(6)",01117,Yes,35 ,30.4, 40.2,43,29.6
"Tallapoosa County(6)",01123,Yes,34.7 ,25.5, 46.4,11,34.4
"Clay County(6)",01027,Yes,34.5 ,20.3, 56.6,4,33.3
"Walker County(6)",01127,Yes,33.6 ,26.3, 42.6,15,30.7
"Coffee County(6)",01031,Yes,32.4 ,23.8, 43.2,10,26.5
"Franklin County(6)",01059,Yes,32.2 ,21.6, 46.5,6,31.6
"Houston County(6)",01069,Yes,32.1 ,26.2, 39,22,30.2
"DeKalb County(6)",01049,Yes,32 ,24.7, 40.8,14,33.0
"Pickens County(6)",01107,Yes,31.1 ,19.3, 48.2,4,21.4
"Winston County(6)",01133,Yes,28.6 ,17.8, 44.1,5,27.9
"Washington County(6)",01129,Yes,27.7 ,15.7, 46.4,3,35.6
"Cherokee County(6)",01019,Yes,27.3 ,17.1, 42,5,28.0
"Marshall County(6)",01095,Yes,25.7 ,20.1, 32.5,15,24.9
"Fayette County(6)",01057,Yes,24.5 ,13.6, 42,3,25.0
"Bullock County(6)",01011,Yes,* ,*, *,3 or fewer,*
"Cleburne County(6)",01029,Yes,* ,*, *,3 or fewer,*
"Coosa County(6)",01037,Yes,* ,*, *,3 or fewer,*
"Hale County(6)",01065,Yes,* ,*, *,3 or fewer,*
"Perry County(6)",01105,Yes,* ,*, *,3 or fewer,*
"Wilcox County(6)",01131,Yes,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:57 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

1 Source: CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission and SEER November 2018 submission as published in United States Cancer Statistics [https://nccd.cdc.gov/uscs/].
6 Source: State Cancer Registry and the CDC's National Program of Cancer Registries Cancer Surveillance System (NPCR-CSS) November 2018 data submission.

"Please note that the data comes from different sources. Due to different years ( /historicaltrend/differences.html ) of data availablility, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. ( https://seer.cancer.gov/seerstat/ ) Please refer to the source for each graph for additional information. "

"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
